sample_id,x,y,vx,vy,ax,ay
matlab_0000,1.5800000000000001,0.42999999999999999,-4.2942912170522618,-6.2561501487005042,-17.882798943520012,-40.666908039528536
matlab_0001,1.5057106802473605,0.3195221250451572,-4.6364554058321517,-7.0394405012926757,-23.690339453806281,-54.521927841487077
matlab_0002,1.4247348679106908,0.19365346953140206,-5.1097428880262292,-8.1333983671894803,-34.274038749549426,-79.466448299891724
matlab_0003,1.3339673251282014,0.045082673492583436,-5.8456575993618074,-9.8428927284313481,-57.490391779767656,-133.66598117686354
matlab_0004,1.2262298805654983,-0.14292920604760673,-7.2796688876874942,-13.17484290108878,-131.66109399806405,-305.57198468418727
matlab_0005,1.0724532957049229,-0.43764582483534209,-13.119298156053777,-26.677727659157512,-1051.8322755065215,-2426.5393826465415
matlab_0006,1.0724532957049229,-0.43764582483534209,13.119298156053777,26.677727659157512,-1051.8322755065215,-2426.5393826465415
matlab_0007,1.2262298805654983,-0.14292920604760673,7.2796688876874942,13.17484290108878,-131.66109399806405,-305.57198468418727
matlab_0008,1.3339673251282014,0.045082673492583436,5.8456575993618074,9.8428927284313481,-57.490391779767656,-133.66598117686354
matlab_0009,1.4247348679106908,0.19365346953140206,5.1097428880262292,8.1333983671894803,-34.274038749549426,-79.466448299891724
matlab_0010,1.5057106802473605,0.3195221250451572,4.6364554058321517,7.0394405012926757,-23.690339453806281,-54.521927841487077
matlab_0011,1.5799999999999996,0.42999999999999838,4.2942912170522645,6.2561501487005051,-17.882798943520029,-40.666908039528522
matlab_0012,1.6492713158506818,0.52906377651630287,4.0281121495748593,5.6553529167756951,-14.322516371666218,-32.04401209838619
matlab_0013,1.7145366664980628,0.61916224151647525,3.8102324944119803,5.1725065013914309,-11.973821857156624,-26.250243562911503
matlab_0014,1.7764595992465024,0.70193065294453105,3.6250396584886784,4.7711027215315127,-10.342354046635057,-22.136544706940327
matlab_0015,1.8354992537405688,0.77852556996920996,3.4629812129836015,4.4287302796768255,-9.1654828902905106,-19.091407335089748
matlab_0016,1.8919859785858406,0.84980088803735288,3.3178474983782484,4.1307672539647244,-8.2921630396590977,-16.762537843544241
matlab_0017,1.8919859785858406,0.84980088803735288,-3.3178474983782484,-4.1307672539647244,-8.2921630396590977,-16.762537843544241
matlab_0018,1.8354992537405688,0.77852556996920996,-3.4629812129836015,-4.4287302796768255,-9.1654828902905106,-19.091407335089748
matlab_0019,1.7764595992465024,0.70193065294453105,-3.6250396584886784,-4.7711027215315127,-10.342354046635057,-22.136544706940327
matlab_0020,1.7145366664980628,0.61916224151647525,-3.8102324944119803,-5.1725065013914309,-11.973821857156624,-26.250243562911503
matlab_0021,1.6492713158506818,0.52906377651630287,-4.0281121495748593,-5.6553529167756951,-14.322516371666218,-32.04401209838619
matlab_0022,1.5799999999999996,0.42999999999999838,-4.2942912170522645,-6.2561501487005051,-17.882798943520029,-40.666908039528522
