sample_id,theta_delta_rad,omega_rad_s,alpha_rad_s2
pmks_positive_0000,0,1.0471975511965976,0
pmks_positive_0001,0.017453292519943098,1.0471975511965976,0
pmks_positive_0002,0.034906585039886195,1.0471975511965976,0
pmks_positive_0003,0.052359877559829293,1.0471975511965976,0
pmks_positive_0004,0.069813170079772391,1.0471975511965976,0
pmks_positive_0005,0.087266462599715489,1.0471975511965976,0
pmks_positive_0006,0.10471975511965859,1.0471975511965976,0
pmks_positive_0007,0.12217304763960168,1.0471975511965976,0
pmks_positive_0008,0.13962634015954478,1.0471975511965976,0
pmks_positive_0009,0.15707963267948788,1.0471975511965976,0
pmks_positive_0010,0.17453292519943098,1.0471975511965976,0
pmks_positive_0011,0.19198621771937407,1.0471975511965976,0
pmks_positive_0012,0.20943951023931717,1.0471975511965976,0
pmks_positive_0013,0.22689280275926027,1.0471975511965976,0
pmks_positive_0014,0.24434609527920337,1.0471975511965976,0
pmks_positive_0015,0.26179938779914647,1.0471975511965976,0
pmks_positive_0016,0.27925268031908956,1.0471975511965976,0
pmks_positive_0017,0.29670597283903266,1.0471975511965976,0
pmks_positive_0018,0.31415926535897576,1.0471975511965976,0
pmks_positive_0019,0.33161255787891886,1.0471975511965976,0
pmks_positive_0020,0.34906585039886195,1.0471975511965976,0
pmks_positive_0021,0.36651914291880505,1.0471975511965976,0
pmks_positive_0022,0.38397243543874815,1.0471975511965976,0
pmks_positive_0023,0.40142572795869125,1.0471975511965976,0
pmks_positive_0024,0.41887902047863435,1.0471975511965976,0
pmks_positive_0025,0.43633231299857744,1.0471975511965976,0
pmks_positive_0026,0.45378560551852054,1.0471975511965976,0
pmks_positive_0027,0.47123889803846364,1.0471975511965976,0
pmks_positive_0028,0.48869219055840674,1.0471975511965976,0
pmks_positive_0029,0.50614548307834983,1.0471975511965976,0
pmks_positive_0030,0.52359877559829293,1.0471975511965976,0
pmks_positive_0031,0.54105206811823603,1.0471975511965976,0
pmks_positive_0032,0.55850536063817913,1.0471975511965976,0
pmks_positive_0033,0.57595865315812222,1.0471975511965976,0
pmks_positive_0034,0.59341194567806532,1.0471975511965976,0
pmks_positive_0035,0.61086523819800842,1.0471975511965976,0
pmks_positive_0036,0.62831853071795152,1.0471975511965976,0
pmks_positive_0037,0.64577182323789462,1.0471975511965976,0
pmks_positive_0038,0.66322511575783771,1.0471975511965976,0
pmks_positive_0039,0.68067840827778081,1.0471975511965976,0
pmks_positive_0040,0.69813170079772391,1.0471975511965976,0
pmks_positive_0041,0.71558499331766701,1.0471975511965976,0
pmks_positive_0042,0.7330382858376101,1.0471975511965976,0
pmks_positive_0043,0.7504915783575532,1.0471975511965976,0
pmks_positive_0044,0.7679448708774963,1.0471975511965976,0
pmks_positive_0045,0.7853981633974394,1.0471975511965976,0
pmks_positive_0046,0.80285145591738249,1.0471975511965976,0
pmks_positive_0047,0.82030474843732559,1.0471975511965976,0
pmks_positive_0048,0.83775804095726869,1.0471975511965976,0
pmks_positive_0049,0.85521133347721179,1.0471975511965976,0
pmks_positive_0050,0.87266462599715489,1.0471975511965976,0
pmks_positive_0051,0.89011791851709798,1.0471975511965976,0
pmks_positive_0052,0.90757121103704108,1.0471975511965976,0
pmks_positive_0053,0.92502450355698418,1.0471975511965976,0
pmks_positive_0054,0.94247779607692728,1.0471975511965976,0
pmks_positive_0055,0.95993108859687037,1.0471975511965976,0
pmks_positive_0056,0.97738438111681347,1.0471975511965976,0
pmks_positive_0057,0.99483767363675657,1.0471975511965976,0
pmks_positive_0058,1.0122909661566997,1.0471975511965976,0
pmks_positive_0059,1.0297442586766428,1.0471975511965976,0
pmks_positive_0060,1.0471975511965859,1.0471975511965976,0
pmks_positive_0061,1.064650843716529,1.0471975511965976,0
pmks_positive_0062,1.0821041362364721,1.0471975511965976,0
pmks_positive_0063,1.0995574287564152,1.0471975511965976,0
pmks_positive_0064,1.1170107212763578,1.0471975511965976,0
pmks_positive_0065,1.1344640137963009,1.0471975511965976,0
pmks_positive_0066,1.151917306316244,1.0471975511965976,0
pmks_positive_0067,1.1693705988361871,1.0471975511965976,0
pmks_positive_0068,1.1868238913561302,1.0471975511965976,0
pmks_positive_0069,1.2042771838760733,1.0471975511965976,0
pmks_positive_0070,1.2217304763960164,1.0471975511965976,0
pmks_positive_0071,1.2391837689159595,1.0471975511965976,0
pmks_positive_0072,1.2566370614359026,1.0471975511965976,0
pmks_positive_0073,1.2740903539558457,1.0471975511965976,0
