sample_id,x,y,vx,vy,ax,ay
matlab_0000,25,25,-14.371115330251182,1.9161487107001576,1.7132148670250689,-14.24180076339657
matlab_0001,24.760728106083043,25.029964621929395,-14.340987332758028,1.6800158949759749,1.9020712834495226,-14.094204928810262
matlab_0002,24.52198455362646,25.056014181001636,-14.307715755635654,1.4463404534537103,2.0904235174158026,-13.946866722560172
matlab_0003,24.283821659821605,25.078189611016732,-14.27131004002772,1.2151204764019194,2.2781474205281382,-13.799504343776293
matlab_0004,24.046291567380599,25.096531851919771,-14.231781675448516,0.98635854260327616,2.4651213115230344,-13.65186060577264
matlab_0005,23.809446210732599,25.11108192128977,-14.189144159887238,0.76006132675237359,2.65122583163043,-13.503700858520634
matlab_0006,23.573337282865541,25.121880979563237,-14.143412962217969,0.53623923962649356,2.8363438124066156,-13.354811128956595
matlab_0007,23.338016202776569,25.128970389509671,-14.094605486713567,0.31490609761231186,3.0203601553141901,-13.204996454064798
matlab_0008,23.103534083497664,25.132391770422622,-14.042741039473471,0.09607881856182672,3.2031617223612132,-13.054079384887034
matlab_0009,22.869941700666146,25.132187047442098,-13.987840796586532,-0.12022285870860024,3.3846372371524831,-12.901898642369897
matlab_0010,22.637289461612525,25.128398496382317,-13.92992777386049,-0.33397663366441593,3.5646771957489545,-12.74830790834042
matlab_0011,22.405627374940863,25.121068784400798,-13.869026797959254,-0.54515788417169186,3.7431737867752619,-12.593174736955882
matlab_0012,22.175005020579523,25.110241006811609,-13.805164478798321,-0.75373988938683012,3.9200208202594142,-12.436379573752548
matlab_0013,21.945471520282506,25.095958720315338,-13.738369183056699,-0.9596940371140481,4.0951136647319188,-12.277814870960546
matlab_0014,21.717075508563898,25.078265972892023,-13.668671008671419,-1.1629900171500807,4.2683491921537424,-12.117384289091831
matlab_0015,21.489865104050054,25.057207330578745,-13.596101760187359,-1.3635960019789568,4.4396257302831037,-11.955001975974394
matlab_0016,21.263887881236393,25.032827901332546,-13.520694924841463,-1.5614788160411337,4.6088430221297889,-11.790591915421901
matlab_0017,21.039190842637456,25.005173356159645,-13.44248564926586,-1.7566040946787875,4.7759021921827092,-11.62408733861518
matlab_0018,20.815820391320852,24.974289947674656,-13.361510716699371,-1.9489364337502109,4.940705719131131,-11.455430192047155
matlab_0019,20.593822303817497,24.940224526237678,-13.277808524601284,-2.1384395308095825,5.1031574148330403,-11.284570656561625
matlab_0020,20.373241703402364,24.903024553803014,-13.191419062565112,-2.3250763186622287,5.2631624093147735,-11.111466712610675
matlab_0021,20.154123033741502,24.862738115600344,-13.102383890433444,-2.5088090920287871,5.4206271416148937,-10.936083747377074
matlab_0022,19.936510032902778,24.819413929757633,-13.010746116517774,-2.6895996279829415,5.5754593563120043,-10.758394199865341
matlab_0023,19.720445707729443,24.773101354964361,-12.91655037582985,-2.8674093007658685,5.7275681056010175,-10.578377240467399
matlab_0024,19.505972308576997,24.72385039626419,-12.819842808232909,-3.0421991915253979,5.8768637568050748,-10.396018481861187
matlab_0025,19.293131304415571,24.671711709057544,-12.720671036423171,-3.2139301934779891,6.0232580052312761,-10.211309718411064
matlab_0026,19.081963358301198,24.616736601386286,-12.619084143652918,-3.3825631129470635,6.166663892297219,-10.024248691510573
matlab_0027,18.872508303221245,24.558977034566077,-12.515132651108093,-3.5480587666901915,6.3069958288723189,-9.8348388785474743
matlab_0028,18.664805118320313,24.498485622224763,-12.408868494853593,-3.7103780758911364,6.4441696237929502,-9.6430893033797549
matlab_0029,18.458891905514534,24.435315627799717,-12.300345002260464,-3.8694821571589562,6.5781025175235026,-9.4490143663948967
matlab_0030,18.254805866503766,24.369520960541202,-12.189616867829285,-4.0253324108455004,6.7087132209466276,-9.2526336923843679
matlab_0031,18.052583280192252,24.301156170064253,-12.076740128324388,-4.1778906069645982,6.8359219592748843,-9.0539719946044297
matlab_0032,17.852259480530144,24.23027643948663,-11.961772137133549,-4.3271189689698906,6.9596505210832902,-8.8530589535152071
matlab_0033,17.653868834789296,24.156937577186774,-11.844771537767718,-4.472980255624198,7.0798223124668525,-8.6499291087936836
matlab_0034,17.457444722288621,24.081196007211666,-11.725798236415441,-4.6154378411704657,7.1963624163301967,-8.4446217633059888
matlab_0035,17.263019513585203,24.003108758361332,-11.604913373466252,-4.7544557939933458,7.3091976568165951,-8.23718089779981
matlab_0036,17.070624550149365,23.922733451973741,-11.482179293917399,-4.8899989539400064,7.4182566688818863,-8.0276550951419896
matlab_0037,16.880290124542704,23.840128288431089,-11.357659516578112,-5.0220330084500784,7.5234699730144179,-7.8160974729793837
matlab_0038,16.692045461120109,23.755352032406321,-11.231418701985689,-5.1505245676258635,7.6247700550950599,-7.6025656237447032
matlab_0039,16.505918697277799,23.668463996866436,-11.103522618947849,-5.2754412383566436,7.7220914513819841,-7.3871215609638163
matlab_0040,16.321936865271038,23.579524025847661,-10.974038109626159,-5.3967516975935057,7.8153708385922407,-7.1698316708482324
matlab_0041,16.140125874626534,23.488592476015857,-10.843033053075903,-5.5144257648545185,7.9045471290372067,-6.9507666681767279
matlab_0042,16.140125874626534,23.488592476015857,10.843033053075903,5.5144257648545185,7.9045471290372067,-6.9507666681767279
matlab_0043,16.321936865271038,23.579524025847661,10.974038109626159,5.3967516975935057,7.8153708385922407,-7.1698316708482324
matlab_0044,16.505918697277799,23.668463996866436,11.103522618947849,5.2754412383566436,7.7220914513819841,-7.3871215609638163
matlab_0045,16.692045461120109,23.755352032406321,11.231418701985689,5.1505245676258635,7.6247700550950599,-7.6025656237447032
matlab_0046,16.880290124542704,23.840128288431089,11.357659516578112,5.0220330084500784,7.5234699730144179,-7.8160974729793837
matlab_0047,17.070624550149365,23.922733451973741,11.482179293917399,4.8899989539400064,7.4182566688818863,-8.0276550951419896
matlab_0048,17.263019513585203,24.003108758361332,11.604913373466252,4.7544557939933458,7.3091976568165951,-8.23718089779981
matlab_0049,17.457444722288621,24.081196007211666,11.725798236415441,4.6154378411704657,7.1963624163301967,-8.4446217633059888
matlab_0050,17.653868834789296,24.156937577186774,11.844771537767718,4.472980255624198,7.0798223124668525,-8.6499291087936836
matlab_0051,17.852259480530144,24.23027643948663,11.961772137133549,4.3271189689698906,6.9596505210832902,-8.8530589535152071
matlab_0052,18.052583280192252,24.301156170064253,12.076740128324388,4.1778906069645982,6.8359219592748843,-9.0539719946044297
matlab_0053,18.254805866503766,24.369520960541202,12.189616867829285,4.0253324108455004,6.7087132209466276,-9.2526336923843679
matlab_0054,18.458891905514534,24.435315627799717,12.300345002260464,3.8694821571589562,6.5781025175235026,-9.4490143663948967
matlab_0055,18.664805118320313,24.498485622224763,12.408868494853593,3.7103780758911364,6.4441696237929502,-9.6430893033797549
matlab_0056,18.872508303221245,24.558977034566077,12.515132651108093,3.5480587666901915,6.3069958288723189,-9.8348388785474743
matlab_0057,19.081963358301198,24.616736601386286,12.619084143652918,3.3825631129470635,6.166663892297219,-10.024248691510573
matlab_0058,19.293131304415571,24.671711709057544,12.720671036423171,3.2139301934779891,6.0232580052312761,-10.211309718411064
matlab_0059,19.505972308576997,24.72385039626419,12.819842808232909,3.0421991915253979,5.8768637568050748,-10.396018481861187
matlab_0060,19.720445707729443,24.773101354964361,12.91655037582985,2.8674093007658685,5.7275681056010175,-10.578377240467399
matlab_0061,19.936510032902778,24.819413929757633,13.010746116517774,2.6895996279829415,5.5754593563120043,-10.758394199865341
matlab_0062,20.154123033741502,24.862738115600344,13.102383890433444,2.5088090920287871,5.4206271416148937,-10.936083747377074
matlab_0063,20.373241703402364,24.903024553803014,13.191419062565112,2.3250763186622287,5.2631624093147735,-11.111466712610675
matlab_0064,20.593822303817497,24.940224526237678,13.277808524601284,2.1384395308095825,5.1031574148330403,-11.284570656561625
matlab_0065,20.815820391320852,24.974289947674656,13.361510716699371,1.9489364337502109,4.940705719131131,-11.455430192047155
matlab_0066,21.039190842637456,25.005173356159645,13.44248564926586,1.7566040946787875,4.7759021921827092,-11.62408733861518
matlab_0067,21.263887881236393,25.032827901332546,13.520694924841463,1.5614788160411337,4.6088430221297889,-11.790591915421901
matlab_0068,21.489865104050054,25.057207330578745,13.596101760187359,1.3635960019789568,4.4396257302831037,-11.955001975974394
matlab_0069,21.717075508563898,25.078265972892023,13.668671008671419,1.1629900171500807,4.2683491921537424,-12.117384289091831
matlab_0070,21.945471520282506,25.095958720315338,13.738369183056699,0.9596940371140481,4.0951136647319188,-12.277814870960546
matlab_0071,22.175005020579523,25.110241006811609,13.805164478798321,0.75373988938683012,3.9200208202594142,-12.436379573752548
matlab_0072,22.405627374940863,25.121068784400798,13.869026797959254,0.54515788417169186,3.7431737867752619,-12.593174736955882
matlab_0073,22.637289461612525,25.128398496382317,13.92992777386049,0.33397663366441593,3.5646771957489545,-12.74830790834042
matlab_0074,22.869941700666146,25.132187047442098,13.987840796586532,0.12022285870860024,3.3846372371524831,-12.901898642369897
matlab_0075,23.103534083497664,25.132391770422622,14.042741039473471,-0.09607881856182672,3.2031617223612132,-13.054079384887034
matlab_0076,23.338016202776569,25.128970389509671,14.094605486713567,-0.31490609761231186,3.0203601553141901,-13.204996454064798
matlab_0077,23.573337282865541,25.121880979563237,14.143412962217969,-0.53623923962649356,2.8363438124066156,-13.354811128956595
matlab_0078,23.809446210732599,25.11108192128977,14.189144159887238,-0.76006132675237359,2.65122583163043,-13.503700858520634
matlab_0079,24.046291567380599,25.096531851919771,14.231781675448516,-0.98635854260327616,2.4651213115230344,-13.65186060577264
matlab_0080,24.283821659821605,25.078189611016732,14.27131004002772,-1.2151204764019194,2.2781474205281382,-13.799504343776293
matlab_0081,24.52198455362646,25.056014181001636,14.307715755635654,-1.4463404534537103,2.0904235174158026,-13.946866722560172
matlab_0082,24.760728106083043,25.029964621929395,14.340987332758028,-1.6800158949759749,1.9020712834495226,-14.094204928810262
matlab_0083,25,24.999999999999996,14.371115330251179,-1.9161487107001576,1.713214867025068,-14.241800763396567
matlab_0084,25.239747778196012,24.966079309226785,14.39809239775756,-2.1547457281117715,1.5239810415361017,-14.389962965531007
matlab_0085,25.47991887871866,24.928161385615269,14.421913320867972,-2.395819162708666,1.3344993772427602,-14.539029816721689
matlab_0086,25.720460670840449,24.886204813128508,14.442575069270381,-2.6393871342519506,1.1449024279265418,-14.689372062800013
matlab_0087,25.961320491883978,24.840167820626156,14.460076848138224,-2.8854742346708884,0.95532593310345604,-14.841396198297643
matlab_0088,26.202445684932457,24.790008168863785,14.474420153023802,-3.1341121540781058,0.76590903652955378,-14.995548164509545
matlab_0089,26.443783637486145,24.735683026523834,14.485608828533762,-3.3853403722743773,0.5767945216599295,-15.152317520907083
matlab_0090,26.685281821130356,24.677148834117823,14.493649131074141,-3.6392069241968512,0.38812906460167973,-15.312242159418393
matlab_0091,26.926887832284969,24.61436115444846,14.498549795959589,-3.8957692490171731,0.20006350491725167,-15.475913642780581
matlab_0092,27.168549434111121,24.547274508146593,14.500322109185721,-4.1550951340627575,0.012753134366318086,-15.643983262077917
matlab_0093,27.410214599654818,24.475842192597689,14.498979984161501,-4.4172637664529111,-0.17364199670536262,-15.817168925178944
matlab_0094,27.651831556312871,24.40001608234143,14.494540043690002,-4.6823669073648873,-0.35895675614830846,-15.996263007663407
matlab_0095,27.893348831710775,24.31974640875999,14.487021707466221,-4.9505102062304713,-0.54302059150159909,-16.182141321707689
matlab_0096,28.134715301086551,24.234981516559394,14.47644728532754,-5.2218146749873959,-0.72565717870906532,-16.37577338718334
matlab_0097,28.37588023627794,24.145667594185724,14.462842076439818,-5.4964183458615636,-0.90668406188467543,-16.578234224047367
matlab_0098,28.616793356413076,24.051748374894629,14.446234474524784,-5.7744781401485081,-1.085912289705651,-16.790717927391338
matlab_0099,28.857404880405262,23.953164804695909,14.426656079122552,-6.0561719802335769,-1.2631460563485497,-17.014553338066392
matlab_0100,29.097665581351457,23.849854672811617,14.404141812726735,-6.3417011828138374,-1.4381823579901303,-17.251222184898054
matlab_0101,29.337526842929467,23.741752199597705,14.378730043413038,-6.6312931781752145,-1.6108106800209816,-17.502380152058958
matlab_0102,29.576940717880348,23.628787576064404,14.35046271228631,-6.9252046087077028,-1.7808127355980687,-17.769881420915535
matlab_0103,29.815859988647862,23.5108864481628,14.319385464669512,-7.223724869950197,-1.9479622834399084,-18.055807354417105
matlab_0104,30.054238230224865,23.387969337850826,14.285547783416016,-7.5271801697787994,-2.112025062447394,-18.362500140094298
matlab_0105,30.292029875223573,23.259950991570328,14.249003121998221,-7.8359381964397441,-2.2727588936302903,-18.692602393114331
matlab_0106,30.529190281139769,23.126739645105726,14.209809034047277,-8.1504135046885917,-2.4299140170456459,-19.04910395427763
matlab_0107,30.765675799715396,22.988236191789653,14.168027294707491,-8.4710737522441732,-2.5832337545305695,-19.4353974134334
matlab_0108,31.001443848212507,22.844333238588224,14.123724007410257,-8.7984469472831535,-2.7324556200319217,-19.855344265286774
matlab_0109,31.23645298228648,22.694914031634248,14.076969687310944,-9.1331299033367923,-2.8773130412011598,-20.313354087071811
matlab_0110,31.47066296997512,22.539851229145114,14.027839309455501,-9.4757981427397517,-3.0175379126801527,-20.814479749949424
matlab_0111,31.704034866087575,22.379005495189499,13.976412305458817,-9.8272175464178293,-3.1528642788369199,-21.364532484337179
matlab_0112,31.936531085960798,22.212223882227846,13.922772486677948,-10.188258119884658,-3.2830335496637932,-21.9702216768911
matlab_0113,32.168115477122015,22.039337963449476,13.867007863983275,-10.559910337688668,-3.4078017996030354,-22.639325671010511
matlab_0114,32.398753386812423,21.860161667274269,13.809210323472019,-10.943304647782783,-3.5269499017370922,-23.38090169572969
matlab_0115,32.628411722533187,21.674488755461006,13.749475102700107,-11.339734872380561,-3.6402975330738236,-24.205545532133954
matlab_0116,32.857059001690459,21.482089872370501,13.68789999161196,-11.750686445263158,-3.7477224857841254,-25.125714887943595
matlab_0117,33.084665384929011,21.282709075129723,13.624584153986754,-12.177870694603795,-3.8491872864312828,-26.156135044418082
matlab_0118,33.311202685695534,21.076059731443536,13.55962642548462,-12.623266739756287,-3.9447759387996335,-27.314311683265998
matlab_0119,33.536644345733436,20.861819641824457,13.493122888239535,-13.089173055240941,-4.0347447848398055,-28.621184661035414
matlab_0120,33.760965362249529,20.639625203571129,13.425163441903656,-13.578271416212496,-4.1195932055618947,-30.101969023782125
matlab_0121,33.984142146923297,20.409064381402548,13.355826975757779,-14.093706851649719,-4.2001624452169537,-31.787247495495109
matlab_0122,34.206152289028864,20.169668179202958,13.285174578579015,-14.639188505515168,-4.2777746909679237,-33.714404737349199
matlab_0123,34.426974183623472,19.920900211513199,13.213239975345738,-15.219118110378396,-4.3544304072335969,-35.929532124737541
matlab_0124,34.646586469366326,19.662143841382886,13.140016009762292,-15.838755371359822,-4.4330910093294023,-38.489989467041134
matlab_0125,34.864967196498583,19.392686166694407,13.065435430060893,-16.504433346802621,-4.5180882766049919,-41.467898210466217
matlab_0126,35.082092609784524,19.111697875181669,12.98934336931225,-17.223842545941757,-4.6157248976503631,-44.954978001882303
matlab_0127,35.297935377260501,18.818207610207686,12.911457550319174,-18.006411007636469,-4.7351682599281268,-49.069357324689207
matlab_0128,35.512462012737117,18.511068932855068,12.831310061777472,-18.863820865305186,-4.8898029551724171,-53.96534623757956
matlab_0129,35.725629110092008,18.188917129412093,12.748160968223571,-19.810722926318274,-5.099316747344524,-59.84775881212137
matlab_0130,35.937377799240792,17.850111825936715,12.660867977341418,-20.865745090151027,-5.3929889093642664,-66.993410129736105
matlab_0131,36.147625491596855,17.492659336491446,12.567685907683453,-22.052948117565894,-5.8150066527517588,-75.784270250114844
matlab_0132,36.356253404072127,17.114105355293219,12.465950884836321,-23.403982739264418,-6.4333169054247179,-86.760217607143488
matlab_0133,36.563087337987334,16.711383006663201,12.351569070327681,-24.961384247585723,-7.354881693478184,-100.70607781055894
matlab_0134,36.767867346313892,16.280591431887899,12.218161098343803,-26.783786693051173,-8.753068236580809,-118.80148804157818
matlab_0135,36.970198409203959,15.816661964346498,12.055571865616569,-28.954533017632986,-10.919308773220834,-142.89241670181337
matlab_0136,37.169467155026339,15.312833570010426,11.847143903159026,-31.596645030300269,-14.366590056423263,-176.01452362019018
matlab_0137,37.364694376307249,14.759785234155729,11.564410636630853,-34.900571405042506,-20.053022296224569,-223.48276000592085
matlab_0138,37.554257137314956,14.144104146967901,11.155912308297527,-39.18000382666461,-29.914135192870887,-295.39534245202304
matlab_0139,37.735319771754291,13.445337606700827,10.520976902385888,-44.997029802356579,-48.306688725419065,-413.19873494030963
