sample_id,x,y,vx,vy,ax,ay
matlab_0000,20,2,-2.0943951023931953,-4.1887902047863923,-8.7729816898572075,1.0966227112321505
matlab_0001,19.963880772679858,1.9303436851702904,-2.2395584734739837,-4.1696944692983369,-8.645649722804567,1.1949401085704441
matlab_0002,19.925360110472038,1.861019308101985,-2.3825511517942819,-4.1489564790935995,-8.5125084745833668,1.2936874487036896
matlab_0003,19.884474995621826,1.7920542977914233,-2.5232768256431242,-4.1265693624759079,-8.3736199416731978,1.3928292921441146
matlab_0004,19.841264006722728,1.7234761927967863,-2.6616402593074509,-4.1025268464504583,-8.2290512926873021,1.4923292238706032
matlab_0005,19.795767300052173,1.6553126311210034,-2.7975473815676475,-4.0768232735061929,-8.0788751451167204,1.5921497901200725
matlab_0006,19.748026589393344,1.5875913398067287,-2.9309053788818642,-4.0494536194714694,-7.9231698511740518,1.6922524328052333
matlab_0007,19.698085124263848,1.5203401242239796,-3.0616227934056544,-4.0204135124813876,-7.7620197920257334,1.7925974217350213
matlab_0008,19.645987666469566,1.4535868570324513,-3.1896096259793612,-3.9896992530916351,-7.5955156795499503,1.8931437848514774
matlab_0009,19.591780464899717,1.3873594667987073,-3.3147774442005535,-3.9573078355698086,-7.4237548645910092,1.9938492367387126
matlab_0010,19.53551122847772,1.3216859262485503,-3.4370394956798762,-3.923236970390612,-7.2468416505006505,2.0946701057046164
matlab_0011,19.477229097180714,1.2565942401342802,-3.5563108265570533,-3.8874851079558845,-7.0648876105621392,2.1955612597847201
matlab_0012,19.416984611039535,1.1921124326963084,-3.6725084053285926,-3.8500514635540828,-6.8780119076844528,2.2964760320696871
matlab_0013,19.354829677030519,1.1282685346983961,-3.7855512520100634,-3.8109360435668402,-6.6863416145323171,2.3973661458134647
matlab_0014,19.290817533770163,1.0650905700157138,-3.8953605726233245,-3.7701396729220145,-6.4900120320239205,2.4981816398375285
matlab_0015,19.225002713924251,1.0026065417550338,-4.0018598989625422,-3.7276640237835488,-6.2891670038832022,2.5988707948079708
matlab_0016,19.15744100424412,0.94084441788656825,-4.1049752335522314,-3.6835116454583896,-6.083959224679699,2.6993800610257055
matlab_0017,19.088189403144614,0.87983211636746805,-4.2046351996655442,-3.6376859954894378,-5.8745505385276715,2.7996539884353822
matlab_0018,19.017306075740713,0.81959748973740121,-4.3007711962217918,-3.5901914718911945,-5.6611122253507036,2.8996351596250389
matlab_0019,18.944850306263533,0.76016830916788436,-4.3933175573282037,-3.5410334464714071,-5.4438252713512831,2.9992641266552238
matlab_0020,18.870882447780588,0.70157224794758077,-4.4822117161729302,-3.4902182991673891,-5.2228806200602955,3.0984793526225043
