Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 22:02:03.964,COM13,,-0.063,-0.026,0.98,-6.958,3.418,96.68,-1.099,1.368,-37.848,-3089,6621,-5884,33.14,,,,,,,,,,,,,,,
 22:02:03.997,COM13,,-0.089,-0.019,1.013,-6.348,3.052,95.581,-1.099,1.434,-35.909,-3106,6691,-6003,33.17,,,,,,,,,,,,,,,
 22:02:04.001,COM13,,-0.091,-0.059,1.029,-6.836,0.61,93.506,-1.099,1.522,-33.981,-3124,6838,-6134,33.16,,,,,,,,,,,,,,,
 22:02:04.031,COM13,,-0.099,-0.02,0.983,-3.54,-0.061,93.628,-1.06,1.566,-32.097,-3077,6914,-6293,33.19,,,,,,,,,,,,,,,
 22:02:04.035,COM13,,-0.046,-0.02,0.98,-5.127,1.038,90.454,-1.027,1.588,-30.218,-3073,6998,-6444,33.17,,,,,,,,,,,,,,,
 22:02:04.064,COM13,,-0.094,-0.04,1.001,-3.662,1.648,90.332,-0.983,1.62,-28.389,-3063,7131,-6611,33.18,,,,,,,,,,,,,,,
 22:02:04.119,COM13,,-0.082,-0.005,1.007,-4.333,0.183,88.745,-0.95,1.664,-26.576,-3081,7197,-6746,33.18,,,,,,,,,,,,,,,
 22:02:04.126,COM13,,-0.075,-0.02,0.994,-5.005,-0.061,87.585,-0.923,1.692,-24.785,-3013,7370,-6922,33.2,,,,,,,,,,,,,,,
 22:02:04.128,COM13,,-0.085,0.018,0.979,-0.244,1.587,89.6,-0.829,1.703,-23.022,-2982,7452,-7110,33.19,,,,,,,,,,,,,,,
 22:02:04.154,COM13,,-0.074,0.08,1.024,-7.324,0.244,91.003,-0.802,1.736,-21.237,-3137,7503,-7246,33.18,,,,,,,,,,,,,,,
 22:02:04.160,COM13,,-0.081,-0.022,0.976,-4.822,-0.244,91.248,-0.769,1.758,-19.418,-3024,7631,-7494,33.2,,,,,,,,,,,,,,,
 22:02:04.189,COM13,,-0.055,0.021,0.969,-7.751,1.526,92.957,-0.769,1.763,-17.589,-3092,7723,-7654,33.15,,,,,,,,,,,,,,,
 22:02:04.194,COM13,,-0.115,0.022,0.962,-5.493,4.333,93.506,-0.742,1.791,-15.732,-3045,7894,-7888,33.21,,,,,,,,,,,,,,,
 22:02:04.224,COM13,,-0.082,-0.031,1.028,-6.592,4.028,93.567,-0.714,1.868,-13.859,-3190,8001,-8043,33.21,,,,,,,,,,,,,,,
 22:02:04.255,COM13,,-0.078,-0.007,1.005,-5.432,2.747,92.529,-0.681,1.956,-11.981,-3182,8023,-8300,33.2,,,,,,,,,,,,,,,
 22:02:04.259,COM13,,-0.122,0,1.02,-5.005,0.977,92.163,-0.637,2.016,-10.118,-3205,8150,-8552,33.15,,,,,,,,,,,,,,,
 22:02:04.288,COM13,,-0.103,0.028,0.975,-4.7,0.366,93.75,-0.582,2.049,-8.267,-3272,8249,-8799,33.2,,,,,,,,,,,,,,,
 22:02:04.294,COM13,,-0.053,-0.014,1.036,-6.226,-1.282,92.041,-0.549,2.065,-6.394,-3320,8286,-9061,33.2,,,,,,,,,,,,,,,
 22:02:04.326,COM13,,-0.105,-0.035,0.959,-5.371,-1.221,91.553,-0.516,2.049,-4.537,-3362,8292,-9352,33.2,,,,,,,,,,,,,,,
 22:02:04.356,COM13,,-0.032,-0.002,0.965,-4.883,1.892,89.722,-0.472,2.021,-2.697,-3463,8447,-9642,33.22,,,,,,,,,,,,,,,
 22:02:04.363,COM13,,-0.109,0.014,0.957,-3.784,4.883,90.515,-0.412,2.043,-0.89,-3434,8527,-9977,33.15,,,,,,,,,,,,,,,
 22:02:04.387,COM13,,-0.114,0.077,1.052,-4.456,4.639,93.445,-0.346,2.12,0.917,-3473,8570,-10318,33.21,,,,,,,,,,,,,,,
 22:02:04.418,COM13,,-0.083,0.061,1.015,-7.385,-0.916,94.482,-0.313,2.208,2.78,-3531,8576,-10664,33.2,,,,,,,,,,,,,,,
 22:02:04.421,COM13,,-0.108,-0.008,0.977,-7.263,0.366,96.375,-0.286,2.208,4.675,-3586,8568,-11009,33.17,,,,,,,,,,,,,,,
 22:02:04.465,COM13,,-0.077,-0.022,0.986,-5.615,1.526,95.581,-0.242,2.203,6.597,-3800,8557,-11330,33.18,,,,,,,,,,,,,,,
 22:02:04.468,COM13,,-0.106,-0.002,0.963,-5.798,3.174,93.445,-0.198,2.219,8.52,-3837,8554,-11770,33.2,,,,,,,,,,,,,,,
 22:02:04.496,COM13,,-0.076,-0.036,1.024,-5.615,2.991,92.224,-0.159,2.263,10.41,-3857,8551,-12250,33.19,,,,,,,,,,,,,,,
 22:02:04.499,COM13,,-0.088,-0.021,1.036,-4.639,-0.183,89.905,-0.104,2.313,12.266,-3996,8551,-12719,33.2,,,,,,,,,,,,,,,
 22:02:04.529,COM13,,-0.092,-0.04,0.956,-5.127,0.427,86.426,-0.071,2.313,14.084,-4088,8586,-13229,33.2,,,,,,,,,,,,,,,
 22:02:04.535,COM13,,-0.099,-0.019,0.996,-1.465,2.319,85.327,0.016,2.302,15.837,-4161,8623,-13703,33.22,,,,,,,,,,,,,,,
 22:02:04.568,COM13,,-0.093,0.182,1.034,-3.174,0.305,90.942,0.104,2.324,17.556,-4310,8653,-14105,33.2,,,,,,,,,,,,,,,
 22:02:04.599,COM13,,-0.048,0.064,0.977,-8.667,-1.465,92.224,0.126,2.324,19.352,-4444,8619,-14586,33.17,,,,,,,,,,,,,,,
 22:02:04.602,COM13,,-0.108,-0.04,0.938,-5.249,1.831,94.055,0.17,2.28,21.198,-4410,8438,-15153,33.2,,,,,,,,,,,,,,,
 22:02:04.631,COM13,,-0.103,0.081,0.97,-6.348,5.981,95.886,0.22,2.274,23.077,-4519,8342,-15622,33.18,,,,,,,,,,,,,,,
 22:02:04.637,COM13,,-0.058,-0.016,1.052,-6.531,4.517,93.567,0.264,2.346,24.994,-4651,8227,-16156,33.2,,,,,,,,,,,,,,,
 22:02:04.668,COM13,,-0.118,-0.093,1.008,-4.944,0,91.309,0.313,2.417,26.889,-4808,8025,-16738,33.21,,,,,,,,,,,,,,,
 22:02:04.699,COM13,,-0.117,0.044,0.985,-4.211,0.793,88.745,0.374,2.411,28.729,-4962,7853,-17310,33.17,,,,,,,,,,,,,,,
 22:02:04.702,COM13,,-0.084,0.062,0.987,-4.028,1.831,90.332,0.445,2.395,30.526,-5116,7586,-17873,33.19,,,,,,,,,,,,,,,
 22:02:04.731,COM13,,-0.065,0.01,1.031,-5.798,-0.427,90.576,0.494,2.395,32.333,-5244,7311,-18420,33.2,,,,,,,,,,,,,,,
 22:02:04.735,COM13,,-0.088,0.032,0.979,-4.333,-0.732,90.637,0.555,2.368,34.151,-5346,7007,-19012,33.2,,,,,,,,,,,,,,,
 22:02:04.765,COM13,,-0.089,0.072,0.931,-4.7,2.991,92.468,0.621,2.318,35.969,-5439,6637,-19599,33.17,,,,,,,,,,,,,,,
 22:02:04.798,COM13,,-0.104,0.052,0.992,-8.545,5.615,93.323,0.637,2.324,37.815,-5673,6350,-20131,33.21,,,,,,,,,,,,,,,
 22:02:04.801,COM13,,-0.049,-0.067,1.058,-5.798,2.319,92.59,0.67,2.384,39.688,-5748,5864,-20718,33.2,,,,,,,,,,,,,,,
 22:02:04.830,COM13,,-0.109,0.008,0.996,-4.944,-0.061,87.952,0.714,2.406,41.55,-5917,5400,-21282,33.17,,,,,,,,,,,,,,,
 22:02:04.834,COM13,,-0.14,0.068,0.944,-1.343,2.197,91.431,0.824,2.373,43.341,-5984,4901,-21823,33.2,,,,,,,,,,,,,,,
 22:02:04.864,COM13,,-0.032,0.065,1.037,-7.629,2.014,93.14,0.862,2.362,45.159,-6325,4418,-22290,33.18,,,,,,,,,,,,,,,
 22:02:04.897,COM13,,-0.114,-0.006,1.013,-5.981,-0.427,88.745,0.895,2.362,47.021,-6378,3811,-22794,33.18,,,,,,,,,,,,,,,
 22:02:04.900,COM13,,-0.098,0.083,0.941,-6.409,1.038,92.773,0.923,2.318,48.829,-6504,3223,-23228,33.2,,,,,,,,,,,,,,,
 22:02:04.934,COM13,,-0.038,0.003,1,-6.531,2.808,92.041,0.956,2.285,50.669,-6663,2564,-23599,33.21,,,,,,,,,,,,,,,
 22:02:04.943,COM13,,-0.117,-0.082,0.994,-5.493,2.014,87.708,0.989,2.285,52.52,-6799,1841,-23932,33.17,,,,,,,,,,,,,,,
 22:02:04.975,COM13,,-0.08,0.082,0.989,-1.953,2.93,89.05,1.071,2.28,54.305,-6841,996,-24254,33.14,,,,,,,,,,,,,,,
 22:02:04.979,COM13,,-0.029,0.08,1.012,-1.77,2.563,91.431,1.187,2.285,56.085,-6931,183,-24480,33.19,,,,,,,,,,,,,,,
 22:02:05.005,COM13,,-0.166,0.039,0.992,-7.813,1.282,89.783,1.214,2.28,57.909,-7134,-590,-24662,33.17,,,,,,,,,,,,,,,
 22:02:05.036,COM13,,-0.13,0.075,0.987,-5.493,1.831,92.468,1.252,2.252,59.722,-7063,-1566,-24769,33.22,,,,,,,,,,,,,,,
 22:02:05.042,COM13,,0.006,0.123,1.034,-7.202,0.183,95.947,1.285,2.23,61.567,-7164,-2475,-24778,33.21,,,,,,,,,,,,,,,
 22:02:05.071,COM13,,-0.096,-0.026,0.945,-8.423,0.549,94.238,1.291,2.186,63.474,-7251,-3362,-24745,33.2,,,,,,,,,,,,,,,
 22:02:05.075,COM13,,-0.15,-0.02,0.938,-7.324,5.188,92.712,1.296,2.131,65.374,-7490,-4160,-24645,33.2,,,,,,,,,,,,,,,
 22:02:05.106,COM13,,-0.031,0.067,1.055,-7.08,4.944,91.797,1.307,2.153,67.242,-7422,-5132,-24433,33.15,,,,,,,,,,,,,,,
 22:02:05.115,COM13,,-0.066,0,1.033,-5.432,0,92.407,1.346,2.192,69.093,-7504,-5978,-24131,33.17,,,,,,,,,,,,,,,
 22:02:05.144,COM13,,-0.133,-0.02,0.955,-5.676,-0.183,89.111,1.373,2.153,70.944,-7474,-6854,-23746,33.16,,,,,,,,,,,,,,,
 22:02:05.175,COM13,,-0.064,-0.034,1.005,-3.052,2.197,86.121,1.428,2.087,72.751,-7377,-7817,-23189,33.2,,,,,,,,,,,,,,,
 22:02:05.179,COM13,,-0.032,0.135,0.992,0.977,2.441,89.539,1.588,2.065,74.493,-7435,-8613,-22693,33.2,,,,,,,,,,,,,,,
 22:02:05.208,COM13,,-0.124,0.082,1.013,-4.822,0.183,90.942,1.637,2.043,76.289,-7477,-9324,-22063,33.2,,,,,,,,,,,,,,,
 22:02:05.216,COM13,,-0.081,0.113,0.931,-7.263,2.136,90.881,1.648,1.978,78.113,-7267,-10164,-21246,33.2,,,,,,,,,,,,,,,
 22:02:05.246,COM13,,-0.032,0.066,0.983,-8.667,6.287,94.238,1.637,1.95,79.937,-7160,-10844,-20492,33.16,,,,,,,,,,,,,,,
 22:02:05.279,COM13,,-0.087,0.036,1.014,-10.62,5.249,95.215,1.593,2,81.832,-7102,-11398,-19699,33.22,,,,,,,,,,,,,,,
 22:02:05.282,COM13,,-0.093,-0.004,0.985,-7.935,4.456,92.102,1.588,2.027,83.749,-7058,-12009,-18829,33.17,,,,,,,,,,,,,,,
 22:02:05.313,COM13,,-0.092,0.003,0.984,-6.897,5.432,90.637,1.599,2.043,85.6,-6925,-12600,-17866,33.2,,,,,,,,,,,,,,,
 22:02:05.315,COM13,,-0.104,-0.022,1.044,-4.578,4.272,91.37,1.648,2.082,87.418,-6968,-12967,-17014,33.17,,,,,,,,,,,,,,,
 22:02:05.346,COM13,,-0.1,-0.018,1.037,-3.906,0,85.999,1.697,2.098,89.258,-6854,-13312,-16014,33.18,,,,,,,,,,,,,,,
 22:02:05.377,COM13,,-0.104,0.074,1.016,-0.366,-3.357,86.426,1.813,2.032,90.983,-6693,-13596,-14999,33.2,,,,,,,,,,,,,,,
 22:02:05.382,COM13,,-0.044,0.091,1.015,-1.038,-3.357,89.05,1.923,1.901,92.714,-6532,-13753,-13993,33.2,,,,,,,,,,,,,,,
 22:02:05.407,COM13,,-0.062,0.152,0.908,-5.188,-2.136,91.98,1.961,1.758,94.493,-6326,-13882,-12976,33.2,,,,,,,,,,,,,,,
 22:02:05.436,COM13,,-0.046,0.12,0.928,-11.047,2.747,93.262,1.895,1.637,96.334,-6150,-13911,-11992,33.2,,,,,,,,,,,,,,,
 22:02:05.440,COM13,,-0.046,0,0.942,-11.23,8.606,93.628,1.824,1.609,98.207,-5920,-13895,-11007,33.18,,,,,,,,,,,,,,,
 22:02:05.470,COM13,,-0.091,-0.016,1.051,-6.897,9.521,94.421,1.835,1.697,100.091,-5723,-13868,-9998,33.17,,,,,,,,,,,,,,,
 22:02:05.475,COM13,,-0.122,0.031,1.059,-6.165,2.747,91.614,1.851,1.802,101.992,-5527,-13765,-9088,33.18,,,,,,,,,,,,,,,
 22:02:05.506,COM13,,-0.056,-0.011,1.035,-4.395,-1.099,89.722,1.895,1.78,103.832,-5388,-13571,-8241,33.18,,,,,,,,,,,,,,,
 22:02:05.540,COM13,,-0.075,-0.006,0.969,-2.441,-0.305,87.769,1.961,1.681,105.628,-5328,-13336,-7484,33.18,,,,,,,,,,,,,,,
 22:02:05.542,COM13,,-0.115,0.107,0.975,-2.747,1.892,88.623,2.032,1.599,107.386,-5175,-13035,-6659,33.19,,,,,,,,,,,,,,,
 22:02:05.570,COM13,,-0.072,0.094,1.017,-6.653,-2.258,88.196,2.021,1.56,109.166,-4952,-12775,-5903,33.19,,,,,,,,,,,,,,,
 22:02:05.576,COM13,,-0.01,0.08,0.993,-6.287,-0.916,91.797,2.027,1.439,110.929,-4674,-12446,-5101,33.21,,,,,,,,,,,,,,,
 22:02:05.605,COM13,,-0.04,0.048,0.919,-8.484,2.93,92.834,1.994,1.335,112.769,-4603,-12091,-4610,33.21,,,,,,,,,,,,,,,
 22:02:05.639,COM13,,-0.113,0.045,0.927,-7.935,9.033,91.003,1.967,1.307,114.631,-4395,-11679,-4004,33.2,,,,,,,,,,,,,,,
 22:02:05.642,COM13,,-0.063,-0.017,1.129,-6.287,5.188,89.661,1.967,1.406,116.461,-4273,-11347,-3507,33.17,,,,,,,,,,,,,,,
 22:02:05.668,COM13,,-0.094,0.019,1.07,-3.723,-3.479,90.637,2.01,1.428,118.262,-4170,-10960,-3061,33.18,,,,,,,,,,,,,,,
 22:02:05.674,COM13,,-0.073,0.051,0.97,-4.395,-5.798,88.501,2.032,1.274,120.075,-4055,-10510,-2638,33.18,,,,,,,,,,,,,,,
 22:02:05.709,COM13,,-0.009,0.065,0.881,-5.432,0.977,87.646,2.032,1.082,121.844,-3884,-10107,-2172,33.2,,,,,,,,,,,,,,,
 22:02:05.737,COM13,,-0.035,0.002,1,-5.249,5.859,88.074,2.032,1.022,123.596,-3716,-9678,-1771,33.2,,,,,,,,,,,,,,,
 22:02:05.742,COM13,,-0.093,0.138,0.99,-5.31,4.761,89.722,2.043,1.055,125.365,-3541,-9223,-1432,33.17,,,,,,,,,,,,,,,
 22:02:05.772,COM13,,-0.039,0.016,1.013,-7.019,4.578,89.6,2.021,1.066,127.167,-3369,-8812,-1111,33.2,,,,,,,,,,,,,,,
 22:02:05.776,COM13,,-0.072,0.048,1.006,-6.592,2.991,89.539,2.005,1.071,128.969,-3200,-8399,-845,33.21,,,,,,,,,,,,,,,
 22:02:05.804,COM13,,-0.135,0.054,1.04,-5.371,1.526,90.698,2.01,1.044,130.765,-3156,-8022,-655,33.2,,,,,,,,,,,,,,,
 22:02:05.837,COM13,,-0.029,0.032,1.038,-5.188,-3.662,89.783,2.021,0.994,132.578,-3069,-7686,-500,33.16,,,,,,,,,,,,,,,
 22:02:05.841,COM13,,-0.025,0.05,0.938,-5.615,-2.197,90.881,2.016,0.846,134.374,-3024,-7306,-390,33.2,,,,,,,,,,,,,,,
 22:02:05.869,COM13,,-0.076,0.08,0.922,-5.371,3.601,91.553,2.016,0.72,136.192,-2917,-6921,-261,33.18,,,,,,,,,,,,,,,
 22:02:05.876,COM13,,0.005,0.051,0.982,-7.813,6.653,91.064,1.972,0.709,138.027,-2950,-6607,-223,33.18,,,,,,,,,,,,,,,
 22:02:05.907,COM13,,-0.078,0.037,1.026,-6.958,6.165,91.492,1.945,0.753,139.856,-2879,-6280,-164,33.17,,,,,,,,,,,,,,,
 22:02:05.926,COM13,,-0.133,0.019,1.042,-7.019,2.563,90.088,1.912,0.791,141.696,-2897,-6001,-130,33.19,,,,,,,,,,,,,,,
 22:02:05.956,COM13,,-0.027,0.021,1.05,-4.15,-1.953,90.698,1.928,0.764,143.498,-2808,-5726,-104,33.18,,,,,,,,,,,,,,,
 22:02:05.961,COM13,,-0.03,0.043,0.963,-4.028,-2.686,90.942,1.945,0.648,145.316,-2821,-5488,-78,33.2,,,,,,,,,,,,,,,
 22:02:05.988,COM13,,-0.1,0.086,0.945,-5.798,1.831,90.454,1.928,0.516,147.134,-2791,-5167,-48,33.18,,,,,,,,,,,,,,,
 22:02:05.995,COM13,,0.009,0.001,0.98,-5.371,3.54,90.393,1.917,0.472,148.947,-2677,-4857,-20,33.17,,,,,,,,,,,,,,,
 22:02:06.035,COM13,,-0.057,0.083,1.008,-5.92,3.967,91.492,1.895,0.467,150.754,-2616,-4545,-43,33.17,,,,,,,,,,,,,,,
 22:02:06.039,COM13,,-0.08,0.075,0.997,-6.775,3.296,92.773,1.862,0.461,152.589,-2670,-4307,-120,33.18,,,,,,,,,,,,,,,
 22:02:06.066,COM13,,-0.066,-0.009,1.029,-8.118,0.366,88.562,1.796,0.445,154.451,-2646,-4106,-112,33.19,,,,,,,,,,,,,,,
 22:02:06.099,COM13,,-0.028,0.051,0.983,-3.967,1.709,94.666,1.813,0.379,156.226,-2727,-3913,-242,33.19,,,,,,,,,,,,,,,
 22:02:06.104,COM13,,-0.09,0.021,1.033,-6.104,0,89.539,1.78,0.335,158.121,-2766,-3730,-316,33.19,,,,,,,,,,,,,,,
 22:02:06.135,COM13,,-0.016,0.053,0.945,-5.127,-0.732,90.881,1.769,0.264,159.911,-2721,-3536,-397,33.18,,,,,,,,,,,,,,,
 22:02:06.139,COM13,,-0.059,-0.008,1.02,-5.188,2.869,90.881,1.747,0.176,161.73,-2703,-3302,-451,33.19,,,,,,,,,,,,,,,
 22:02:06.177,COM13,,-0.025,0.133,0.981,-6.348,0.732,90.027,1.708,0.159,163.553,-2700,-3071,-519,33.17,,,,,,,,,,,,,,,
 22:02:06.181,COM13,,-0.041,-0.034,0.966,-6.042,3.906,92.102,1.675,0.104,165.355,-2786,-2919,-612,33.24,,,,,,,,,,,,,,,
 22:02:06.210,COM13,,-0.08,0.081,1.027,-6.287,2.014,89.722,1.631,0.104,167.201,-2754,-2733,-639,33.18,,,,,,,,,,,,,,,
 22:02:06.216,COM13,,-0.025,0.034,0.973,-4.883,3.601,93.933,1.626,0.077,168.997,-2791,-2608,-752,33.21,,,,,,,,,,,,,,,
 22:02:06.247,COM13,,-0.074,0.027,1.068,-6.287,-0.061,90.088,1.582,0.077,170.881,-2744,-2467,-813,33.19,,,,,,,,,,,,,,,
 22:02:06.279,COM13,,-0.037,0.031,0.936,-4.883,0.427,93.445,1.571,0.005,172.683,-2773,-2294,-910,33.2,,,,,,,,,,,,,,,
 22:02:06.284,COM13,,-0.062,0.037,1.048,-6.287,0.305,90.393,1.522,-0.055,174.551,-2844,-2157,-986,33.2,,,,,,,,,,,,,,,
 22:02:06.314,COM13,,-0.002,0.056,0.921,-5.615,1.16,92.651,1.494,-0.11,176.364,-2895,-1936,-1063,33.2,,,,,,,,,,,,,,,
 22:02:06.319,COM13,,-0.083,-0.027,1.05,-5.859,2.93,90.881,1.45,-0.159,178.215,-2996,-1804,-1186,33.17,,,,,,,,,,,,,,,
 22:02:06.348,COM13,,-0.001,0.133,0.945,-5.798,2.014,92.224,1.417,-0.165,-179.956,-2947,-1668,-1244,33.23,,,,,,,,,,,,,,,
 22:02:06.380,COM13,,-0.027,0.056,1.02,-5.981,0.549,91.797,1.379,-0.187,-178.11,-3016,-1548,-1354,33.21,,,,,,,,,,,,,,,
 22:02:06.383,COM13,,-0.085,0.072,1.041,-6.104,-0.183,92.896,1.335,-0.181,-176.265,-3041,-1394,-1428,33.2,,,,,,,,,,,,,,,
 22:02:06.414,COM13,,-0.042,0.005,0.967,-6.348,-2.441,92.163,1.296,-0.236,-174.424,-3091,-1261,-1557,33.19,,,,,,,,,,,,,,,
 22:02:06.417,COM13,,-0.013,0.008,0.954,-5.615,2.93,93.323,1.247,-0.308,-172.568,-3086,-1107,-1630,33.17,,,,,,,,,,,,,,,
 22:02:06.436,COM13,,-0.031,0.076,1.009,-7.507,1.404,91.125,1.198,-0.39,-170.717,-3120,-1001,-1705,33.22,,,,,,,,,,,,,,,
 22:02:06.467,COM13,,-0.034,0.036,0.97,-5.127,3.052,97.046,1.132,-0.396,-168.86,-3147,-970,-1772,33.18,,,,,,,,,,,,,,,
 22:02:06.498,COM13,,-0.056,0.004,1.008,-7.019,3.784,92.773,1.099,-0.412,-167.009,-3231,-915,-1840,33.2,,,,,,,,,,,,,,,
 22:02:06.501,COM13,,-0.064,0.042,1.031,-6.104,2.441,94.788,1.038,-0.406,-165.086,-3181,-772,-1906,33.2,,,,,,,,,,,,,,,
 22:02:06.529,COM13,,-0.042,0.045,0.997,-6.348,0,95.581,0.994,-0.39,-163.213,-3299,-585,-2017,33.16,,,,,,,,,,,,,,,
 22:02:06.536,COM13,,-0.05,-0.04,0.986,-6.287,0.977,93.994,0.945,-0.406,-161.312,-3421,-456,-2141,33.21,,,,,,,,,,,,,,,
 22:02:06.567,COM13,,-0.021,0.027,0.987,-6.592,1.343,91.98,0.884,-0.45,-159.406,-3457,-374,-2217,33.17,,,,,,,,,,,,,,,
 22:02:06.598,COM13,,-0.043,0.021,0.993,-6.287,3.174,92.163,0.818,-0.472,-157.538,-3423,-262,-2285,33.2,,,,,,,,,,,,,,,
 22:02:06.603,COM13,,-0.026,-0.041,1.019,-6.409,0.488,89.783,0.758,-0.483,-155.693,-3417,-221,-2339,33.21,,,,,,,,,,,,,,,
 22:02:06.634,COM13,,-0.064,0.049,0.952,-5.859,2.258,88.989,0.692,-0.472,-153.858,-3469,-85,-2417,33.21,,,,,,,,,,,,,,,
 22:02:06.637,COM13,,-0.045,0.045,1.05,-5.676,2.258,91.309,0.637,-0.5,-152.067,-3465,0,-2486,33.19,,,,,,,,,,,,,,,
 22:02:06.665,COM13,,-0.031,0.101,0.983,-6.348,-0.061,94.604,0.593,-0.489,-150.271,-3629,60,-2564,33.21,,,,,,,,,,,,,,,
 22:02:06.696,COM13,,-0.037,-0.032,0.984,-6.958,1.343,95.398,0.538,-0.489,-148.431,-3663,193,-2596,33.19,,,,,,,,,,,,,,,
 22:02:06.702,COM13,,-0.048,0.058,0.972,-6.775,2.441,96.13,0.472,-0.522,-146.53,-3718,271,-2664,33.2,,,,,,,,,,,,,,,
 22:02:06.731,COM13,,-0.042,0.003,1.02,-7.202,2.747,96.313,0.412,-0.527,-144.619,-3789,430,-2744,33.18,,,,,,,,,,,,,,,
 22:02:06.737,COM13,,-0.013,-0.071,0.978,-7.202,2.014,93.14,0.346,-0.505,-142.69,-3795,569,-2818,33.18,,,,,,,,,,,,,,,
 22:02:06.766,COM13,,-0.082,-0.05,1.002,-5.676,4.211,89.355,0.275,-0.489,-140.779,-3699,725,-2859,33.19,,,,,,,,,,,,,,,
 22:02:06.799,COM13,,-0.043,-0.024,1.036,-4.7,1.404,87.097,0.22,-0.467,-138.933,-3684,794,-2907,33.22,,,,,,,,,,,,,,,
 22:02:06.802,COM13,,-0.049,-0.009,1.016,-4.944,-0.549,84.412,0.176,-0.417,-137.153,-3760,878,-2970,33.2,,,,,,,,,,,,,,,
 22:02:06.831,COM13,,-0.03,0.053,1.012,-3.418,-2.502,84.656,0.132,-0.423,-135.423,-3747,985,-3014,33.18,,,,,,,,,,,,,,,
 22:02:06.837,COM13,,-0.056,0.198,0.956,-4.883,-1.709,95.764,0.115,-0.461,-133.731,-3772,1118,-3054,33.21,,,,,,,,,,,,,,,
 22:02:06.869,COM13,,0.018,0.048,0.976,-8.911,1.099,97.168,0.082,-0.527,-131.984,-3916,1164,-3128,33.17,,,,,,,,,,,,,,,
 22:02:06.901,COM13,,-0.056,-0.072,0.955,-6.287,3.174,97.839,0.005,-0.566,-130.062,-3858,1297,-3154,33.22,,,,,,,,,,,,,,,
 22:02:06.904,COM13,,-0.017,0.011,0.965,-7.141,7.141,97.9,-0.049,-0.56,-128.112,-3927,1337,-3205,33.24,,,,,,,,,,,,,,,
 22:02:06.933,COM13,,-0.058,-0.13,1.007,-5.798,8.118,90.393,-0.104,-0.494,-126.151,-3966,1495,-3247,33.2,,,,,,,,,,,,,,,
 22:02:06.939,COM13,,-0.086,-0.024,1.067,-3.723,3.662,89.722,-0.148,-0.368,-124.228,-3873,1676,-3275,33.19,,,,,,,,,,,,,,,
 22:02:06.971,COM13,,-0.042,0,1.051,-4.517,-0.732,84.839,-0.165,-0.247,-122.421,-3869,1812,-3306,33.2,,,,,,,,,,,,,,,
 22:02:06.980,COM13,,-0.082,0.113,0.992,-4.395,-4.211,89.6,-0.198,-0.209,-120.646,-3930,1882,-3333,33.21,,,,,,,,,,,,,,,
 22:02:07.008,COM13,,-0.021,0.059,0.959,-7.568,-1.404,93.262,-0.225,-0.253,-118.927,-3924,1905,-3394,33.21,,,,,,,,,,,,,,,
 22:02:07.043,COM13,,-0.028,-0.046,0.984,-7.446,0.854,93.567,-0.297,-0.33,-117.114,-3858,2024,-3442,33.2,,,,,,,,,,,,,,,
 22:02:07.046,COM13,,-0.014,-0.04,0.957,-5.798,2.258,93.689,-0.357,-0.352,-115.247,-3834,2078,-3480,33.18,,,,,,,,,,,,,,,
 22:02:07.072,COM13,,-0.07,-0.049,1.016,-5.615,3.418,88.989,-0.401,-0.335,-113.373,-3893,2224,-3517,33.24,,,,,,,,,,,,,,,
 22:02:07.077,COM13,,-0.025,-0.047,0.993,-3.296,3.113,86.853,-0.439,-0.291,-111.517,-3913,2302,-3561,33.2,,,,,,,,,,,,,,,
 22:02:07.105,COM13,,-0.029,0.047,0.995,-4.639,3.357,86.792,-0.45,-0.231,-109.748,-3883,2337,-3610,33.19,,,,,,,,,,,,,,,
 22:02:07.138,COM13,,-0.057,-0.028,1.006,-4.395,2.869,85.449,-0.478,-0.176,-108.007,-3912,2505,-3667,33.19,,,,,,,,,,,,,,,
 22:02:07.142,COM13,,-0.089,-0.016,1.003,-5.92,2.014,85.327,-0.505,-0.115,-106.276,-3881,2648,-3701,33.21,,,,,,,,,,,,,,,
 22:02:07.171,COM13,,-0.02,-0.02,1.027,-4.15,0.488,83.923,-0.544,-0.071,-104.568,-3893,2731,-3733,33.2,,,,,,,,,,,,,,,
 22:02:07.177,COM13,,-0.041,0.032,0.996,-5.981,-0.488,85.083,-0.571,-0.038,-102.865,-3833,2822,-3756,33.18,,,,,,,,,,,,,,,
 22:02:07.208,COM13,,-0.067,-0.016,0.979,-2.625,-0.61,86.182,-0.604,-0.038,-101.179,-3772,2930,-3787,33.18,,,,,,,,,,,,,,,
 22:02:07.242,COM13,,-0.007,0.04,0.979,-5.92,2.258,86.304,-0.599,-0.049,-99.47,-3726,3050,-3837,33.17,,,,,,,,,,,,,,,
