Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 22:01:55.544,COM13,,-0.031,0.021,0.982,-4.822,-0.244,87.463,-0.731,0.143,-89.187,-3639,3755,-3998,33.12,,,,,,,,,,,,,,,
 22:01:55.551,COM13,,-0.055,0,0.966,-5.432,2.075,86.853,-0.747,0.137,-87.44,-3689,3845,-4035,33.16,,,,,,,,,,,,,,,
 22:01:55.581,COM13,,-0.059,0.011,1.003,-5.737,2.258,88.074,-0.775,0.17,-85.699,-3721,3998,-4082,33.14,,,,,,,,,,,,,,,
 22:01:55.585,COM13,,-0.052,-0.01,1,-5.798,1.343,88.867,-0.797,0.214,-83.941,-3669,4095,-4124,33.15,,,,,,,,,,,,,,,
 22:01:55.614,COM13,,-0.044,0.01,0.997,-6.348,1.648,88.196,-0.829,0.253,-82.161,-3562,4141,-4174,33.14,,,,,,,,,,,,,,,
 22:01:55.646,COM13,,-0.057,0.016,0.979,-3.906,1.587,91.248,-0.824,0.291,-80.392,-3526,4296,-4243,33.16,,,,,,,,,,,,,,,
 22:01:55.649,COM13,,-0.09,-0.007,1.042,-6.653,0.977,89.844,-0.846,0.324,-78.58,-3492,4379,-4282,33.16,,,,,,,,,,,,,,,
 22:01:55.674,COM13,,-0.038,0.042,0.971,-5.859,0.183,91.37,-0.868,0.357,-76.772,-3427,4560,-4339,33.16,,,,,,,,,,,,,,,
 22:01:55.705,COM13,,-0.051,-0.001,0.988,-7.202,1.221,92.651,-0.901,0.374,-74.954,-3472,4632,-4413,33.14,,,,,,,,,,,,,,,
 22:01:55.707,COM13,,-0.074,0.025,0.995,-7.385,1.282,93.506,-0.939,0.401,-73.103,-3450,4659,-4457,33.13,,,,,,,,,,,,,,,
 22:01:55.735,COM13,,-0.062,-0.006,0.988,-7.813,1.526,93.506,-0.983,0.439,-71.235,-3458,4817,-4499,33.17,,,,,,,,,,,,,,,
 22:01:55.742,COM13,,-0.052,-0.035,1.005,-5.432,2.319,95.581,-0.989,0.478,-69.362,-3445,4878,-4579,33.12,,,,,,,,,,,,,,,
 22:01:55.775,COM13,,-0.087,0.021,0.976,-6.47,2.686,94.055,-1.005,0.538,-67.456,-3462,4994,-4645,33.17,,,,,,,,,,,,,,,
 22:01:55.831,COM13,,-0.026,-0.02,0.976,-7.385,3.967,93.933,-1.044,0.604,-65.566,-3452,5094,-4703,33.13,,,,,,,,,,,,,,,
 22:01:55.837,COM13,,-0.096,0,1.034,-7.69,2.991,94.482,-1.082,0.698,-63.682,-3466,5191,-4776,33.14,,,,,,,,,,,,,,,
 22:01:55.841,COM13,,-0.124,-0.048,1.034,-5.554,-0.183,93.506,-1.082,0.769,-61.793,-3360,5332,-4843,33.13,,,,,,,,,,,,,,,
 22:01:55.843,COM13,,-0.008,0.046,0.991,-5.249,-1.404,95.947,-1.071,0.786,-59.919,-3271,5402,-4899,33.15,,,,,,,,,,,,,,,
 22:01:55.875,COM13,,-0.075,-0.015,0.949,-7.629,-0.183,94.971,-1.11,0.78,-57.997,-3255,5581,-4966,33.14,,,,,,,,,,,,,,,
 22:01:55.910,COM13,,-0.067,-0.03,0.958,-6.104,3.723,93.872,-1.115,0.791,-56.091,-3242,5651,-5061,33.12,,,,,,,,,,,,,,,
 22:01:55.914,COM13,,-0.065,0.013,0.999,-5.859,5.493,96.741,-1.11,0.884,-54.212,-3308,5687,-5104,33.18,,,,,,,,,,,,,,,
 22:01:55.965,COM13,,-0.092,0.015,1.029,-6.836,3.906,96.191,-1.121,1.016,-52.273,-3281,5849,-5186,33.14,,,,,,,,,,,,,,,
 22:01:55.973,COM13,,-0.067,-0.058,1.025,-7.446,0.488,94.604,-1.143,1.11,-50.345,-3296,5916,-5279,33.14,,,,,,,,,,,,,,,
 22:01:55.975,COM13,,-0.125,0.015,0.976,-7.324,-0.366,94.91,-1.165,1.137,-48.45,-3204,6078,-5371,33.13,,,,,,,,,,,,,,,
 22:01:56.005,COM13,,-0.067,-0.018,1.007,-4.761,0.122,96.619,-1.132,1.154,-46.549,-3081,6146,-5471,33.13,,,,,,,,,,,,,,,
 22:01:56.008,COM13,,-0.029,-0.032,0.989,-6.042,0,94.91,-1.132,1.187,-44.61,-3119,6232,-5567,33.13,,,,,,,,,,,,,,,
 22:01:56.042,COM13,,-0.099,-0.029,0.955,-4.7,2.747,93.811,-1.104,1.203,-42.709,-3089,6360,-5687,33.17,,,,,,,,,,,,,,,
 22:01:56.045,COM13,,-0.083,0.025,0.98,-5.31,4.883,94.727,-1.082,1.28,-40.825,-3113,6427,-5767,33.17,,,,,,,,,,,,,,,
 22:01:56.075,COM13,,-0.059,-0.032,1.053,-6.531,2.625,92.773,-1.082,1.395,-38.93,-3066,6559,-5873,33.13,,,,,,,,,,,,,,,
 22:01:56.108,COM13,,-0.119,-0.014,1.024,-6.226,-1.282,92.834,-1.082,1.461,-37.068,-3108,6643,-6000,33.13,,,,,,,,,,,,,,,
 22:01:56.112,COM13,,-0.09,0.003,0.957,-3.601,-0.549,94.421,-1.022,1.456,-35.206,-3072,6824,-6139,33.13,,,,,,,,,,,,,,,
 22:01:56.141,COM13,,-0.042,-0.012,0.997,-5.92,0.793,92.896,-1.011,1.467,-33.311,-3104,6930,-6255,33.13,,,,,,,,,,,,,,,
 22:01:56.146,COM13,,-0.073,-0.029,0.974,-5.127,1.648,91.919,-0.983,1.5,-31.448,-3069,7084,-6416,33.15,,,,,,,,,,,,,,,
 22:01:56.181,COM13,,-0.085,0.016,0.984,-5.92,2.747,91.919,-0.972,1.544,-29.608,-3093,7144,-6526,33.16,,,,,,,,,,,,,,,
 22:01:56.193,COM13,,-0.083,-0.042,1.005,-5.615,2.93,91.064,-0.956,1.615,-27.762,-3085,7215,-6688,33.14,,,,,,,,,,,,,,,
 22:01:56.224,COM13,,-0.067,0.006,1.02,-6.042,1.404,89.539,-0.945,1.686,-25.939,-3015,7357,-6847,33.17,,,,,,,,,,,,,,,
 22:01:56.227,COM13,,-0.133,0.005,0.991,-3.174,0.793,92.224,-0.873,1.725,-24.142,-3041,7472,-6985,33.15,,,,,,,,,,,,,,,
 22:01:56.260,COM13,,-0.069,0.004,1.02,-3.784,-0.427,92.896,-0.807,1.752,-22.291,-3084,7525,-7136,33.15,,,,,,,,,,,,,,,
 22:01:56.263,COM13,,-0.045,0.002,0.968,-6.897,-0.244,90.698,-0.813,1.758,-20.429,-3094,7609,-7335,33.16,,,,,,,,,,,,,,,
 22:01:56.292,COM13,,-0.084,-0.005,0.974,-5.615,2.075,90.942,-0.786,1.758,-18.605,-3054,7699,-7559,33.14,,,,,,,,,,,,,,,
 22:01:56.326,COM13,,-0.115,0.021,0.98,-4.944,3.174,93.262,-0.736,1.807,-16.782,-3110,7727,-7761,33.13,,,,,,,,,,,,,,,
 22:01:56.330,COM13,,-0.053,-0.023,1.022,-6.226,2.075,91.125,-0.72,1.879,-14.914,-3145,7831,-7959,33.13,,,,,,,,,,,,,,,
 22:01:56.360,COM13,,-0.08,-0.012,0.989,-5.676,1.404,90.637,-0.692,1.923,-13.085,-3137,7931,-8220,33.16,,,,,,,,,,,,,,,
 22:01:56.363,COM13,,-0.139,0.052,1.004,-4.639,2.014,92.712,-0.643,1.956,-11.266,-3181,7972,-8454,33.11,,,,,,,,,,,,,,,
 22:01:56.393,COM13,,-0.07,-0.007,1.007,-6.958,0.61,92.224,-0.632,2,-9.404,-3194,8145,-8704,33.14,,,,,,,,,,,,,,,
 22:01:56.424,COM13,,-0.06,-0.051,0.996,-5.432,0,91.248,-0.593,2.016,-7.553,-3252,8233,-8972,33.14,,,,,,,,,,,,,,,
 22:01:56.428,COM13,,-0.101,-0.014,0.982,-5.554,0.366,88.44,-0.571,2.016,-5.724,-3317,8353,-9265,33.17,,,,,,,,,,,,,,,
 22:01:56.458,COM13,,-0.088,-0.028,0.958,-3.723,3.418,87.708,-0.511,2.021,-3.95,-3337,8489,-9586,33.14,,,,,,,,,,,,,,,
 22:01:56.464,COM13,,-0.068,0.075,1.022,-2.625,2.991,90.332,-0.417,2.093,-2.186,-3395,8566,-9885,33.16,,,,,,,,,,,,,,,
 22:01:56.495,COM13,,-0.107,0.055,1.033,-6.104,0,91.309,-0.385,2.148,-0.374,-3496,8599,-10202,33.15,,,,,,,,,,,,,,,
 22:01:56.525,COM13,,-0.105,0.013,0.98,-5.92,-1.282,92.59,-0.346,2.142,1.456,-3497,8612,-10539,33.13,,,,,,,,,,,,,,,
 22:01:56.531,COM13,,-0.068,0.041,0.944,-7.263,1.953,94.91,-0.324,2.109,3.312,-3610,8604,-10842,33.13,,,,,,,,,,,,,,,
 22:01:56.560,COM13,,-0.052,-0.043,0.992,-6.653,3.906,92.59,-0.302,2.142,5.219,-3657,8673,-11211,33.15,,,,,,,,,,,,,,,
 22:01:56.566,COM13,,-0.121,-0.042,0.99,-5.188,3.418,91.492,-0.253,2.208,7.075,-3749,8790,-11626,33.13,,,,,,,,,,,,,,,
 22:01:56.594,COM13,,-0.089,0.021,1.023,-5.371,2.808,89.172,-0.214,2.263,8.915,-3815,8836,-12084,33.13,,,,,,,,,,,,,,,
 22:01:56.625,COM13,,-0.127,-0.025,1.014,-2.258,1.221,89.6,-0.11,2.313,10.706,-3846,8775,-12539,33.13,,,,,,,,,,,,,,,
 22:01:56.632,COM13,,-0.066,0.057,1.022,-4.395,-1.343,91.125,-0.044,2.324,12.502,-4028,8742,-12894,33.14,,,,,,,,,,,,,,,
 22:01:56.661,COM13,,-0.093,0.067,0.983,-4.822,-2.319,90.271,0.011,2.285,14.332,-4127,8707,-13396,33.13,,,,,,,,,,,,,,,
 22:01:56.666,COM13,,-0.091,0.022,0.948,-6.897,0.305,93.811,0.038,2.219,16.144,-4228,8675,-13873,33.14,,,,,,,,,,,,,,,
 22:01:56.690,COM13,,-0.07,0.041,0.958,-6.592,4.028,94.299,0.071,2.208,18.029,-4304,8553,-14333,33.16,,,,,,,,,,,,,,,
 22:01:56.718,COM13,,-0.048,-0.063,1.002,-6.104,5.31,91.431,0.11,2.269,19.924,-4503,8503,-14865,33.16,,,,,,,,,,,,,,,
 22:01:56.725,COM13,,-0.132,-0.021,1.006,-4.211,4.333,89.905,0.176,2.351,21.758,-4644,8427,-15390,33.15,,,,,,,,,,,,,,,
 22:01:56.755,COM13,,-0.114,0.043,1.035,-3.357,2.075,89.478,0.258,2.411,23.566,-4732,8267,-15885,33.15,,,,,,,,,,,,,,,
 22:01:56.788,COM13,,-0.11,0.032,1.014,-4.761,-0.183,90.088,0.319,2.428,25.362,-4904,8100,-16433,33.14,,,,,,,,,,,,,,,
 22:01:56.791,COM13,,-0.075,0.042,1.012,-5.005,-1.892,91.187,0.374,2.401,27.169,-4969,7952,-17019,33.13,,,,,,,,,,,,,,,
 22:01:56.823,COM13,,-0.077,0.075,0.955,-6.348,-1.343,92.529,0.412,2.335,29.004,-5048,7728,-17577,33.16,,,,,,,,,,,,,,,
 22:01:56.828,COM13,,-0.07,0.011,0.941,-6.47,2.808,93.445,0.45,2.28,30.861,-5188,7542,-18127,33.15,,,,,,,,,,,,,,,
 22:01:56.861,COM13,,-0.103,-0.035,0.99,-6.104,5.31,92.285,0.489,2.302,32.734,-5438,7255,-18700,33.13,,,,,,,,,,,,,,,
 22:01:56.864,COM13,,-0.054,-0.031,1.037,-4.761,3.357,88.562,0.538,2.373,34.59,-5536,6888,-19328,33.2,,,,,,,,,,,,,,,
 22:01:56.919,COM13,,-0.112,-0.027,0.997,-1.953,1.526,85.327,0.637,2.406,36.37,-5551,6470,-19936,33.15,,,,,,,,,,,,,,,
 22:01:56.921,COM13,,-0.136,0.159,0.988,-3.113,1.404,90.759,0.731,2.395,38.084,-5791,6115,-20445,33.14,,,,,,,,,,,,,,,
 22:01:56.925,COM13,,-0.065,0.068,1.024,-7.08,1.038,91.98,0.753,2.39,39.908,-5863,5673,-20972,33.13,,,,,,,,,,,,,,,
 22:01:56.957,COM13,,-0.088,0.059,0.94,-5.066,0.61,91.736,0.769,2.368,41.754,-6064,5233,-21490,33.14,,,,,,,,,,,,,,,
 22:01:57.015,COM13,,-0.078,0.051,0.966,-6.042,5.432,92.834,0.824,2.307,43.572,-6159,4689,-21977,33.15,,,,,,,,,,,,,,,
 22:01:57.017,COM13,,-0.111,-0.053,1.03,-4.883,4.272,91.37,0.873,2.302,45.417,-6338,4153,-22445,33.16,,,,,,,,,,,,,,,
 22:01:57.021,COM13,,-0.109,0.01,1.033,-3.113,1.282,88.318,0.939,2.357,47.28,-6449,3507,-22955,33.17,,,,,,,,,,,,,,,
 22:01:57.048,COM13,,-0.041,0.141,1.01,-4.578,-1.77,90.881,1.016,2.379,49.098,-6543,2835,-23377,33.16,,,,,,,,,,,,,,,
 22:01:57.053,COM13,,-0.105,0.006,0.95,-5.981,-0.122,91.431,1.082,2.346,50.883,-6632,2146,-23760,33.13,,,,,,,,,,,,,,,
 22:01:57.084,COM13,,-0.105,0.035,0.959,-5.066,3.54,93.567,1.126,2.263,52.712,-6636,1383,-24055,33.17,,,,,,,,,,,,,,,
 22:01:57.087,COM13,,-0.046,0.127,1.013,-6.47,3.662,94.849,1.176,2.225,54.558,-6744,546,-24306,33.17,,,,,,,,,,,,,,,
 22:01:57.117,COM13,,-0.099,0.031,0.992,-8.057,2.502,96.252,1.214,2.241,56.442,-6881,-272,-24523,33.17,,,,,,,,,,,,,,,
 22:01:57.147,COM13,,-0.105,-0.022,0.978,-6.775,3.662,95.337,1.23,2.252,58.354,-6985,-1065,-24644,33.14,,,,,,,,,,,,,,,
 22:01:57.154,COM13,,-0.084,0.04,1.021,-6.042,3.296,93.384,1.263,2.247,60.282,-7194,-1895,-24741,33.14,,,,,,,,,,,,,,,
 22:01:57.185,COM13,,-0.104,-0.018,1.008,-5.737,1.831,92.102,1.302,2.258,62.188,-7350,-2781,-24761,33.2,,,,,,,,,,,,,,,
 22:01:57.196,COM13,,-0.103,-0.038,1.021,-5.92,-1.099,88.135,1.335,2.258,64.061,-7360,-3734,-24674,33.15,,,,,,,,,,,,,,,
 22:01:57.215,COM13,,-0.072,0.017,1.001,-1.648,-1.221,86.609,1.373,2.219,65.891,-7305,-4795,-24461,33.17,,,,,,,,,,,,,,,
 22:01:57.246,COM13,,-0.028,0.199,0.936,0.366,1.892,94.238,1.483,2.142,67.648,-7212,-5771,-24138,33.18,,,,,,,,,,,,,,,
 22:01:57.249,COM13,,-0.109,0.056,0.991,-11.23,3.174,92.651,1.588,2.071,69.423,-7361,-6532,-23868,33.17,,,,,,,,,,,,,,,
 22:01:57.278,COM13,,-0.09,0.056,0.966,-9.46,3.662,92.896,1.527,2.043,71.307,-7385,-7392,-23319,33.17,,,,,,,,,,,,,,,
 22:01:57.285,COM13,,-0.043,0.077,0.995,-8.484,4.761,96.375,1.505,2.043,73.169,-7233,-8282,-22776,33.15,,,,,,,,,,,,,,,
 22:01:57.316,COM13,,-0.099,-0.065,1.032,-7.69,4.272,94.666,1.511,2.054,75.053,-7235,-9060,-22201,33.15,,,,,,,,,,,,,,,
 22:01:57.347,COM13,,-0.143,-0.011,0.998,-5.798,1.831,89.722,1.516,2.071,76.981,-7334,-9774,-21612,33.14,,,,,,,,,,,,,,,
 22:01:57.352,COM13,,-0.031,0.063,0.99,-6.287,1.648,88.562,1.538,2.076,78.86,-7354,-10505,-20850,33.18,,,,,,,,,,,,,,,
 22:01:57.382,COM13,,-0.042,-0.028,0.992,-4.333,2.563,89.294,1.56,2.049,80.651,-7202,-11249,-19988,33.17,,,,,,,,,,,,,,,
 22:01:57.385,COM13,,-0.134,-0.061,0.996,-3.54,3.052,83.984,1.604,2.021,82.436,-7140,-11850,-19157,33.13,,,,,,,,,,,,,,,
 22:01:57.415,COM13,,-0.054,0.167,0.99,3.723,3.418,88.196,1.686,2,84.199,-7039,-12330,-18233,33.14,,,,,,,,,,,,,,,
 22:01:57.445,COM13,,-0.059,0.097,1.042,-6.165,0.366,89.111,1.846,2,85.908,-6982,-12734,-17383,33.17,,,,,,,,,,,,,,,
 22:01:57.450,COM13,,-0.092,0.054,0.944,-6.042,0.854,89.6,1.868,1.978,87.682,-7001,-13018,-16505,33.12,,,,,,,,,,,,,,,
 22:01:57.480,COM13,,-0.079,0.124,0.961,-6.958,3.662,92.163,1.884,1.906,89.473,-6609,-13428,-15336,33.16,,,,,,,,,,,,,,,
 22:01:57.487,COM13,,-0.083,0.072,0.969,-11.047,5.493,94.482,1.884,1.857,91.285,-6502,-13647,-14384,33.17,,,,,,,,,,,,,,,
 22:01:57.517,COM13,,-0.127,-0.056,1.073,-9.338,2.441,91.064,1.829,1.862,93.148,-6481,-13786,-13557,33.17,,,,,,,,,,,,,,,
 22:01:57.550,COM13,,-0.084,0.028,1.018,-6.47,-1.404,89.355,1.802,1.873,95.026,-6276,-13958,-12431,33.16,,,,,,,,,,,,,,,
 22:01:57.554,COM13,,-0.021,-0.022,0.981,-4.395,-0.671,88.928,1.813,1.835,96.844,-6097,-14012,-11401,33.17,,,,,,,,,,,,,,,
 22:01:57.583,COM13,,-0.089,0.036,0.979,-0.916,1.587,88.684,1.868,1.736,98.635,-5927,-13980,-10464,33.17,,,,,,,,,,,,,,,
 22:01:57.588,COM13,,-0.065,0.141,1.003,-3.662,1.221,89.966,1.956,1.659,100.415,-5806,-13863,-9596,33.18,,,,,,,,,,,,,,,
 22:01:57.616,COM13,,-0.029,0.087,0.968,-6.714,0.61,91.492,2,1.615,102.2,-5631,-13681,-8703,33.16,,,,,,,,,,,,,,,
 22:01:57.649,COM13,,-0.064,0.042,0.922,-7.813,6.226,93.445,2,1.555,104.013,-5359,-13476,-7758,33.14,,,,,,,,,,,,,,,
 22:01:57.652,COM13,,-0.137,0.017,1,-8.423,8.667,90.454,1.983,1.505,105.859,-5257,-13210,-7029,33.13,,,,,,,,,,,,,,,
 22:01:57.683,COM13,,-0.073,0.04,1.081,-7.019,3.113,90.576,1.956,1.555,107.721,-4965,-12941,-6232,33.15,,,,,,,,,,,,,,,
 22:01:57.687,COM13,,-0.081,-0.007,1.076,-4.333,-3.723,90.088,1.961,1.62,109.539,-4813,-12613,-5506,33.16,,,,,,,,,,,,,,,
 22:01:57.714,COM13,,-0.103,0.048,0.948,-6.287,-5.31,88.318,1.989,1.571,111.352,-4759,-12278,-4911,33.15,,,,,,,,,,,,,,,
 22:01:57.751,COM13,,-0.014,0.024,0.954,-3.479,-0.427,87.341,1.989,1.412,113.148,-4594,-11881,-4369,33.16,,,,,,,,,,,,,,,
 22:01:57.755,COM13,,0.017,0.103,0.944,-4.578,3.296,89.233,2.027,1.258,114.906,-4312,-11514,-3706,33.15,,,,,,,,,,,,,,,
 22:01:57.808,COM13,,-0.095,0.045,0.976,-5.737,5.981,90.759,2.043,1.187,116.664,-4200,-11136,-3230,33.17,,,,,,,,,,,,,,,
 22:01:57.812,COM13,,-0.085,0.083,0.981,-7.202,6.592,89.233,2.043,1.176,118.466,-4136,-10719,-2818,33.15,,,,,,,,,,,,,,,
 22:01:57.814,COM13,,-0.072,0.024,1.066,-7.08,5.92,90.942,2.027,1.214,120.278,-3886,-10270,-2318,33.18,,,,,,,,,,,,,,,
 22:01:57.842,COM13,,-0.091,0.023,1.042,-5.188,0.061,90.149,2.021,1.258,122.08,-3761,-9839,-1902,33.13,,,,,,,,,,,,,,,
 22:01:57.846,COM13,,-0.094,0.073,0.999,-6.592,-2.808,89.661,2.027,1.258,123.904,-3674,-9392,-1613,33.17,,,,,,,,,,,,,,,
 22:01:57.876,COM13,,-0.034,0.03,0.966,-5.737,-1.77,89.05,2.016,1.165,125.706,-3606,-8998,-1354,33.17,,,,,,,,,,,,,,,
 22:01:57.907,COM13,,-0.03,0.061,0.969,-6.226,0.244,90.515,2.01,1.038,127.496,-3455,-8667,-1150,33.2,,,,,,,,,,,,,,,
 22:01:57.914,COM13,,-0.04,0.051,0.97,-5.737,3.052,91.37,2,0.934,129.287,-3349,-8297,-927,33.13,,,,,,,,,,,,,,,
 22:01:57.943,COM13,,-0.062,0.029,0.952,-6.775,6.775,89.172,1.994,0.868,131.105,-3372,-7907,-815,33.14,,,,,,,,,,,,,,,
 22:01:57.948,COM13,,-0.075,0.027,1.053,-5.493,5.859,90.332,1.972,0.862,132.924,-3195,-7523,-604,33.14,,,,,,,,,,,,,,,
 22:01:57.978,COM13,,-0.103,0.083,1.048,-5.615,0.061,90.576,1.972,0.912,134.725,-3162,-7210,-509,33.16,,,,,,,,,,,,,,,
 22:01:58.007,COM13,,-0.038,0.03,0.999,-5.249,-2.258,91.858,1.972,0.917,136.538,-3028,-6876,-342,33.14,,,,,,,,,,,,,,,
 22:01:58.011,COM13,,-0.054,0.036,0.964,-5.737,-0.061,90.759,1.972,0.829,138.356,-3008,-6525,-256,33.17,,,,,,,,,,,,,,,
 22:01:58.039,COM13,,-0.061,0.081,0.946,-6.226,2.625,91.003,1.961,0.714,140.191,-3010,-6149,-186,33.17,,,,,,,,,,,,,,,
 22:01:58.070,COM13,,-0.015,0.037,1.03,-6.226,3.54,91.431,1.939,0.648,142.009,-2943,-5837,-66,33.13,,,,,,,,,,,,,,,
 22:01:58.074,COM13,,-0.089,0.078,0.965,-6.653,3.296,93.445,1.923,0.621,143.833,-2938,-5574,-131,33.17,,,,,,,,,,,,,,,
 22:01:58.104,COM13,,-0.057,0.009,1.007,-7.019,3.357,92.163,1.895,0.61,145.679,-2828,-5293,-85,33.12,,,,,,,,,,,,,,,
 22:01:58.108,COM13,,-0.056,0.05,1.031,-5.737,1.953,92.773,1.868,0.593,147.546,-2856,-5052,-143,33.16,,,,,,,,,,,,,,,
 22:01:58.138,COM13,,-0.065,-0.016,0.988,-5.493,1.77,92.102,1.857,0.577,149.398,-2792,-4760,-154,33.14,,,,,,,,,,,,,,,
 22:01:58.169,COM13,,-0.072,0.036,1.024,-4.822,-1.892,88.562,1.846,0.533,151.249,-2849,-4577,-219,33.15,,,,,,,,,,,,,,,
 22:01:58.174,COM13,,-0.009,0.083,0.935,-5.127,1.282,92.041,1.835,0.456,153.056,-2858,-4290,-253,33.15,,,,,,,,,,,,,,,
 22:01:58.206,COM13,,-0.055,0.055,1.001,-6.47,3.296,89.6,1.813,0.379,154.863,-2814,-4068,-289,33.17,,,,,,,,,,,,,,,
 22:01:58.209,COM13,,-0.047,0.042,0.996,-5.005,3.601,94.299,1.796,0.346,156.682,-2743,-3804,-318,33.17,,,,,,,,,,,,,,,
 22:01:58.231,COM13,,-0.091,0.042,1.037,-7.141,1.282,91.431,1.774,0.341,158.527,-2783,-3545,-387,33.15,,,,,,,,,,,,,,,
 22:01:58.286,COM13,,-0.033,0.042,0.957,-5.615,0,92.59,1.741,0.308,160.384,-2730,-3368,-427,33.17,,,,,,,,,,,,,,,
 22:01:58.289,COM13,,-0.06,-0.009,1.053,-6.165,2.686,91.797,1.714,0.253,162.23,-2710,-3177,-484,33.15,,,,,,,,,,,,,,,
 22:01:58.291,COM13,,-0.038,0.106,0.961,-5.798,-0.977,92.224,1.681,0.203,164.075,-2752,-3011,-533,33.15,,,,,,,,,,,,,,,
 22:01:58.320,COM13,,-0.036,-0.018,0.943,-6.653,3.357,91.98,1.648,0.148,165.916,-2840,-2895,-658,33.15,,,,,,,,,,,,,,,
 22:01:58.327,COM13,,-0.038,0.053,1.028,-5.493,3.052,91.553,1.609,0.104,167.761,-2878,-2707,-720,33.17,,,,,,,,,,,,,,,
 22:01:58.358,COM13,,-0.086,0.047,1.023,-6.042,2.747,92.712,1.582,0.093,169.601,-2890,-2519,-821,33.17,,,,,,,,,,,,,,,
 22:01:58.392,COM13,,-0.037,0.009,1.01,-5.615,-1.221,91.309,1.549,0.082,171.447,-2931,-2340,-935,33.17,,,,,,,,,,,,,,,
 22:01:58.396,COM13,,-0.033,0.006,0.957,-5.249,1.465,90.759,1.522,0.033,173.287,-3023,-2209,-1045,33.13,,,,,,,,,,,,,,,
 22:01:58.430,COM13,,-0.041,0.082,0.987,-5.615,2.747,90.393,1.489,-0.033,175.111,-2985,-2063,-1124,33.15,,,,,,,,,,,,,,,
 22:01:58.434,COM13,,-0.058,-0.015,1.034,-4.822,1.709,92.102,1.467,-0.055,176.924,-2986,-1892,-1204,33.16,,,,,,,,,,,,,,,
 22:01:58.466,COM13,,-0.051,0.072,0.999,-6.47,0.183,89.783,1.428,-0.077,178.753,-2968,-1804,-1293,33.19,,,,,,,,,,,,,,,
 22:01:58.470,COM13,,-0.038,0.054,0.969,-5.188,2.38,93.201,1.39,-0.121,-179.423,-2988,-1606,-1337,33.12,,,,,,,,,,,,,,,
 22:01:58.499,COM13,,-0.053,0.063,1.004,-6.958,1.282,93.811,1.351,-0.159,-177.589,-3031,-1487,-1436,33.15,,,,,,,,,,,,,,,
 22:01:58.531,COM13,,-0.012,-0.027,0.983,-5.493,2.563,93.75,1.313,-0.181,-175.721,-3069,-1398,-1523,33.16,,,,,,,,,,,,,,,
 22:01:58.534,COM13,,-0.063,0.016,1.012,-6.592,1.77,89.539,1.263,-0.209,-173.842,-3146,-1259,-1631,33.15,,,,,,,,,,,,,,,
 22:01:58.563,COM13,,-0.053,0.085,0.979,-4.944,2.441,93.872,1.225,-0.225,-172.007,-3171,-1141,-1690,33.11,,,,,,,,,,,,,,,
 22:01:58.568,COM13,,-0.027,0.019,1.031,-6.409,0.61,93.262,1.192,-0.242,-170.167,-3234,-1010,-1801,33.13,,,,,,,,,,,,,,,
 22:01:58.600,COM13,,-0.047,0.015,0.966,-6.165,0.427,92.651,1.143,-0.269,-168.294,-3223,-900,-1842,33.18,,,,,,,,,,,,,,,
 22:01:58.633,COM13,,-0.066,0.036,1.01,-5.92,3.54,93.201,1.093,-0.313,-166.432,-3251,-784,-1933,33.13,,,,,,,,,,,,,,,
 22:01:58.636,COM13,,-0.021,0.042,0.979,-6.836,1.526,93.14,1.044,-0.33,-164.575,-3288,-738,-2023,33.14,,,,,,,,,,,,,,,
 22:01:58.661,COM13,,-0.045,-0.011,1.012,-5.859,2.258,94.666,0.994,-0.33,-162.708,-3340,-578,-2095,33.16,,,,,,,,,,,,,,,
 22:01:58.668,COM13,,-0.047,0.054,1.026,-7.385,-0.61,90.881,0.934,-0.341,-160.829,-3347,-496,-2177,33.15,,,,,,,,,,,,,,,
 22:01:58.722,COM13,,-0.1,0.043,0.981,-6.165,1.099,95.337,0.873,-0.374,-158.972,-3348,-353,-2218,33.19,,,,,,,,,,,,,,,
 22:01:58.725,COM13,,0.018,0.021,0.997,-6.836,-2.014,95.276,0.818,-0.412,-157.104,-3460,-221,-2333,33.15,,,,,,,,,,,,,,,
 22:01:58.727,COM13,,-0.022,-0.016,0.946,-6.104,3.113,93.933,0.758,-0.467,-155.198,-3466,-93,-2396,33.15,,,,,,,,,,,,,,,
 22:01:58.751,COM13,,-0.075,0.032,0.996,-6.958,4.822,92.468,0.698,-0.5,-153.303,-3553,35,-2464,33.17,,,,,,,,,,,,,,,
 22:01:58.784,COM13,,-0.003,0.04,0.987,-6.165,5.92,95.215,0.637,-0.461,-151.436,-3557,155,-2532,33.11,,,,,,,,,,,,,,,
 22:01:58.787,COM13,,-0.074,-0.059,1.069,-6.775,0.244,93.201,0.582,-0.396,-149.557,-3634,215,-2587,33.16,,,,,,,,,,,,,,,
