-34.500161,-78.545217,0.000000
-41.695919,-72.989979,0.000000
-48.604431,-67.295327,0.000000
-55.206552,-61.485176,0.000000
-61.485527,-55.583939,0.000000
-67.427072,-49.616280,0.000000
-73.019422,-43.606867,0.000000
-78.253344,-37.580135,0.000000
-83.122127,-31.560059,0.000000
-87.621528,-25.569941,0.000000
-91.749706,-19.632211,0.000000
-95.507120,-13.768253,0.000000
-98.896407,-7.998250,0.000000
-101.922246,-2.341050,0.000000
-104.591200,3.185946,0.000000
-106.911551,8.566861,0.000000
-108.893123,13.787412,0.000000
-110.547101,18.834944,0.000000
-111.885846,23.698448,0.000000
-112.922716,28.368557,0.000000
-113.671883,32.837523,0.000000
-114.148161,37.099178,0.000000
-114.366838,41.148882,0.000000
-114.343520,44.983450,0.000000
-114.093983,48.601081,0.000000
-113.634040,52.001267,0.000000
-112.979417,55.184703,0.000000
-112.145642,58.153186,0.000000
-111.147948,60.909520,0.000000
-110.001187,63.457412,0.000000
-108.719760,65.801370,0.000000
-107.317554,67.946606,0.000000
-105.807894,69.898938,0.000000
-104.203501,71.664699,0.000000
-102.516467,73.250645,0.000000
-100.758233,74.663876,0.000000
-98.939577,75.911755,0.000000
-97.070610,77.001838,0.000000
-95.160778,77.941806,0.000000
-93.218868,78.739405,0.000000
-91.253022,79.402393,0.000000
-89.270752,79.938488,0.000000
-87.278960,80.355332,0.000000
-85.283962,80.660445,0.000000
-83.291510,80.861199,0.000000
-81.306819,80.964789,0.000000
-79.334596,80.978208,0.000000
-77.379065,80.908231,0.000000
-75.443998,80.761398,0.000000
-73.532741,80.544003,0.000000
-71.648242,80.262087,0.000000
-69.793081,79.921431,0.000000
-67.969496,79.527554,0.000000
-66.179405,79.085709,0.000000
-64.424436,78.600889,0.000000
-62.705950,78.077827,0.000000
-61.025060,77.521000,0.000000
-59.382659,76.934635,0.000000
-57.779435,76.322716,0.000000
-56.215891,75.688987,0.000000
-54.692367,75.036969,0.000000
-53.209053,74.369957,0.000000
-51.766006,73.691037,0.000000
-50.363164,73.003091,0.000000
-49.000363,72.308808,0.000000
-47.677344,71.610692,0.000000
-46.393768,70.911070,0.000000
-45.149227,70.212105,0.000000
-43.943253,69.515801,0.000000
-42.775324,68.824011,0.000000
-41.644880,68.138450,0.000000
-40.551320,67.460701,0.000000
-39.494017,66.792221,0.000000
-38.472321,66.134350,0.000000
-37.485564,65.488321,0.000000
-36.533066,64.855263,0.000000
-35.614139,64.236210,0.000000
-34.728091,63.632107,0.000000
-33.874229,63.043814,0.000000
-33.051865,62.472117,0.000000
-32.260314,61.917728,0.000000
-31.498901,61.381292,0.000000
-30.766961,60.863393,0.000000
-30.063839,60.364557,0.000000
-29.388898,59.885256,0.000000
-28.741513,59.425914,0.000000
-28.121077,58.986908,0.000000
-27.527001,58.568573,0.000000
-26.958713,58.171206,0.000000
-26.415662,57.795066,0.000000
-25.897316,57.440379,0.000000
-25.403164,57.107340,0.000000
-24.932715,56.796115,0.000000
-24.485500,56.506842,0.000000
-24.061071,56.239634,0.000000
-23.659000,55.994583,0.000000
-23.278882,55.771754,0.000000
-22.920334,55.571195,0.000000
-22.582993,55.392933,0.000000
-22.266518,55.236975,0.000000
-21.970589,55.103310,0.000000
-21.694906,54.991911,0.000000
-21.439192,54.902732,0.000000
-21.203187,54.835711,0.000000
-20.986654,54.790767,0.000000
-20.789375,54.767806,0.000000
-20.611151,54.766713,0.000000
-20.451801,54.787360,0.000000
-20.311164,54.829597,0.000000
-20.189098,54.893260,0.000000
-20.085476,54.978164,0.000000
-20.000190,55.084104,0.000000
-19.933147,55.210857,0.000000
-19.884273,55.358177,0.000000
-19.853505,55.525797,0.000000
-19.840800,55.713426,0.000000
-19.846123,55.920747,0.000000
-19.869458,56.147419,0.000000
-19.910798,56.393073,0.000000
-19.970150,56.657311,0.000000
-20.047530,56.939703,0.000000
-20.142965,57.239788,0.000000
-20.256492,57.557072,0.000000
-20.388154,57.891024,0.000000
-20.538002,58.241074,0.000000
-20.706095,58.606615,0.000000
-20.892492,58.986998,0.000000
-21.097260,59.381529,0.000000
-21.320466,59.789472,0.000000
-21.562177,60.210040,0.000000
-21.822461,60.642401,0.000000
-22.101381,61.085669,0.000000
-22.399000,61.538908,0.000000
-22.715371,62.001126,0.000000
-23.050542,62.471276,0.000000
-23.404551,62.948253,0.000000
-23.777424,63.430896,0.000000
-24.169173,63.917981,0.000000
-24.579797,64.408227,0.000000
-25.009275,64.900288,0.000000
-25.457566,65.392760,0.000000
-25.924608,65.884175,0.000000
-26.410313,66.373004,0.000000
-26.914568,66.857656,0.000000
-27.437226,67.336483,0.000000
-27.978114,67.807774,0.000000
-28.537020,68.269762,0.000000
-29.113697,68.720625,0.000000
