sample_id,fx,fy
matlab_0000,-24.511600325347366,88.255781189011415
matlab_0001,-23.061400163968493,88.927725829321361
matlab_0002,-21.670730577580628,89.604544387660852
matlab_0003,-20.321944422327359,90.299081426247511
matlab_0004,-18.997740397468441,91.024852498733068
matlab_0005,-17.680925173654057,91.79625180118704
matlab_0006,-16.354165479331854,92.628788877827219
matlab_0007,-14.999722924301722,93.539362525438335
matlab_0008,-13.599163129904179,94.546582020699617
matlab_0009,-12.133029037809539,95.671148414657111
matlab_0010,-10.580465932539612,96.936312117510596
matlab_0011,-8.9187825219115933,98.368427641353605
matlab_0012,-7.1229280685722332,99.997632611488299
matlab_0013,-5.1648596163675631,101.85868661543248
matlab_0014,-3.0127651738247838,103.9920170217469
matlab_0015,-0.63009737822604284,106.44503486371639
matlab_0016,2.0256436997449803,109.27380615714486
matlab_0017,5.0044623857805615,112.54519546501751
matlab_0018,8.3658697552809507,116.33964346971197
matlab_0019,12.181498983922809,120.75480544388269
matlab_0020,16.538564735042847,125.91037328409503
matlab_0021,21.544500159492927,131.95454686875107
matlab_0022,27.333261104672157,139.07283805391239
matlab_0023,34.074029087274333,147.50022770054852
matlab_0024,41.983427719314903,157.53822938265586
matlab_0025,51.342988066830628,169.57927657977876
matlab_0026,62.524630206468082,184.14228318924035
matlab_0027,76.028692419087108,201.92567449111425
matlab_0028,92.542153214282308,223.88849949463628
matlab_0029,113.03038770493833,251.37811591380691
matlab_0030,138.88665473586101,286.33793189004103
matlab_0031,172.18518939762492,331.65857828417427
matlab_0032,216.12949535047022,391.79880079904336
matlab_0033,275.89025683813998,473.94355367241366
matlab_0034,360.27707196966577,590.30892465310512
matlab_0035,485.35499664323305,763.11436241467607
matlab_0036,683.12116130459276,1036.4718869722112
matlab_0037,1025.3911603462318,1508.9853229322794
matlab_0038,1703.6135427025836,2442.1393030304466
matlab_0039,3388.5351254844963,4745.5986668867408
matlab_0040,10045.017631090142,13739.98792587165
matlab_0041,167762.85543235159,220830.49735044717
matlab_0042,167762.85543235159,220830.49735044717
matlab_0043,10045.017631090142,13739.98792587165
matlab_0044,3388.5351254844963,4745.5986668867408
matlab_0045,1703.6135427025836,2442.1393030304466
matlab_0046,1025.3911603462318,1508.9853229322794
matlab_0047,683.12116130459276,1036.4718869722112
matlab_0048,485.35499664323305,763.11436241467607
matlab_0049,360.27707196966577,590.30892465310512
matlab_0050,275.89025683813998,473.94355367241366
matlab_0051,216.12949535047022,391.79880079904336
matlab_0052,172.18518939762492,331.65857828417427
matlab_0053,138.88665473586101,286.33793189004103
matlab_0054,113.03038770493833,251.37811591380691
matlab_0055,92.542153214282308,223.88849949463628
matlab_0056,76.028692419087108,201.92567449111425
matlab_0057,62.524630206468082,184.14228318924035
matlab_0058,51.342988066830628,169.57927657977876
matlab_0059,41.983427719314903,157.53822938265586
matlab_0060,34.074029087274333,147.50022770054852
matlab_0061,27.333261104672157,139.07283805391239
matlab_0062,21.544500159492927,131.95454686875107
matlab_0063,16.538564735042847,125.91037328409503
matlab_0064,12.181498983922809,120.75480544388269
matlab_0065,8.3658697552809507,116.33964346971197
matlab_0066,5.0044623857805615,112.54519546501751
matlab_0067,2.0256436997449803,109.27380615714486
matlab_0068,-0.63009737822604284,106.44503486371639
matlab_0069,-3.0127651738247838,103.9920170217469
matlab_0070,-5.1648596163675631,101.85868661543248
matlab_0071,-7.1229280685722332,99.997632611488299
matlab_0072,-8.9187825219115933,98.368427641353605
matlab_0073,-10.580465932539612,96.936312117510596
matlab_0074,-12.133029037809539,95.671148414657111
matlab_0075,-13.599163129904179,94.546582020699617
matlab_0076,-14.999722924301722,93.539362525438335
matlab_0077,-16.354165479331854,92.628788877827219
matlab_0078,-17.680925173654057,91.79625180118704
matlab_0079,-18.997740397468441,91.024852498733068
matlab_0080,-20.321944422327359,90.299081426247511
matlab_0081,-21.670730577580628,89.604544387660852
matlab_0082,-23.061400163968493,88.927725829321361
matlab_0083,-24.511600325347377,88.255781189011401
matlab_0084,-26.039558271715773,87.576351654073761
matlab_0085,-27.664317726927525,86.877395813541654
matlab_0086,-29.405983213051883,86.147033534938956
matlab_0087,-31.285977749179125,85.373398017638095
matlab_0088,-33.32731971910728,84.544492414858496
matlab_0089,-35.554925045961696,83.648047706346915
matlab_0090,-37.995941409911651,82.671378664621571
matlab_0091,-40.680122076460407,81.601234802630529
matlab_0092,-43.640247997894868,80.423643126527423
matlab_0093,-46.912608253143034,79.123739344968371
matlab_0094,-50.537550661160203,77.685583901305691
matlab_0095,-54.560116618654902,76.091958787218047
matlab_0096,-59.030776977361242,74.32414054942727
matlab_0097,-64.006289222590169,72.361644192064901
matlab_0098,-69.550700516634137,70.181931774429273
matlab_0099,-75.736526552687891,67.760078365457417
matlab_0100,-82.646142920477217,65.068386587294327
matlab_0101,-90.373434197364986,62.075939189132079
matlab_0102,-99.025756753001104,58.748076845340442
matlab_0103,-108.7262849588906,55.045785546343886
matlab_0104,-119.61682801463917,50.924974385889385
matlab_0105,-131.86122712930626,46.335620032220639
matlab_0106,-145.64947193292943,41.220748421890079
matlab_0107,-161.2027129181613,35.515216858066594
matlab_0108,-178.77939640687768,29.14425022560534
matlab_0109,-198.68281411619134,22.021672769885107
matlab_0110,-221.27044658982132,14.047760893559879
matlab_0111,-246.96559660844693,5.1066214230146203
matlab_0112,-276.27196660432077,-4.9370279947390641
matlab_0113,-309.79204942449303,-16.241836776228375
matlab_0114,-348.25049818292456,-28.994767858428997
matlab_0115,-392.52405309053648,-43.4172907514806
matlab_0116,-443.68018248287927,-59.773192086656131
matlab_0117,-503.02741905972539,-78.378503256784413
matlab_0118,-572.18155838548535,-99.614225096096874
matlab_0119,-653.15361718824522,-123.94278534823007
matlab_0120,-748.46801046225198,-151.92953224186806
matlab_0121,-861.32325733868129,-184.27110314614529
matlab_0122,-995.81341395155357,-221.8332998567424
matlab_0123,-1157.2376021500781,-265.70229439865562
matlab_0124,-1352.5395760393922,-317.25481569056529
matlab_0125,-1590.9429443770398,-378.25582127012626
matlab_0126,-1884.8870820007955,-450.99671584663184
matlab_0127,-2251.4361814717095,-538.49463472838261
matlab_0128,-2714.452750123954,-644.7858409850428
matlab_0129,-3308.0436287752468,-775.36798706967613
matlab_0130,-4082.197466408682,-937.88487261758394
matlab_0131,-5112.3462882165923,-1143.2197246739527
matlab_0132,-6516.2791874259947,-1407.3039088391572
matlab_0133,-8485.5843494006531,-1754.236541517723
matlab_0134,-11347.685683445394,-2221.9381198690153
matlab_0135,-15697.495072867856,-2873.0277952559786
matlab_0136,-22703.532834293397,-3817.3515327915261
matlab_0137,-34909.201341012893,-5263.1997729261711
matlab_0138,-58695.421975304707,-7648.8336028088806
matlab_0139,-113835.74755848938,-12041.145615104497
matlab_0140,-287712.7291833557,-21663.321858644384
matlab_0141,-1422653.9302697123,-49283.009916979659
matlab_0142,-1422653.9302697123,-49283.009916979659
matlab_0143,-287712.7291833557,-21663.321858644384
matlab_0144,-113835.74755848938,-12041.145615104497
matlab_0145,-58695.421975304707,-7648.8336028088806
matlab_0146,-34909.201341012893,-5263.1997729261711
matlab_0147,-22703.532834293397,-3817.3515327915261
matlab_0148,-15697.495072867856,-2873.0277952559786
matlab_0149,-11347.685683445394,-2221.9381198690153
matlab_0150,-8485.5843494006531,-1754.236541517723
matlab_0151,-6516.2791874259947,-1407.3039088391572
matlab_0152,-5112.3462882165923,-1143.2197246739527
matlab_0153,-4082.197466408682,-937.88487261758394
matlab_0154,-3308.0436287752468,-775.36798706967613
matlab_0155,-2714.452750123954,-644.7858409850428
matlab_0156,-2251.4361814717095,-538.49463472838261
matlab_0157,-1884.8870820007955,-450.99671584663184
matlab_0158,-1590.9429443770398,-378.25582127012626
matlab_0159,-1352.5395760393922,-317.25481569056529
matlab_0160,-1157.2376021500781,-265.70229439865562
matlab_0161,-995.81341395155357,-221.8332998567424
matlab_0162,-861.32325733868129,-184.27110314614529
matlab_0163,-748.46801046225198,-151.92953224186806
matlab_0164,-653.15361718824522,-123.94278534823007
matlab_0165,-572.18155838548535,-99.614225096096874
matlab_0166,-503.02741905972539,-78.378503256784413
matlab_0167,-443.68018248287927,-59.773192086656131
matlab_0168,-392.52405309053648,-43.4172907514806
matlab_0169,-348.25049818292456,-28.994767858428997
matlab_0170,-309.79204942449303,-16.241836776228375
matlab_0171,-276.27196660432077,-4.9370279947390641
