sample_id,fx,fy
matlab_0000,-21.916890494524598,-130.50120828363615
matlab_0001,-19.488534985770226,-128.43181831799438
matlab_0002,-17.151154297398051,-126.36761411164673
matlab_0003,-14.900785834148264,-124.2938104584198
matlab_0004,-12.734564566085307,-122.19539353676002
matlab_0005,-10.650702246304048,-120.05690091498637
matlab_0006,-8.6484898699728365,-117.86217716418824
matlab_0007,-6.7283252546222236,-115.59409677488186
matlab_0008,-4.8917687227528779,-113.23424413535329
matlab_0009,-3.1416312298799096,-110.76253772936158
matlab_0010,-1.4821010146920925,-108.15678222013396
matlab_0011,0.081082894099305428,-105.39212738454633
matlab_0012,1.5403989826080324,-102.4404064886898
matlab_0013,2.8862379939578275,-99.269317997885167
matlab_0014,4.1065032013281932,-95.841402540032533
matlab_0015,5.1860876330695529,-92.112750397475295
matlab_0016,6.106188890741592,-88.031351420588607
matlab_0017,6.8434068528055292,-83.534966023808323
matlab_0018,7.3685474062182115,-78.548348091040879
matlab_0019,7.6450229200834317,-72.97958081681648
matlab_0020,7.6266919726965954,-66.715183128920657
matlab_0021,7.2549080101191832,-59.613488730269204
matlab_0022,6.454434599570436,-51.495561423588491
matlab_0023,5.1277093136682099,-42.132538139156622
matlab_0024,3.1466570471165149,-31.227697423780256
matlab_0025,0.34079264951282251,-18.390582149805319
matlab_0026,-3.520422290434599,-3.0988824365909169
matlab_0027,-8.7543447186886727,15.359011618292129
matlab_0028,-15.806809505019483,37.972853391709343
matlab_0029,-25.318892769243352,66.152024083002999
matlab_0030,-38.237553931893551,101.95854587866452
matlab_0031,-56.006261734398976,148.50606655475957
matlab_0032,-80.908756655678232,210.67495474256478
matlab_0033,-116.72359615926922,296.46558562301874
matlab_0034,-170.05539182141104,419.73397063915326
matlab_0035,-253.27315833955308,606.19324948839574
matlab_0036,-391.7107149773073,908.03075602019157
matlab_0037,-643.94283674590497,1444.8168528744147
matlab_0038,-1171.2311151570611,2542.7443073714303
matlab_0039,-2559.3619969655206,5375.7490612286183
matlab_0040,-8426.5444801510966,17124.070998670592
matlab_0041,-162329.55847350389,319178.38731704431
matlab_0042,-162329.55847350389,319178.38731704431
matlab_0043,-8426.5444801510966,17124.070998670592
matlab_0044,-2559.3619969655206,5375.7490612286183
matlab_0045,-1171.2311151570611,2542.7443073714303
matlab_0046,-643.94283674590497,1444.8168528744147
matlab_0047,-391.7107149773073,908.03075602019157
matlab_0048,-253.27315833955308,606.19324948839574
matlab_0049,-170.05539182141104,419.73397063915326
matlab_0050,-116.72359615926922,296.46558562301874
matlab_0051,-80.908756655678232,210.67495474256478
matlab_0052,-56.006261734398976,148.50606655475957
matlab_0053,-38.237553931893551,101.95854587866452
matlab_0054,-25.318892769243352,66.152024083002999
matlab_0055,-15.806809505019483,37.972853391709343
matlab_0056,-8.7543447186886727,15.359011618292129
