matlab_sample_id,matlab_sweep_id,matlab_sweep_index,input_angle_rad,input_direction,jacobian_condition,eligibility,pmks_sample_id,status,reason
matlab_0055,matlab_sweep_00,55,1.4235786975976885,1,2.5116813418444721,eligible,pmks_positive_0055,matched,
matlab_0056,matlab_sweep_00,56,1.4410319901176318,1,2.515093062766264,eligible,pmks_positive_0056,matched,
matlab_0057,matlab_sweep_00,57,1.4584852826375752,1,2.5180907694234014,eligible,pmks_positive_0057,matched,
matlab_0058,matlab_sweep_00,58,1.4759385751575185,1,2.5206681057263958,eligible,pmks_positive_0058,matched,
matlab_0059,matlab_sweep_00,59,1.4933918676774618,1,2.5228195759261016,eligible,pmks_positive_0059,matched,
matlab_0060,matlab_sweep_00,60,1.5108451601974051,1,2.5245405703402821,eligible,pmks_positive_0060,matched,
matlab_0061,matlab_sweep_00,61,1.5282984527173484,1,2.5258273871375381,eligible,pmks_positive_0061,matched,
matlab_0062,matlab_sweep_00,62,1.5457517452372918,1,2.5266772499663959,eligible,pmks_positive_0062,matched,
matlab_0063,matlab_sweep_00,63,1.5632050377572351,1,2.5270883212560191,eligible,pmks_positive_0063,matched,
matlab_0064,matlab_sweep_00,64,1.5806583302771784,1,2.5270597110567254,eligible,pmks_positive_0064,matched,
matlab_0065,matlab_sweep_00,65,1.5981116227971217,1,2.5265914813321508,eligible,pmks_positive_0065,matched,
matlab_0066,matlab_sweep_00,66,1.615564915317065,1,2.5256846456601854,eligible,pmks_positive_0066,matched,
matlab_0067,matlab_sweep_00,67,1.6330182078370084,1,2.5243411643456461,eligible,pmks_positive_0067,matched,
matlab_0068,matlab_sweep_00,68,1.6504715003569517,1,2.5225639349935438,eligible,pmks_positive_0068,matched,
matlab_0069,matlab_sweep_00,69,1.667924792876895,1,2.5203567786368692,eligible,pmks_positive_0069,matched,
matlab_0070,matlab_sweep_00,70,1.6853780853968383,1,2.5177244215562729,eligible,pmks_positive_0070,matched,
matlab_0071,matlab_sweep_00,71,1.7028313779167816,1,2.5146724729703864,eligible,pmks_positive_0071,matched,
matlab_0072,matlab_sweep_00,72,1.7202846704367249,1,2.5112073988138222,eligible,pmks_positive_0072,matched,
matlab_0073,matlab_sweep_00,73,1.7377379629566685,1,2.5073364918548777,eligible,pmks_positive_0073,matched,
matlab_0074,matlab_sweep_00,74,1.7551912554766116,1,2.5030678384359564,eligible,pmks_positive_0074,matched,
matlab_0075,matlab_sweep_00,75,1.7726445479965551,1,2.4984102821462866,eligible,pmks_positive_0075,matched,
matlab_0076,matlab_sweep_00,76,1.7900978405164982,1,2.4933733847585411,eligible,pmks_positive_0076,matched,
matlab_0077,matlab_sweep_00,77,1.8075511330364415,1,2.4879673847780146,eligible,pmks_positive_0077,matched,
matlab_0078,matlab_sweep_00,78,1.8250044255563849,1,2.4822031539651439,eligible,pmks_positive_0078,matched,
matlab_0079,matlab_sweep_00,79,1.8424577180763282,1,2.4760921521993637,eligible,pmks_positive_0079,matched,
matlab_0080,matlab_sweep_00,80,1.8599110105962717,1,2.4696463810545146,eligible,pmks_positive_0080,matched,
matlab_0081,matlab_sweep_00,81,1.877364303116215,1,2.4628783364536826,eligible,pmks_positive_0081,matched,
matlab_0082,matlab_sweep_00,82,1.8948175956361581,1,2.4558009607645119,eligible,pmks_positive_0082,matched,
matlab_0083,matlab_sweep_00,83,1.9122708881561017,1,2.448427594685108,eligible,pmks_positive_0083,matched,
matlab_0084,matlab_sweep_00,84,1.9297241806760448,1,2.4407719292560972,eligible,pmks_positive_0084,matched,
matlab_0085,matlab_sweep_00,85,1.9471774731959883,1,2.4328479583164806,eligible,pmks_positive_0085,matched,
matlab_0086,matlab_sweep_00,86,1.9646307657159314,1,2.4246699317002953,eligible,pmks_positive_0086,matched,
matlab_0087,matlab_sweep_00,87,1.982084058235875,1,2.4162523094481134,eligible,pmks_positive_0087,matched,
matlab_0088,matlab_sweep_00,88,1.9995373507558183,1,2.4076097172825621,eligible,pmks_positive_0088,matched,
matlab_0089,matlab_sweep_00,89,2.0169906432757614,1,2.3987569035709666,eligible,pmks_positive_0089,matched,
matlab_0090,matlab_sweep_00,90,2.0344439357957045,1,2.3897086979711788,eligible,pmks_positive_0090,matched,
matlab_0091,matlab_sweep_00,91,2.0518972283156476,1,2.3804799719292036,eligible,pmks_positive_0091,matched,
matlab_0092,matlab_sweep_00,92,2.0693505208355907,1,2.3710856011698844,eligible,pmks_positive_0092,matched,
