sample_id,time_s,x,y,speed,acceleration
motiongen_0000,0,13.789999999999999,10.01,0,0
motiongen_0001,0.017000000000000001,13.789999999999999,10.01,0,0
motiongen_0002,0.033000000000000002,13.789999999999999,10.01,0,0
motiongen_0003,0.050000000000000003,13.789999999999999,10.01,0,0
motiongen_0004,0.067000000000000004,13.789999999999999,10.01,0,0
motiongen_0005,0.083000000000000004,13.789999999999999,10.01,0,0
motiongen_0006,0.10000000000000001,13.789999999999999,10.01,0,0
motiongen_0007,0.11700000000000001,13.789999999999999,10.01,0,0
motiongen_0008,0.13300000000000001,13.789999999999999,10.01,0,0
motiongen_0009,0.14999999999999999,13.789999999999999,10.01,0,0
motiongen_0010,0.16700000000000001,13.789999999999999,10.01,0,0
motiongen_0011,0.183,13.789999999999999,10.01,0,0
motiongen_0012,0.20000000000000001,13.789999999999999,10.01,0,0
motiongen_0013,0.217,13.789999999999999,10.01,0,0
motiongen_0014,0.23300000000000001,13.789999999999999,10.01,0,0
motiongen_0015,0.25,13.789999999999999,10.01,0,0
motiongen_0016,0.26700000000000002,13.789999999999999,10.01,0,0
motiongen_0017,0.28299999999999997,13.789999999999999,10.01,0,0
motiongen_0018,0.29999999999999999,13.789999999999999,10.01,0,0
motiongen_0019,0.317,13.789999999999999,10.01,0,0
motiongen_0020,0.33300000000000002,13.789999999999999,10.01,0,0
motiongen_0021,0.34999999999999998,13.789999999999999,10.01,0,0
motiongen_0022,0.36699999999999999,13.789999999999999,10.01,0,0
motiongen_0023,0.38300000000000001,13.789999999999999,10.01,0,0
motiongen_0024,0.40000000000000002,13.789999999999999,10.01,0,0
motiongen_0025,0.41699999999999998,13.789999999999999,10.01,0,0
motiongen_0026,0.433,13.789999999999999,10.01,0,0
motiongen_0027,0.45000000000000001,13.789999999999999,10.01,0,0
motiongen_0028,0.46700000000000003,13.789999999999999,10.01,0,0
motiongen_0029,0.48299999999999998,13.789999999999999,10.01,0,0
motiongen_0030,0.5,13.789999999999999,10.01,0,0
motiongen_0031,0.51700000000000002,13.789999999999999,10.01,0,0
motiongen_0032,0.53300000000000003,13.789999999999999,10.01,0,0
motiongen_0033,0.55000000000000004,13.789999999999999,10.01,0,0
motiongen_0034,0.56699999999999995,13.789999999999999,10.01,0,0
motiongen_0035,0.58299999999999996,13.789999999999999,10.01,0,0
motiongen_0036,0.59999999999999998,13.789999999999999,10.01,0,0
motiongen_0037,0.61699999999999999,13.789999999999999,10.01,0,0
motiongen_0038,0.63300000000000001,13.789999999999999,10.01,0,0
motiongen_0039,0.65000000000000002,13.789999999999999,10.01,0,0
motiongen_0040,0.66700000000000004,13.789999999999999,10.01,0,0
motiongen_0041,0.68300000000000005,13.789999999999999,10.01,0,0
motiongen_0042,0.69999999999999996,13.789999999999999,10.01,0,0
motiongen_0043,0.71699999999999997,13.789999999999999,10.01,0,0
motiongen_0044,0.73299999999999998,13.789999999999999,10.01,0,0
motiongen_0045,0.75,13.789999999999999,10.01,0,0
motiongen_0046,0.76700000000000002,13.789999999999999,10.01,0,0
motiongen_0047,0.78300000000000003,13.789999999999999,10.01,0,0
motiongen_0048,0.80000000000000004,13.789999999999999,10.01,0,0
motiongen_0049,0.81699999999999995,13.789999999999999,10.01,0,0
motiongen_0050,0.83299999999999996,13.789999999999999,10.01,0,0
motiongen_0051,0.84999999999999998,13.789999999999999,10.01,0,0
motiongen_0052,0.86699999999999999,13.789999999999999,10.01,0,0
motiongen_0053,0.88300000000000001,13.789999999999999,10.01,0,0
motiongen_0054,0.90000000000000002,13.789999999999999,10.01,0,0
motiongen_0055,0.91700000000000004,13.789999999999999,10.01,0,0
motiongen_0056,0.93300000000000005,13.789999999999999,10.01,0,0
motiongen_0057,0.94999999999999996,13.789999999999999,10.01,0,0
motiongen_0058,0.96699999999999997,13.789999999999999,10.01,0,0
motiongen_0059,0.98299999999999998,13.789999999999999,10.01,0,0
motiongen_0060,1,13.789999999999999,10.01,0,0
motiongen_0061,1.0169999999999999,13.789999999999999,10.01,0,0
motiongen_0062,1.0329999999999999,13.789999999999999,10.01,0,0
motiongen_0063,1.05,13.789999999999999,10.01,0,0
motiongen_0064,1.0669999999999999,13.789999999999999,10.01,0,0
motiongen_0065,1.083,13.789999999999999,10.01,0,0
motiongen_0066,1.1000000000000001,13.789999999999999,10.01,0,0
motiongen_0067,1.117,13.789999999999999,10.01,0,0
motiongen_0068,1.133,13.789999999999999,10.01,0,0
motiongen_0069,1.1499999999999999,13.789999999999999,10.01,0,0
motiongen_0070,1.167,13.789999999999999,10.01,0,0
motiongen_0071,1.1830000000000001,13.789999999999999,10.01,0,0
motiongen_0072,1.2,13.789999999999999,10.01,0,0
motiongen_0073,1.2170000000000001,13.789999999999999,10.01,0,0
motiongen_0074,1.2330000000000001,13.789999999999999,10.01,0,0
motiongen_0075,1.25,13.789999999999999,10.01,0,0
motiongen_0076,1.2669999999999999,13.789999999999999,10.01,0,0
motiongen_0077,1.2829999999999999,13.789999999999999,10.01,0,0
motiongen_0078,1.3,13.789999999999999,10.01,0,0
motiongen_0079,1.3169999999999999,13.789999999999999,10.01,0,0
motiongen_0080,1.333,13.789999999999999,10.01,0,0
motiongen_0081,1.3500000000000001,13.789999999999999,10.01,0,0
motiongen_0082,1.367,13.789999999999999,10.01,0,0
motiongen_0083,1.383,13.789999999999999,10.01,0,0
motiongen_0084,1.3999999999999999,13.789999999999999,10.01,0,0
motiongen_0085,1.417,13.789999999999999,10.01,0,0
motiongen_0086,1.4330000000000001,13.789999999999999,10.01,0,0
motiongen_0087,1.45,13.789999999999999,10.01,0,0
motiongen_0088,1.4670000000000001,13.789999999999999,10.01,0,0
motiongen_0089,1.4830000000000001,13.789999999999999,10.01,0,0
motiongen_0090,1.5,13.789999999999999,10.01,0,0
motiongen_0091,1.5169999999999999,13.789999999999999,10.01,0,0
motiongen_0092,1.5329999999999999,13.789999999999999,10.01,0,0
motiongen_0093,1.55,13.789999999999999,10.01,0,0
motiongen_0094,1.5669999999999999,13.789999999999999,10.01,0,0
motiongen_0095,1.583,13.789999999999999,10.01,0,0
motiongen_0096,1.6000000000000001,13.789999999999999,10.01,0,0
motiongen_0097,1.617,13.789999999999999,10.01,0,0
motiongen_0098,1.633,13.789999999999999,10.01,0,0
motiongen_0099,1.6499999999999999,13.789999999999999,10.01,0,0
motiongen_0100,1.667,13.789999999999999,10.01,0,0
motiongen_0101,1.6830000000000001,13.789999999999999,10.01,0,0
motiongen_0102,1.7,13.789999999999999,10.01,0,0
motiongen_0103,1.7170000000000001,13.789999999999999,10.01,0,0
motiongen_0104,1.7330000000000001,13.789999999999999,10.01,0,0
motiongen_0105,1.75,13.789999999999999,10.01,0,0
motiongen_0106,1.7669999999999999,13.789999999999999,10.01,0,0
motiongen_0107,1.7829999999999999,13.789999999999999,10.01,0,0
motiongen_0108,1.8,13.789999999999999,10.01,0,0
motiongen_0109,1.8169999999999999,13.789999999999999,10.01,0,0
motiongen_0110,1.833,13.789999999999999,10.01,0,0
motiongen_0111,1.8500000000000001,13.789999999999999,10.01,0,0
motiongen_0112,1.867,13.789999999999999,10.01,0,0
motiongen_0113,1.883,13.789999999999999,10.01,0,0
motiongen_0114,1.8999999999999999,13.789999999999999,10.01,0,0
motiongen_0115,1.917,13.789999999999999,10.01,0,0
motiongen_0116,1.9330000000000001,13.789999999999999,10.01,0,0
motiongen_0117,1.95,13.789999999999999,10.01,0,0
motiongen_0118,1.9670000000000001,13.789999999999999,10.01,0,0
motiongen_0119,1.9830000000000001,13.789999999999999,10.01,0,0
motiongen_0120,2,13.789999999999999,10.01,0,0
motiongen_0121,2.0169999999999999,13.789999999999999,10.01,0,0
motiongen_0122,2.0329999999999999,13.789999999999999,10.01,0,0
motiongen_0123,2.0499999999999998,13.789999999999999,10.01,0,0
motiongen_0124,2.0670000000000002,13.789999999999999,10.01,0,0
motiongen_0125,2.0830000000000002,13.789999999999999,10.01,0,0
motiongen_0126,2.1000000000000001,13.789999999999999,10.01,0,0
motiongen_0127,2.117,13.789999999999999,10.01,0,0
motiongen_0128,2.133,13.789999999999999,10.01,0,0
motiongen_0129,2.1499999999999999,13.789999999999999,10.01,0,0
motiongen_0130,2.1669999999999998,13.789999999999999,10.01,0,0
motiongen_0131,2.1829999999999998,13.789999999999999,10.01,0,0
motiongen_0132,2.2000000000000002,13.789999999999999,10.01,0,0
motiongen_0133,2.2170000000000001,13.789999999999999,10.01,0,0
motiongen_0134,2.2330000000000001,13.789999999999999,10.01,0,0
motiongen_0135,2.25,13.789999999999999,10.01,0,0
motiongen_0136,2.2669999999999999,13.789999999999999,10.01,0,0
motiongen_0137,2.2829999999999999,13.789999999999999,10.01,0,0
motiongen_0138,2.2999999999999998,13.789999999999999,10.01,0,0
motiongen_0139,2.3170000000000002,13.789999999999999,10.01,0,0
motiongen_0140,2.3330000000000002,13.789999999999999,10.01,0,0
motiongen_0141,2.3500000000000001,13.789999999999999,10.01,0,0
motiongen_0142,2.367,13.789999999999999,10.01,0,0
motiongen_0143,2.383,13.789999999999999,10.01,0,0
motiongen_0144,2.3999999999999999,13.789999999999999,10.01,0,0
motiongen_0145,2.4169999999999998,13.789999999999999,10.01,0,0
motiongen_0146,2.4329999999999998,13.789999999999999,10.01,0,0
motiongen_0147,2.4500000000000002,13.789999999999999,10.01,0,0
motiongen_0148,2.4670000000000001,13.789999999999999,10.01,0,0
motiongen_0149,2.4830000000000001,13.789999999999999,10.01,0,0
motiongen_0150,2.5,13.789999999999999,10.01,0,0
motiongen_0151,2.5169999999999999,13.789999999999999,10.01,0,0
motiongen_0152,2.5329999999999999,13.789999999999999,10.01,0,0
motiongen_0153,2.5499999999999998,13.789999999999999,10.01,0,0
motiongen_0154,2.5670000000000002,13.789999999999999,10.01,0,0
