sample_id,x,y,vx,vy,ax,ay
pmks_positive_0000,2,1,-1.0471975511965976,2.0943951023931953,-2.1932454224643014,-1.0966227112321507
pmks_positive_0001,1.9822429838754991,1.0347525080309583,-1.0835902925045573,2.0757999985910596,-2.1737726752984585,-1.1347331008111774
pmks_positive_0002,1.9638821573356906,1.0691898204240977,-1.1196529617124451,2.0565725860006263,-2.1536377759179102,-1.1724978396952903
pmks_positive_0003,1.9449231132662042,1.1033014472404616,-1.1553745737818737,2.036718721478032,-2.1328468576080604,-1.2099054243791909
pmks_positive_0004,1.9253716267755234,1.137076997748075,-1.1907442475637633,2.0162444527027374,-2.1114062534840308,-1.2469444601502082
pmks_positive_0005,1.905233653435833,1.1705061835870618,-1.2257512091128462,1.9951560163353514,-2.089322494561539,-1.2836036645592412
pmks_positive_0006,1.8845153274688933,1.2035788219035803,-1.2603847949695153,1.9734598361178792,-2.0666023077674822,-1.3198718708575021
pmks_positive_0007,1.8632229598774968,1.236284838451617,-1.2946344554080147,1.9511625209169912,-2.0432526138908536,-1.3557380313980139
pmks_positive_0008,1.8413630365230753,1.2686142706617014,-1.3284897576499914,1.9282708627108955,-2.0192805254746005,-1.3911912210008326
pmks_positive_0009,1.8189422161500446,1.3005572706755997,-1.3619403890424187,1.9047918345204391,-1.9946933446490787,-1.4262206402809623
pmks_positive_0010,1.7959673283574857,1.332104108346069,-1.3949761601989306,1.8807325882850547,-1.9694985609077482,-1.4608156189379529
pmks_positive_0011,1.7724453715187829,1.3632451742007536,-1.4275870081036084,1.8561004526842131,-1.9437038488258043,-1.4949656190061762
pmks_positive_0012,1.748383510649852,1.3939709823693247,-1.4597629991762724,1.8309029309050355,-1.9173170657224266,-1.5286602380647933
pmks_positive_0013,1.7237890752266052,1.4242721734729655,-1.4914943322983452,1.8051476983567485,-1.8903462492673615,-1.5618892124064314
pmks_positive_0014,1.6986695569523249,1.4541395174753324,-1.5227713417983701,1.778842600332684,-1.8627996150325747,-1.5946424201636105
pmks_positive_0015,1.6730326074756157,1.4835639164941103,-1.5535845003962661,1.7519956496205233,-1.8346855539897042,-1.6269098843919594
pmks_positive_0016,1.6468860360596382,1.5125364075723176,-1.5839244221054298,1.7246150240615248,-1.80601262995409,-1.6586817761092922
