Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:21:23.732,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.630, 0.063, 0.012, 1.077, -0.427, 23.621, 0, 0.494, 3.29, 35.305, 0.000, 0.000, -3211.264, 25.1, 0.95291, 0.00128, 0.01093, 0.30289,
 12:21:23.747,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:18.460, -0.411, -0.017, 0.988, 0.549, -66.04, -0.183, -1.681, 26.57, 108.237, 0.000, 0.000, -3211.264, 24.95, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:23.748,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:18.460, -0.312, -0.017, 0.987, 0.427, -59.021, -0.122, -1.604, 23.582, 108.287, 0.000, 0.000, -3211.264, 24.95, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:23.763,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.630, 0.065, 0.015, 1.072, -0.366, 20.691, 0, 0.483, 4.103, 35.316, 0.000, 0.000, -3211.264, 25.1, 0.95291, 0.00128, 0.01093, 0.30289,
 12:21:23.823,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.630, 0.042, 0.015, 1.06, -0.305, 20.874, 0, 0.478, 4.85, 35.327, 0.000, 0.000, -3211.264, 25.1, 0.95291, 0.00128, 0.01093, 0.30289,
 12:21:23.838,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:18.460, -0.279, -0.016, 0.97, 0.427, -60.303, -0.305, -1.533, 20.786, 108.32, 0.000, 0.000, -3211.264, 24.95, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:23.868,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:18.460, -0.249, -0.016, 0.991, 0.549, -64.575, -0.305, -1.472, 17.776, 108.347, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:23.883,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.630, 0.02, 0.013, 1.048, -0.366, 20.935, 0, 0.472, 5.62, 35.343, 0.000, 0.000, -3211.264, 25.1, 0.95291, 0.00128, 0.01093, 0.30289,
 12:21:23.928,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:18.460, -0.185, -0.015, 1.026, 0.427, -60.364, -0.244, -1.412, 14.716, 108.375, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:23.943,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.630, 0.021, 0.01, 1.034, -0.305, 17.639, 0, 0.467, 6.301, 35.354, 0.000, 0.000, -3211.264, 25.1, 0.95291, 0.00128, 0.01093, 0.30289,
 12:21:23.973,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.630, 0.012, 0.012, 1.026, -0.305, 16.479, 0, 0.456, 6.872, 35.365, 0.000, 0.000, -3211.264, 25.1, 0.95108, -0.01422, 0.05786, 0.30295,
 12:21:23.988,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, -0.102, -0.013, 1.012, 0.366, -57.8, -0.183, -1.357, 11.904, 108.391, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:24.003,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.630, -0.007, 0.013, 1.013, -0.244, 16.479, 0, 0.456, 7.421, 35.37, 0.000, 0.000, -3211.264, 25.1, 0.95108, -0.01422, 0.05786, 0.30295,
 12:21:24.017,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, -0.081, -0.014, 1.003, 0.427, -61.89, -0.244, -1.307, 9.036, 108.413, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:24.078,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, -0.021, -0.014, 1.022, 0.549, -63.721, -0.244, -1.258, 5.977, 108.43, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:24.092,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.009, 0.013, 1.003, -0.244, 15.442, 0, 0.45, 7.943, 35.381, 0.000, 0.000, -3211.264, 25.1, 0.95108, -0.01422, 0.05786, 0.30295,
 12:21:24.122,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.012, 0.012, 0.996, -0.244, 12.878, 0, 0.445, 8.366, 35.392, 0.000, 0.000, -3211.264, 25.1, 0.95108, -0.01422, 0.05786, 0.30295,
 12:21:24.138,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, 0.038, -0.013, 1.018, 0.427, -58.838, -0.183, -1.214, 3.049, 108.441, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:24.138,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, 0.104, -0.01, 1, 0.427, -59.509, -0.305, -1.181, 0.209, 108.452, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:24.182,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.027, 0.01, 0.989, -0.122, 12.39, 0, 0.445, 8.734, 35.403, 0.000, 0.000, -3211.264, 25.1, 0.95108, -0.01422, 0.05786, 0.30295,
 12:21:24.228,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, 0.123, -0.013, 0.993, 0.427, -64.087, -0.183, -1.143, -2.796, 108.463, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:24.242,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.035, 0.011, 0.978, -0.305, 11.536, 0, 0.439, 9.069, 35.409, 0.000, 0.000, -3211.264, 25.1, 0.95108, -0.01422, 0.05786, 0.30295,
 12:21:24.287,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, 0.203, -0.013, 1.004, 0.488, -62.561, -0.122, -1.11, -5.872, 108.479, 0.000, 0.000, -3211.264, 25, -0.56595, 0.20352, -0.12906, -0.78836,
 12:21:24.302,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.033, 0.013, 0.971, -0.244, 9.155, 0, 0.434, 9.338, 35.414, 0.000, 0.000, -3211.264, 25.1, 0.95108, -0.01422, 0.05786, 0.30295,
 12:21:24.332,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.039, 0.014, 0.967, -0.122, 8.24, 0, 0.434, 9.525, 35.425, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.348,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, 0.253, -0.012, 0.968, 0.427, -59.204, -0.183, -1.082, -8.751, 108.49, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.348,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.150, 0.288, -0.012, 0.948, 0.427, -61.951, -0.305, -1.055, -11.695, 108.501, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.422,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.047, 0.01, 0.961, -0.122, 7.324, 0, 0.439, 9.657, 35.431, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.422,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:38.985, -0.046, 0.008, 0.956, -0.061, 6.042, 0, 0.445, 9.706, 35.436, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.437,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.329, -0.011, 0.948, 0.488, -63.782, -0.244, -1.033, -14.81, 108.506, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.468,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.406, -0.01, 0.925, 0.488, -59.753, -0.122, -1.011, -17.781, 108.517, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.497,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.441, -0.01, 0.878, 0.427, -60.608, -0.183, -0.994, -20.671, 108.528, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.513,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.048, 0.01, 0.952, -0.122, 4.333, 0, 0.445, 9.706, 35.442, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.543,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.05, 0.013, 0.95, -0.122, 3.54, 0, 0.445, 9.668, 35.447, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.557,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.472, -0.012, 0.858, 0.488, -62.866, -0.244, -0.978, -23.692, 108.545, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.572,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.05, 0.012, 0.949, -0.061, 2.197, 0, 0.45, 9.597, 35.447, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.603,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.05, 0.011, 0.948, 0, 1.16, 0, 0.456, 9.47, 35.453, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.618,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.522, -0.01, 0.84, 0.427, -60.913, -0.244, -0.967, -26.746, 108.55, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.693,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.05, 0.01, 0.947, 0, 0, 0, 0.461, 9.3, 35.458, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.707,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.584, -0.01, 0.801, 0.427, -59.021, -0.244, -0.956, -29.647, 108.561, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.707,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.604, -0.009, 0.751, 0.427, -61.34, -0.244, -0.95, -32.585, 108.578, 0.000, 0.000, -3211.264, 25, -0.58301, -0.05859, 0.05402, -0.80847,
 12:21:24.723,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.048, 0.009, 0.947, 0.122, -0.793, 0, 0.467, 9.091, 35.458, 0.000, 0.000, -3211.264, 25.1, 0.94925, -0.02188, 0.08115, 0.30289,
 12:21:24.737,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:19.625, 0.638, -0.011, 0.731, 0.549, -63.416, -0.244, -0.945, -35.673, 108.594, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:24.813,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.046, 0.011, 0.948, -0.183, -2.136, 0, 0.467, 8.839, 35.458, 0.000, 0.000, -3211.264, 25.1, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:24.813,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.046, 0.009, 0.951, -0.244, -2.869, 0, 0.461, 8.542, 35.464, 0.000, 0.000, -3211.264, 25.1, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:24.827,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.677, -0.012, 0.691, 0.549, -59.509, -0.183, -0.95, -38.683, 108.616, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:24.857,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.726, -0.011, 0.65, 0.427, -59.143, -0.183, -0.956, -41.589, 108.638, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:24.903,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.044, 0.01, 0.954, 0.122, -4.211, 0, 0.467, 8.207, 35.464, 0.000, 0.000, -3211.264, 25.1, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:24.917,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.724, -0.012, 0.594, 0.488, -62.866, -0.183, -0.972, -44.604, 108.66, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:24.933,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.037, 0.008, 0.955, 0.061, -5.249, 0, 0.472, 7.817, 35.464, 0.000, 0.000, -3211.264, 25.12, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:24.947,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.771, -0.01, 0.579, 0.549, -62.561, -0.183, -0.989, -47.73, 108.693, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:24.965,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.345, -0.036, 0.01, 0.96, 0, -6.104, 0, 0.478, 7.377, 35.464, 0.000, 0.000, -3211.264, 25.12, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:25.023,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.940, -0.034, 0.011, 0.964, 0.061, -6.653, 0, 0.478, 6.921, 35.464, 0.000, 0.000, -3211.264, 25.12, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:25.128,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.804, -0.01, 0.513, 0.427, -58.289, -0.122, -1.022, -50.663, 108.737, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:25.128,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.817, -0.013, 0.465, 0.366, -59.57, -0.244, -1.06, -53.591, 108.781, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:25.130,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.817, -0.013, 0.42, 0.427, -63.11, -0.183, -1.115, -56.695, 108.842, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:25.142,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.940, -0.025, 0.012, 0.97, 0.183, -8.24, 0, 0.489, 6.427, 35.458, 0.000, 0.000, -3211.264, 25.12, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:25.144,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.940, -0.021, 0.011, 0.975, 0.122, -9.155, 0, 0.505, 5.872, 35.458, 0.000, 0.000, -3211.264, 25.12, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:25.157,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.864, -0.012, 0.391, 0.488, -59.814, -0.244, -1.187, -59.755, 108.913, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:25.173,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.940, -0.021, 0.01, 0.98, 0.061, -9.46, 0, 0.511, 5.295, 35.458, 0.000, 0.000, -3211.264, 25.12, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:25.218,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.886, -0.011, 0.31, 0.488, -58.105, -0.183, -1.269, -62.655, 109.001, 0.000, 0.000, -3211.264, 25, -0.5629, -0.21915, 0.16763, -0.77902,
 12:21:25.233,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.940, -0.01, 0.01, 0.986, 0.061, -10.315, 0, 0.516, 4.702, 35.453, 0.000, 0.000, -3211.264, 25.12, 0.94971, -0.01956, 0.07465, 0.30331,
 12:21:25.277,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.866, -0.013, 0.264, 0.427, -61.218, 0, -1.401, -65.671, 109.133, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.294,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:39.940, 0.006, 0.011, 0.996, 0.122, -12.39, 0, 0.522, 4.043, 35.447, 0.000, 0.000, -3211.264, 25.12, 0.95193, -0.00616, 0.03439, 0.30411,
 12:21:25.340,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.010, 0.894, -0.013, 0.229, 0.427, -61.951, 0, -1.593, -68.846, 109.33, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.353,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.265, 0.006, 0.011, 1.004, 0.122, -12.695, 0, 0.533, 3.334, 35.447, 0.000, 0.000, -3211.264, 25.12, 0.95193, -0.00616, 0.03439, 0.30411,
 12:21:25.366,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.919, -0.014, 0.153, 0.427, -57.19, 0, -1.851, -71.84, 109.583, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.383,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.265, 0.004, 0.01, 1.012, 0.183, -13, 0, 0.544, 2.62, 35.442, 0.000, 0.000, -3211.264, 25.12, 0.95193, -0.00616, 0.03439, 0.30411,
 12:21:25.412,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.265, 0.031, 0.01, 1.017, 0.122, -14.526, 0, 0.549, 1.868, 35.436, 0.000, 0.000, -3211.264, 25.12, 0.95193, -0.00616, 0.03439, 0.30411,
 12:21:25.457,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.9, -0.014, 0.096, 0.427, -59.448, 0, -2.208, -74.784, 109.935, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.487,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.88, -0.014, 0.052, 0.488, -63.965, 0, -2.807, -77.964, 110.522, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.503,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.265, 0.042, 0.012, 1.03, 0.122, -16.479, 0, 0.56, 1.022, 35.431, 0.000, 0.000, -3211.264, 25.12, 0.95193, -0.00616, 0.03439, 0.30411,
 12:21:25.517,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.915, -0.015, 0.021, 0.488, -59.814, 0, -3.84, -81.129, 111.55, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.533,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.265, 0.036, 0.013, 1.039, 0.183, -15.991, 0, 0.571, 0.17, 35.42, 0.000, 0.000, -3211.264, 25.12, 0.95193, -0.00616, 0.03439, 0.30411,
 12:21:25.578,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.92, -0.015, -0.069, 0.366, -57.739, 0, -5.839, -84.067, 113.516, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.593,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.265, 0.044, 0.012, 1.05, 0.305, -17.212, 0, 0.588, -0.67, 35.414, 0.000, 0.000, -3211.264, 25.12, 0.95193, -0.00616, 0.03439, 0.30411,
 12:21:25.623,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.265, 0.084, 0.011, 1.058, 0.305, -19.531, 0, 0.604, -1.615, 35.403, 0.000, 0.000, -3211.264, 25.12, 0.95242, 0.01016, -0.01437, 0.30408,
 12:21:25.668,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.864, -0.015, -0.116, 0.427, -62.134, 0, -12.442, -87.111, 119.954, 0.000, 0.000, -3211.264, 25, -0.49585, -0.42859, 0.31763, -0.68515,
 12:21:25.698,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.864, -0.015, -0.147, 0.549, -62.5, 0, -127.886, -89.143, -125.294, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:25.713,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.085, 0.011, 1.074, 0.244, -20.02, 0, 0.615, -2.631, 35.398, 0.000, 0.000, -3211.264, 25.12, 0.95242, 0.01016, -0.01437, 0.30408,
 12:21:25.730,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.550, 0.887, -0.016, -0.196, 0.488, -57.312, 0, -169.288, -86.314, -84.6, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:25.743,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.083, 0.013, 1.082, 0.244, -19.409, 0, 0.626, -3.609, 35.387, 0.000, 0.000, -3211.264, 25.12, 0.95242, 0.01016, -0.01437, 0.30408,
 12:21:25.758,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.965, 0.866, -0.017, -0.283, 0.488, -59.143, 0, -173.765, -83.386, -80.821, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:25.771,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.108, 0.014, 1.093, 0.244, -22.095, 0, 0.643, -4.625, 35.376, 0.000, 0.000, -3211.264, 25.12, 0.95242, 0.01016, -0.01437, 0.30408,
 12:21:25.833,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.146, 0.013, 1.106, 0.305, -24.414, 0, 0.659, -5.768, 35.365, 0.000, 0.000, -3211.264, 25.12, 0.95242, 0.01016, -0.01437, 0.30408,
 12:21:25.848,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.965, 0.8, -0.018, -0.314, 0.488, -63.782, 0, -175.562, -80.2, -79.706, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:25.877,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.965, 0.805, -0.017, -0.347, 0.488, -59.937, 0, -176.484, -76.932, -79.437, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:25.893,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.14, 0.012, 1.124, 0.305, -23.499, 0, 0.676, -6.938, 35.349, 0.000, 0.000, -3211.264, 25.12, 0.95242, 0.01016, -0.01437, 0.30408,
 12:21:25.938,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.965, 0.811, -0.018, -0.405, 0.488, -56.091, 0, -176.984, -73.932, -79.574, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:25.952,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.145, 0.013, 1.129, 0.305, -23.438, 0, 0.692, -8.053, 35.338, 0.000, 0.000, -3211.264, 25.12, 0.95242, 0.01016, -0.01437, 0.30408,
 12:21:25.967,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.965, 0.762, -0.02, -0.484, 0.488, -61.462, 0, -177.319, -70.911, -79.86, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:25.983,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.191, 0.016, 1.142, 0.366, -27.954, 0, 0.709, -9.267, 35.321, 0.000, 0.000, -3211.264, 25.12, 0.94971, 0.02969, -0.07294, 0.30292,
 12:21:26.014,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.625, 0.221, 0.016, 1.158, 0.366, -29.724, 0, 0.731, -10.635, 35.305, 0.000, 0.000, -3211.264, 25.12, 0.94971, 0.02969, -0.07294, 0.30292,
 12:21:26.029,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.965, 0.704, -0.021, -0.496, 0.549, -65.063, 0, -177.583, -67.593, -80.184, 0.000, 0.000, -3211.264, 25, -0.41232, -0.57407, 0.43423, -0.55838,
 12:21:26.089,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:20.965, 0.712, -0.019, -0.537, 0.366, -57.983, 0, -177.764, -64.347, -80.568, 0.000, 0.000, -3211.264, 25, -0.32822, -0.65445, 0.54291, -0.41122,
 12:21:26.117,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:21.320, 0.687, -0.019, -0.596, 0.366, -56.519, 0, -177.891, -61.359, -81.002, 0.000, 0.000, -3211.264, 25, -0.32822, -0.65445, 0.54291, -0.41122,
 12:21:26.133,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.980, 0.208, 0.015, 1.176, 0.366, -27.466, 0, 0.753, -11.953, 35.283, 0.000, 0.000, -3211.264, 25.12, 0.94971, 0.02969, -0.07294, 0.30292,
 12:21:26.133,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.980, 0.24, 0.012, 1.181, 0.427, -28.625, 0, 0.775, -13.244, 35.266, 0.000, 0.000, -3211.264, 25.12, 0.94971, 0.02969, -0.07294, 0.30292,
 12:21:26.147,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:21.320, 0.614, -0.021, -0.652, 0.549, -64.88, 0, -177.995, -58.184, -81.425, 0.000, 0.000, -3211.264, 25, -0.32822, -0.65445, 0.54291, -0.41122,
 12:21:26.223,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.980, 0.297, 0.015, 1.196, 0.366, -34.485, 0, 0.797, -14.716, 35.244, 0.000, 0.000, -3211.264, 25.12, 0.94971, 0.02969, -0.07294, 0.30292,
 12:21:26.223,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.980, 0.309, 0.016, 1.211, 0.366, -34.424, 0, 0.818, -16.298, 35.222, 0.000, 0.000, -3211.264, 25.12, 0.94971, 0.02969, -0.07294, 0.30292,
 12:21:26.237,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:21.320, 0.576, -0.022, -0.654, 0.61, -65.247, -0.366, -178.099, -54.756, -81.821, 0.000, 0.000, -3211.264, 25, -0.32822, -0.65445, 0.54291, -0.41122,
 12:21:26.268,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:21.320, 0.581, -0.023, -0.708, 0.488, -57.129, -0.183, -178.176, -51.559, -82.233, 0.000, 0.000, -3211.264, 25, -0.32822, -0.65445, 0.54291, -0.41122,
 12:21:26.313,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:40.980, 0.3, 0.017, 1.227, 0.366, -31.738, 0, 0.84, -17.754, 35.195, 0.000, 0.000, -3211.264, 25.12, 0.94971, 0.02969, -0.07294, 0.30292,
 12:21:26.328,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:21.320, 0.517, -0.023, -0.761, 0.366, -58.472, -0.122, -178.226, -48.521, -82.65, 0.000, 0.000, -3211.264, 25, -0.32822, -0.65445, 0.54291, -0.41122,
