Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 12:21:32.148,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.310, 0.568, -0.021, -0.719, 0.427, -56.702, 0, -178.182, -50.521, -103.755, 0.000, 0.000, -3211.264, 25, 0.35651, 0.55573, -0.68774, 0.30164,
 12:21:32.207,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.310, 0.501, -0.023, -0.785, 0.488, -62.744, 0, -178.22, -47.422, -104.15, 0.000, 0.000, -3211.264, 25, 0.35651, 0.55573, -0.68774, 0.30164,
 12:21:32.223,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:46.700, 0.311, 0.014, 1.229, 0.427, -32.837, 0, 0.835, -18.27, 35.37, 0.000, 0.000, -3211.264, 25.12, 0.94098, 0.05353, -0.14435, 0.30127,
 12:21:32.223,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:46.700, 0.405, 0.018, 1.237, 0.366, -37.17, 0, 0.862, -19.83, 35.343, 0.000, 0.000, -3211.264, 25.12, 0.94098, 0.05353, -0.14435, 0.30127,
 12:21:32.297,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.310, 0.421, -0.024, -0.784, 0.488, -66.589, -0.305, -178.27, -44.011, -104.518, 0.000, 0.000, -3211.264, 25, 0.35651, 0.55573, -0.68774, 0.30164,
 12:21:32.313,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.090, 0.425, 0.019, 1.26, 0.122, -38.757, 0, 0.879, -21.566, 35.31, 0.000, 0.000, -3211.264, 25.12, 0.94098, 0.05353, -0.14435, 0.30127,
 12:21:32.328,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.310, 0.417, -0.024, -0.807, 0.427, -59.143, -0.122, -178.308, -40.671, -104.881, 0.000, 0.000, -3211.264, 25, 0.35651, 0.55573, -0.68774, 0.30164,
 12:21:32.343,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.090, 0.41, 0.017, 1.27, 0.061, -35.706, 0, 0.895, -23.209, 35.283, 0.000, 0.000, -3211.264, 25.12, 0.94098, 0.05353, -0.14435, 0.30127,
 12:21:32.358,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.310, 0.375, -0.024, -0.856, 0.366, -57.251, -0.122, -178.325, -37.606, -105.244, 0.000, 0.000, -3211.264, 25, 0.35651, 0.55573, -0.68774, 0.30164,
 12:21:32.418,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.310, 0.296, -0.024, -0.895, 0.549, -65.063, -0.366, -178.347, -34.354, -105.584, 0.000, 0.000, -3211.264, 25, 0.35651, 0.55573, -0.68774, 0.30164,
 12:21:32.463,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.090, 0.449, 0.016, 1.274, 0.671, -37.415, 0, 0.917, -24.763, 35.25, 0.000, 0.000, -3211.264, 25.12, 0.94098, 0.05353, -0.14435, 0.30127,
 12:21:32.466,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.090, 0.334, 0.015, 1.281, 0.488, -41.382, 0, 0.95, -26.477, 35.217, 0.000, 0.000, -3211.264, 25.12, 0.94098, 0.05353, -0.14435, 0.30127,
 12:21:32.466,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.090, 0.547, 0.003, 2.269, 0.61, -39.246, 0, 0.994, -28.257, 35.184, 0.000, 0.000, -3211.264, 25.12, 0.94098, 0.05353, -0.14435, 0.30127,
 12:21:32.477,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.310, 0.242, -0.025, -0.884, 0.488, -65.43, -0.305, -178.363, -30.899, -105.903, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.554,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.090, 0.552, 0.02, 1.305, 0.61, -36.499, 0, 1.033, -29.784, 35.145, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.568,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, 0.236, -0.025, -0.915, 0.427, -58.105, -0.122, -178.363, -27.675, -106.227, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.568,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, 0.153, -0.027, -0.954, 0.427, -59.387, -0.122, -178.363, -24.56, -106.551, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.583,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.090, 0.615, 0.018, 1.307, 0.549, -39.612, 0, 1.066, -31.339, 35.112, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.643,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.505, 0.671, 0.018, 1.314, 0.61, -40.955, 0, 1.11, -33.03, 35.068, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.657,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, 0.079, -0.026, -0.956, 0.549, -66.284, -0.305, -178.358, -21.182, -106.848, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.673,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.505, 0.663, 0.019, 1.324, 0.61, -35.4, 0, 1.154, -34.596, 35.03, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.717,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, 0.049, -0.027, -0.945, 0.488, -62.805, -0.305, -178.352, -17.787, -107.122, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.719,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, 0.031, -0.028, -0.983, 0.427, -57.922, -0.183, -178.336, -14.661, -107.408, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.762,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.505, 0.708, 0.021, 1.322, 0.549, -33.813, 0, 1.192, -35.98, 34.991, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.822,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.505, 0.766, 0.02, 1.325, 0.549, -36.194, 0, 1.236, -37.408, 34.948, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.822,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.505, 0.772, 0.019, 1.331, 0.549, -33.569, 0, 1.28, -38.804, 34.909, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.837,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, -0.083, -0.03, -1.001, 0.488, -62.195, -0.183, -178.314, -11.464, -107.672, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.839,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, -0.133, -0.03, -0.968, 0.488, -64.636, -0.183, -178.292, -8.042, -107.924, 0.000, 0.000, -3211.264, 25, 0.21368, 0.58258, -0.76349, 0.17871,
 12:21:32.883,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.505, 0.772, 0.019, 1.33, 0.549, -27.588, 0, 1.318, -39.935, 34.871, 0.000, 0.000, -3211.264, 25.12, 0.91751, 0.0896, -0.25345, 0.29294,
 12:21:32.898,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, -0.145, -0.029, -0.969, 0.427, -58.899, -0.183, -178.264, -4.812, -108.166, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:32.927,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:27.670, -0.203, -0.029, -1.005, 0.427, -59.998, -0.305, -178.231, -1.736, -108.397, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:32.942,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.505, 0.84, 0.021, 1.326, 0.427, -27.588, 0, 1.351, -40.963, 34.838, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:32.957,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.115, -0.304, -0.031, -0.986, 0.488, -65.308, -0.244, -178.193, 1.588, -108.611, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:33.002,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.858, 0.023, 1.33, 0.488, -25.818, 0, 1.384, -41.968, 34.799, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.017,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.115, -0.313, -0.031, -0.951, 0.488, -59.631, -0.122, -178.154, 4.894, -108.814, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:33.033,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.849, 0.022, 1.33, 0.427, -21.179, 0, 1.412, -42.77, 34.772, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.077,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.115, -0.366, -0.031, -0.968, 0.427, -57.19, -0.122, -178.105, 7.954, -109.017, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:33.121,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.873, 0.02, 1.326, 0.366, -18.311, 0, 1.439, -43.363, 34.744, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.137,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.115, -0.448, -0.029, -0.956, 0.488, -64.514, -0.305, -178.05, 11.168, -109.193, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:33.169,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.115, -0.48, -0.03, -0.912, 0.488, -63.293, -0.305, -177.99, 14.513, -109.352, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:33.199,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.115, -0.504, -0.031, -0.914, 0.427, -58.96, -0.183, -177.929, 17.65, -109.506, 0.000, 0.000, -3211.264, 25, 0.04126, 0.58731, -0.80679, 0.04819,
 12:21:33.215,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.897, 0.02, 1.327, 0.366, -17.334, 0, 1.456, -43.907, 34.722, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.215,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.896, 0.021, 1.327, 0.183, -12.207, 0, 1.472, -44.28, 34.706, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.243,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.91, 0.025, 1.324, 0.183, -9.766, 0, 1.478, -44.478, 34.695, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.288,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.598, -0.032, -0.906, 0.549, -62.317, -0.244, -177.858, 20.825, -109.644, 0.000, 0.000, -3211.264, 25, -0.15094, 0.56506, -0.80664, -0.08441,
 12:21:33.317,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.626, -0.031, -0.85, 0.488, -63.354, -0.122, -177.775, 24.142, -109.764, 0.000, 0.000, -3211.264, 25, -0.15094, 0.56506, -0.80664, -0.08441,
 12:21:33.363,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.916, 0.022, 1.323, 0.122, -6.775, 0, 1.478, -44.555, 34.689, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.363,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.912, 0.021, 1.324, 0.122, -4.028, 0, 1.472, -44.495, 34.689, 0.000, 0.000, -3211.264, 25.12, 0.89218, 0.11554, -0.3313, 0.28424,
 12:21:33.377,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.671, -0.031, -0.835, 0.427, -60.486, -0.244, -177.687, 27.339, -109.869, 0.000, 0.000, -3211.264, 25, -0.15094, 0.56506, -0.80664, -0.08441,
 12:21:33.393,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.911, 0.021, 1.323, 0.061, -0.549, 0, 1.461, -44.28, 34.695, 0.000, 0.000, -3211.264, 25.12, 0.88181, 0.1243, -0.35797, 0.28055,
 12:21:33.407,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.706, -0.031, -0.804, 0.366, -61.157, -0.427, -177.589, 30.498, -109.957, 0.000, 0.000, -3211.264, 25, -0.15094, 0.56506, -0.80664, -0.08441,
 12:21:33.423,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:47.865, 0.912, 0.023, 1.322, -0.122, 1.343, 0, 1.445, -43.962, 34.706, 0.000, 0.000, -3211.264, 25.12, 0.88181, 0.1243, -0.35797, 0.28055,
 12:21:33.483,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.905, 0.025, 1.323, -0.061, 4.761, 0, 1.423, -43.511, 34.717, 0.000, 0.000, -3211.264, 25.12, 0.88181, 0.1243, -0.35797, 0.28055,
 12:21:33.498,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.764, -0.031, -0.78, 0.427, -61.707, -0.244, -177.473, 33.679, -110.017, 0.000, 0.000, -3211.264, 25, -0.15094, 0.56506, -0.80664, -0.08441,
 12:21:33.530,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.799, -0.032, -0.73, 0.488, -61.768, -0.122, -177.341, 36.887, -110.061, 0.000, 0.000, -3211.264, 25, -0.15094, 0.56506, -0.80664, -0.08441,
 12:21:33.558,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.821, -0.032, -0.701, 0.488, -59.875, -0.183, -177.198, 40.018, -110.094, 0.000, 0.000, -3211.264, 25, -0.15094, 0.56506, -0.80664, -0.08441,
 12:21:33.572,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.894, 0.022, 1.324, -0.061, 6.836, 0, 1.401, -42.946, 34.733, 0.000, 0.000, -3211.264, 25.12, 0.88181, 0.1243, -0.35797, 0.28055,
 12:21:33.603,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.885, 0.02, 1.324, -0.061, 9.216, 0, 1.373, -42.281, 34.755, 0.000, 0.000, -3211.264, 25.12, 0.88181, 0.1243, -0.35797, 0.28055,
 12:21:33.618,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.440, -0.864, -0.031, -0.672, 0.427, -61.157, -0.244, -177.039, 43.099, -110.094, 0.000, 0.000, -3211.264, 25, -0.31003, 0.52631, -0.76907, -0.18787,
 12:21:33.634,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.865, 0.021, 1.326, -0.122, 12.573, 0, 1.34, -41.512, 34.777, 0.000, 0.000, -3211.264, 25.12, 0.88181, 0.1243, -0.35797, 0.28055,
 12:21:33.693,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.857, 0.023, 1.325, -0.183, 14.038, 0, 1.307, -40.633, 34.805, 0.000, 0.000, -3211.264, 25.12, 0.88181, 0.1243, -0.35797, 0.28055,
 12:21:33.707,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -0.914, -0.031, -0.625, 0.427, -63.599, -0.244, -176.847, 46.307, -110.056, 0.000, 0.000, -3211.264, 25, -0.31003, 0.52631, -0.76907, -0.18787,
 12:21:33.737,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -0.926, -0.031, -0.572, 0.427, -59.509, -0.183, -176.627, 49.449, -109.984, 0.000, 0.000, -3211.264, 25, -0.31003, 0.52631, -0.76907, -0.18787,
 12:21:33.753,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.852, 0.023, 1.327, -0.183, 15.503, 0, 1.274, -39.705, 34.832, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:33.797,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -0.955, -0.033, -0.537, 0.488, -60.73, -0.183, -176.38, 52.498, -109.885, 0.000, 0.000, -3211.264, 25, -0.31003, 0.52631, -0.76907, -0.18787,
 12:21:33.799,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -1.01, -0.032, -0.494, 0.549, -63.416, -0.183, -176.072, 55.657, -109.715, 0.000, 0.000, -3211.264, 25, -0.31003, 0.52631, -0.76907, -0.18787,
 12:21:33.873,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.817, 0.022, 1.329, -0.183, 17.334, 0, 1.236, -38.71, 34.86, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:33.873,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.340, 0.8, 0.02, 1.328, -0.183, 20.02, 0, 1.203, -37.612, 34.887, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:33.875,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.792, 0.021, 1.329, -0.244, 20.02, 0, 1.17, -36.475, 34.915, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:33.888,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -1.012, -0.03, -0.418, 0.427, -60.059, -0.244, -175.704, 58.832, -109.479, 0.000, 0.000, -3211.264, 25, -0.31003, 0.52631, -0.76907, -0.18787,
 12:21:33.948,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -1.022, -0.031, -0.393, 0.366, -58.655, -0.244, -175.276, 61.842, -109.171, 0.000, 0.000, -3211.264, 25, -0.31003, 0.52631, -0.76907, -0.18787,
 12:21:33.979,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -1.055, -0.03, -0.345, 0.488, -61.707, 0, -174.754, 64.869, -108.765, 0.000, 0.000, -3211.264, 25, -0.4577, 0.47119, -0.69974, -0.28058,
 12:21:33.992,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.779, 0.023, 1.331, -0.244, 21.362, 0, 1.137, -35.332, 34.942, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:34.009,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:28.800, -1.078, -0.03, -0.288, 0.488, -62.744, 0, -174.062, 68.011, -108.193, 0.000, 0.000, -3211.264, 25, -0.4577, 0.47119, -0.69974, -0.28058,
 12:21:34.022,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.733, 0.022, 1.33, -0.305, 23.438, 0, 1.099, -34.113, 34.975, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:34.082,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.72, 0.021, 1.328, -0.305, 24.353, 0, 1.066, -32.822, 35.002, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:34.084,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.706, 0.02, 1.33, -0.305, 23.804, 0, 1.027, -31.558, 35.03, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:34.097,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.185, -1.053, -0.03, -0.224, 0.427, -57.983, 0, -173.183, 71.049, -107.419, 0.000, 0.000, -3211.264, 25, -0.4577, 0.47119, -0.69974, -0.28058,
 12:21:34.127,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.185, -1.076, -0.034, -0.208, 0.366, -58.838, 0, -172.029, 73.96, -106.364, 0.000, 0.000, -3211.264, 25, -0.4577, 0.47119, -0.69974, -0.28058,
 12:21:34.187,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.185, -1.109, -0.023, -0.138, 0.488, -63.232, -0.244, -170.222, 76.976, -104.639, 0.000, 0.000, -3211.264, 25, -0.4577, 0.47119, -0.69974, -0.28058,
 12:21:34.217,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.185, -1.097, -0.028, -0.073, 0.488, -62.378, -0.244, -167.206, 80.079, -101.695, 0.000, 0.000, -3211.264, 25, -0.4577, 0.47119, -0.69974, -0.28058,
 12:21:34.233,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.688, 0.021, 1.327, -0.366, 25.94, 0, 1, -30.284, 35.057, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:34.233,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.64, 0.02, 1.327, -0.427, 28.015, 0, 0.967, -28.916, 35.085, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:34.233,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.637, 0.023, 1.323, -0.366, 27.222, 0, 0.934, -27.515, 35.112, 0.000, 0.000, -3211.264, 25.12, 0.89676, 0.11111, -0.31937, 0.28525,
 12:21:34.294,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:48.695, 0.616, 0.021, 1.321, -0.244, 26.855, 0, 0.906, -26.186, 35.14, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.308,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.185, -1.076, -0.024, -0.026, 0.488, -57.861, -0.183, -161.96, 82.958, -96.509, 0.000, 0.000, -3211.264, 25, -0.4577, 0.47119, -0.69974, -0.28058,
 12:21:34.338,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.185, -1.106, -0.028, 0, 0.549, -60.974, -0.244, -150.024, 85.671, -84.595, 0.000, 0.000, -3211.264, 25, -0.58365, 0.40491, -0.60526, -0.3591,
 12:21:34.352,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.565, 0.018, 1.319, -0.305, 30.64, 0, 0.879, -24.796, 35.167, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.368,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.185, -1.113, -0.027, 0.099, 0.427, -65.247, -0.183, -105.353, 87.781, -39.82, 0.000, 0.000, -3211.264, 25, -0.58365, 0.40491, -0.60526, -0.3591,
 12:21:34.414,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.543, 0.02, 1.311, -0.366, 31.311, 0, 0.851, -23.297, 35.195, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.427,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -1.064, -0.026, 0.149, 0.427, -60.486, -0.244, -40.589, 86.71, 25.087, 0.000, 0.000, -3211.264, 25, -0.58365, 0.40491, -0.60526, -0.3591,
 12:21:34.442,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.544, 0.021, 1.308, -0.305, 28.687, 0, 0.829, -21.879, 35.217, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.473,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.492, 0.02, 1.306, -0.305, 29.907, 0, 0.807, -20.506, 35.244, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.488,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -1.056, -0.029, 0.176, 0.488, -59.937, -0.122, -21.555, 84.177, 44.061, 0.000, 0.000, -3211.264, 25, -0.58365, 0.40491, -0.60526, -0.3591,
 12:21:34.547,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -1.08, -0.026, 0.222, 0.549, -64.514, -0.183, -14.095, 81.249, 51.498, 0.000, 0.000, -3211.264, 25, -0.58365, 0.40491, -0.60526, -0.3591,
 12:21:34.562,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.452, 0.018, 1.295, -0.305, 32.715, 0, 0.791, -19.034, 35.266, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.577,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -1.051, -0.025, 0.319, 0.488, -62.317, -0.244, -10.316, 78.135, 55.267, 0.000, 0.000, -3211.264, 25, -0.58365, 0.40491, -0.60526, -0.3591,
 12:21:34.623,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.447, 0.017, 1.286, -0.305, 30.884, 0, 0.769, -17.562, 35.294, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.638,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -1, -0.025, 0.347, 0.366, -58.411, -0.122, -8.229, 75.218, 57.332, 0.000, 0.000, -3211.264, 25, -0.58365, 0.40491, -0.60526, -0.3591,
 12:21:34.653,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.436, 0.019, 1.281, -0.366, 29.419, 0, 0.747, -16.21, 35.316, 0.000, 0.000, -3211.264, 25.12, 0.92285, 0.08267, -0.23444, 0.29398,
 12:21:34.683,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.205, 0.374, 0.02, 1.274, -0.366, 31.433, 0, 0.731, -14.843, 35.338, 0.000, 0.000, -3211.264, 25.12, 0.94394, 0.04675, -0.12573, 0.30151,
 12:21:34.698,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -1.001, -0.025, 0.385, 0.427, -61.707, 0, -6.828, 72.334, 58.711, 0.000, 0.000, -3211.264, 25, -0.68912, 0.32721, -0.48419, -0.42838,
 12:21:34.774,ef:e4:2c:bf:73:a9, 2015-01-01 00:28:49.620, 0.355, 0.02, 1.261, -0.427, 32.043, 0, 0.709, -13.392, 35.359, 0.000, 0.000, -3211.264, 25.12, 0.94394, 0.04675, -0.12573, 0.30151,
 12:21:34.789,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -0.994, -0.026, 0.44, 0.488, -64.819, 0, -5.757, 69.247, 59.766, 0.000, 0.000, -3211.264, 25, -0.68912, 0.32721, -0.48419, -0.42838,
 12:21:34.791,c3:a3:c5:ed:f8:8e, 2015-01-01 00:31:29.545, -0.951, -0.024, 0.514, 0.488, -59.509, 0, -4.971, 66.193, 60.535, 0.000, 0.000, -3211.264, 25, -0.68912, 0.32721, -0.48419, -0.42838,
