sample_id,fx,fy
matlab_0000,-20.280567632041709,24.281209315633109
matlab_0001,-22.303254404708916,22.566521491929883
matlab_0002,-24.308352924072391,20.859764495055536
matlab_0003,-26.282306671202054,19.171938952579772
matlab_0004,-28.211762305479169,17.514656628255214
matlab_0005,-30.083355165945374,15.900334617664628
matlab_0006,-31.883484804980949,14.342416907263855
matlab_0007,-33.598073717345088,12.85563109352676
matlab_0008,-35.212301261450122,11.456289963995557
matlab_0009,-36.71030313253474,10.162650167091734
matlab_0010,-38.074824492156843,8.9953435557835064
matlab_0011,-39.286811776278128,7.9779012802985543
matlab_0012,-40.324923997371414,7.1373967491662897
matlab_0013,-41.164938597380598,6.5052417782151046
matlab_0014,-41.77901898003325,6.1181814723138812
matlab_0015,-42.134799849592035,6.0195489015681147
matlab_0016,-42.194231072322857,6.2608623136076318
matlab_0017,-41.91209895438697,6.9038782671719314
matlab_0018,-41.234112552193807,8.0232579317113686
matlab_0019,-40.094397201628631,9.7100674298239724
matlab_0020,-38.41217050063856,12.076426783491261
matlab_0021,-36.087275729248823,15.261762170451727
matlab_0022,-32.994094954561533,19.441329514534829
matlab_0023,-28.973126906819029,24.838008340085739
matlab_0024,-23.819138706478334,31.738888914625996
matlab_0025,-17.264190536759113,40.519024992752058
matlab_0026,-8.9528173024883078,51.676136064104128
matlab_0027,1.595086315062485,65.88245633939016
matlab_0028,15.041201497986812,84.064186228228877
matlab_0029,32.318689381720191,107.52678965484606
matlab_0030,54.778939893554451,138.15921241528994
matlab_0031,84.440491309778594,178.77969560942856
matlab_0032,124.43073340255842,233.74822345041659
matlab_0033,179.81296710793424,310.11073891170031
matlab_0034,259.2393301115323,419.8800700167418
matlab_0035,378.53262949775734,584.9639645299211
matlab_0036,569.29356597213143,848.96615387632642
matlab_0037,902.63298440070321,1309.5902425004026
matlab_0038,1568.5899975043515,2226.5275717135419
matlab_0039,3234.5261401167286,4505.1533757931402
matlab_0040,9853.932870039007,13451.747150026396
matlab_0041,167413.51021325486,220342.11754478514
matlab_0042,167413.51021325486,220342.11754478514
matlab_0043,9853.932870039007,13451.747150026396
matlab_0044,3234.5261401167286,4505.1533757931402
matlab_0045,1568.5899975043515,2226.5275717135419
matlab_0046,902.63298440070321,1309.5902425004026
matlab_0047,569.29356597213143,848.96615387632642
matlab_0048,378.53262949775734,584.9639645299211
matlab_0049,259.2393301115323,419.8800700167418
matlab_0050,179.81296710793424,310.11073891170031
matlab_0051,124.43073340255842,233.74822345041659
matlab_0052,84.440491309778594,178.77969560942856
matlab_0053,54.778939893554451,138.15921241528994
matlab_0054,32.318689381720191,107.52678965484606
matlab_0055,15.041201497986812,84.064186228228877
matlab_0056,1.595086315062485,65.88245633939016
matlab_0057,-8.9528173024883078,51.676136064104128
matlab_0058,-17.264190536759113,40.519024992752058
matlab_0059,-23.819138706478334,31.738888914625996
matlab_0060,-28.973126906819029,24.838008340085739
matlab_0061,-32.994094954561533,19.441329514534829
matlab_0062,-36.087275729248823,15.261762170451727
matlab_0063,-38.41217050063856,12.076426783491261
matlab_0064,-40.094397201628631,9.7100674298239724
matlab_0065,-41.234112552193807,8.0232579317113686
matlab_0066,-41.91209895438697,6.9038782671719314
matlab_0067,-42.194231072322857,6.2608623136076318
matlab_0068,-42.134799849592035,6.0195489015681147
matlab_0069,-41.77901898003325,6.1181814723138812
matlab_0070,-41.164938597380598,6.5052417782151046
matlab_0071,-40.324923997371414,7.1373967491662897
matlab_0072,-39.286811776278128,7.9779012802985543
matlab_0073,-38.074824492156843,8.9953435557835064
matlab_0074,-36.71030313253474,10.162650167091734
matlab_0075,-35.212301261450122,11.456289963995557
matlab_0076,-33.598073717345088,12.85563109352676
matlab_0077,-31.883484804980949,14.342416907263855
matlab_0078,-30.083355165945374,15.900334617664628
matlab_0079,-28.211762305479169,17.514656628255214
matlab_0080,-26.282306671202054,19.171938952579772
matlab_0081,-24.308352924072391,20.859764495055536
matlab_0082,-22.303254404708916,22.566521491929883
matlab_0083,-20.28056763204172,24.281209315633088
matlab_0084,-18.254262873003789,25.993265284268844
matlab_0085,-16.238936320181558,27.692407200625386
matlab_0086,-14.250029160902658,29.368487152355613
matlab_0087,-12.304058786063917,31.011352695120351
matlab_0088,-10.418867554222256,32.610711955494324
matlab_0089,-8.6138948924497445,34.155999459923827
matlab_0090,-6.9104790875794482,35.63623964016621
matlab_0091,-5.3321959179784271,37.039904996957134
matlab_0092,-3.9052423266685818,38.354765828302114
matlab_0093,-2.6588746841117668,39.567728247250209
matlab_0094,-1.6259128913498293,40.664656921328366
matlab_0095,-0.8433237080941105,41.630178551552781
matlab_0096,-0.35289935608934564,42.447461556568719
matlab_0097,-0.20205077585028033,43.09796671357882
matlab_0098,-0.44473907382198696,43.561162600495926
matlab_0099,-1.1425739069841738,43.814198541081794
matlab_0100,-2.3661140997123393,43.831526321461737
matlab_0101,-4.1964140488827422,43.584460150259403
matlab_0102,-6.7268699422335398,43.040662081576947
matlab_0103,-10.065433146250726,42.163537287145729
matlab_0104,-14.337275184861108,40.911519989690653
matlab_0105,-19.688010697034496,39.237226340905458
matlab_0106,-26.28761320632999,37.086444761918223
matlab_0107,-34.335195601258185,34.396926884686252
matlab_0108,-44.064875847418001,31.096932732633285
matlab_0109,-55.753012684229468,27.103471472110421
matlab_0110,-69.727181546927696,22.32016301697972
matlab_0111,-86.377375634204327,16.634624689281797
matlab_0112,-106.17007217525077,9.9152592426013246
matlab_0113,-129.66601568190282,2.0072833379898816
matlab_0114,-157.54286169901007,-7.272214517012884
matlab_0115,-190.62423058732975,-18.140465562800546
matlab_0116,-229.91729208798407,-30.856834172335642
matlab_0117,-276.66181435817742,-45.732754518352479
matlab_0118,-332.39478253508776,-63.144473124370862
matlab_0119,-399.03640233067136,-83.549536782870916
matlab_0120,-479.00583790667486,-107.50833444659067
matlab_0121,-575.378845398664,-135.71253960397377
matlab_0122,-692.10529652606067,-169.02309553604525
matlab_0123,-834.31367770459258,-208.52158310680738
matlab_0124,-1008.744106338987,-255.58064462251275
matlab_0125,-1224.3749073485612,-311.96200253502639
matlab_0126,-1493.3469417309232,-379.95518710817669
matlab_0127,-1832.3568814822777,-462.57757176686687
matlab_0128,-2264.8088147829394,-563.86889181266679
matlab_0129,-2824.2292438158443,-689.33520121490176
matlab_0130,-3559.8595412700315,-846.6362359997047
matlab_0131,-4546.1503721967438,-1046.6827836829673
matlab_0132,-5899.5719989010113,-1305.4519776693094
matlab_0133,-7809.8910557897334,-1647.1178431640826
matlab_0134,-10601.931014108832,-2109.7237934198979
matlab_0135,-14866.737216811236,-2756.094037003375
matlab_0136,-21766.777942885561,-3696.4272944490326
matlab_0137,-33835.32687123806,-5139.6504604531547
matlab_0138,-57434.735531490391,-7525.2575476528391
matlab_0139,-112299.6870334235,-11922.802350550724
matlab_0140,-285711.93043340376,-21562.328268282548
matlab_0141,-1419595.5199176504,-49236.558964503805
matlab_0142,-1419595.5199176504,-49236.558964503805
matlab_0143,-285711.93043340376,-21562.328268282548
matlab_0144,-112299.6870334235,-11922.802350550724
matlab_0145,-57434.735531490391,-7525.2575476528391
matlab_0146,-33835.32687123806,-5139.6504604531547
matlab_0147,-21766.777942885561,-3696.4272944490326
matlab_0148,-14866.737216811236,-2756.094037003375
matlab_0149,-10601.931014108832,-2109.7237934198979
matlab_0150,-7809.8910557897334,-1647.1178431640826
matlab_0151,-5899.5719989010113,-1305.4519776693094
matlab_0152,-4546.1503721967438,-1046.6827836829673
matlab_0153,-3559.8595412700315,-846.6362359997047
matlab_0154,-2824.2292438158443,-689.33520121490176
matlab_0155,-2264.8088147829394,-563.86889181266679
matlab_0156,-1832.3568814822777,-462.57757176686687
matlab_0157,-1493.3469417309232,-379.95518710817669
matlab_0158,-1224.3749073485612,-311.96200253502639
matlab_0159,-1008.744106338987,-255.58064462251275
matlab_0160,-834.31367770459258,-208.52158310680738
matlab_0161,-692.10529652606067,-169.02309553604525
matlab_0162,-575.378845398664,-135.71253960397377
matlab_0163,-479.00583790667486,-107.50833444659067
matlab_0164,-399.03640233067136,-83.549536782870916
matlab_0165,-332.39478253508776,-63.144473124370862
matlab_0166,-276.66181435817742,-45.732754518352479
matlab_0167,-229.91729208798407,-30.856834172335642
matlab_0168,-190.62423058732975,-18.140465562800546
matlab_0169,-157.54286169901007,-7.272214517012884
matlab_0170,-129.66601568190282,2.0072833379898816
matlab_0171,-106.17007217525077,9.9152592426013246
matlab_0172,-86.377375634204327,16.634624689281797
matlab_0173,-69.727181546927696,22.32016301697972
matlab_0174,-55.753012684229468,27.103471472110421
matlab_0175,-44.064875847418001,31.096932732633285
matlab_0176,-34.335195601258185,34.396926884686252
matlab_0177,-26.28761320632999,37.086444761918223
matlab_0178,-19.688010697034496,39.237226340905458
matlab_0179,-14.337275184861108,40.911519989690653
matlab_0180,-10.065433146250726,42.163537287145729
matlab_0181,-6.7268699422335398,43.040662081576947
matlab_0182,-4.1964140488827422,43.584460150259403
matlab_0183,-2.3661140997123393,43.831526321461737
matlab_0184,-1.1425739069841738,43.814198541081794
matlab_0185,-0.44473907382198696,43.561162600495926
matlab_0186,-0.20205077585028033,43.09796671357882
matlab_0187,-0.35289935608934564,42.447461556568719
matlab_0188,-0.8433237080941105,41.630178551552781
matlab_0189,-1.6259128913498293,40.664656921328366
matlab_0190,-2.6588746841117668,39.567728247250209
matlab_0191,-3.9052423266685818,38.354765828302114
matlab_0192,-5.3321959179784271,37.039904996957134
matlab_0193,-6.9104790875794482,35.63623964016621
matlab_0194,-8.6138948924497445,34.155999459923827
matlab_0195,-10.418867554222256,32.610711955494324
matlab_0196,-12.304058786063917,31.011352695120351
matlab_0197,-14.250029160902658,29.368487152355613
matlab_0198,-16.238936320181558,27.692407200625386
matlab_0199,-18.254262873003789,25.993265284268844
matlab_0200,-20.28056763204172,24.281209315633088
