sample_id,fx,fy
matlab_0000,199.99881276287579,-3.3391333188193983
matlab_0001,183.64903811492286,3.5463007810693332
matlab_0002,211.64095579354591,13.857872443105968
matlab_0003,315.311128053441,37.5178893804203
matlab_0004,686.52558531571935,125.89595954534919
matlab_0005,5395.8354412234066,1544.9731983698971
matlab_0006,5395.8354412234066,1544.9731983698971
matlab_0007,686.52558531571935,125.89595954534919
matlab_0008,315.311128053441,37.5178893804203
matlab_0009,211.64095579354591,13.857872443105968
matlab_0010,183.64903811492286,3.5463007810693332
matlab_0011,199.99881276287607,-3.3391333188193735
matlab_0012,267.77086457228683,-10.932632876328883
matlab_0013,433.9709127849211,-24.149399988725765
matlab_0014,868.29631489347878,-56.967472083552174
matlab_0015,2426.2185906377072,-180.86477669507445
matlab_0016,17312.264890825576,-1488.1588644510969
matlab_0017,17312.264890825576,-1488.1588644510969
matlab_0018,2426.2185906377072,-180.86477669507445
matlab_0019,868.29631489347878,-56.967472083552174
matlab_0020,433.9709127849211,-24.149399988725765
matlab_0021,267.77086457228683,-10.932632876328883
matlab_0022,199.99881276287607,-3.3391333188193735
