Time,Device name,Chip Time(),Acceleration X(g),Acceleration Y(g),Acceleration Z(g),Angular velocity X(°/s),Angular velocity Y(°/s),Angular velocity Z(°/s),Angle X(°),Angle Y(°),Angle Z(°),Magnetic field X(ʯt),Magnetic field Y(ʯt),Magnetic field Z(ʯt),Temperature(℃),Pressure(Pa),Height(m),Longitude(),Latitude(),GPS ground speed(km),Angle of course(°),GPS height(m),Number of satellites(),Position location(),Horizontal position(),Vertical position(),Quaternions 0(),Quaternions 1(),Quaternions 2(),Quaternions 3()
 19:05:56.549,COM16, 2000-00-00 00:25:59.660, 0.099, 0.040, 0.946, -11.353, -4.883, 39.185, -2.813, -1.318, 7.438, -0.020, 26.760, -39.680, 31.34,,,,,,,,,,,,,,,,
 19:05:56.549,COM16, 2000-00-00 00:25:59.670, 0.099, -0.125, 1.070, -9.705, -8.728, 38.452, -2.906, -1.384, 7.795, 0.020, 26.973, -39.693, 31.31,,,,,,,,,,,,,,,,
 19:05:56.564,COM13, 2000-00-00 00:27:17.735, -0.066, -0.010, 0.975, -9.277, -0.610, 86.609, 3.032, 6.004, 136.329, -33.840, -47.873, -165.800, 31.29,,,,,,,,,,,,,,,,
 19:05:56.564,COM13, 2000-00-00 00:27:17.755, -0.055, -0.029, 0.973, -5.859, 0.122, 83.862, 3.032, 5.955, 138.027, -32.733, -50.767, -159.067, 31.32,,,,,,,,,,,,,,,,
 19:05:56.595,COM16, 2000-00-00 00:25:59.680, -0.065, -0.125, 1.070, -9.705, -8.728, 38.452, -3.010, -1.450, 8.146, 0.047, 27.160, -39.680, 31.31,,,,,,,,,,,,,,,,
 19:05:56.595,COM16, 2000-00-00 00:25:59.690, -0.065, 0.000, 0.958, 5.554, 5.005, 37.903, -2.955, -1.379, 8.487, 0.060, 27.340, -39.667, 31.36,,,,,,,,,,,,,,,,
 19:05:56.595,COM14, 2000-00-06 17:25:57.298, 0.027, -0.096, 1.104, -0.610, -2.563, 38.940, -0.846, -0.648, 37.090, -19.900, 37.553, -28.580, 31.52,,,,,,,,,,,,,,,,
 19:05:56.595,COM14, 2000-00-06 17:25:57.318, 0.083, -0.120, 1.014, 1.465, -0.977, 38.757, -0.873, -0.670, 37.864, -18.980, 36.740, -27.960, 31.46,,,,,,,,,,,,,,,,
 19:05:56.595,COM14, 2000-00-06 17:25:57.338, 0.050, -0.066, 1.118, 2.991, -0.427, 36.682, -0.868, -0.687, 38.600, -17.253, 35.973, -27.340, 31.50,,,,,,,,,,,,,,,,
 19:05:56.596,COM13, 2000-00-00 00:27:17.775, -0.069, 0.036, 1.022, -1.526, 1.587, 85.083, 3.109, 5.933, 139.724, -32.440, -52.833, -153.220, 31.26,,,,,,,,,,,,,,,,
 19:05:56.610,COM13, 2000-00-00 00:27:17.795, -0.063, 0.048, 1.038, -4.456, -1.404, 85.632, 3.164, 5.872, 141.438, -31.553, -54.693, -146.300, 31.28,,,,,,,,,,,,,,,,
 19:05:56.610,COM14, 2000-00-06 17:25:57.358, 0.017, -0.086, 0.902, 2.319, -0.671, 33.630, -0.873, -0.709, 39.271, -16.060, 35.240, -26.940, 31.50,,,,,,,,,,,,,,,,
 19:05:56.610,COM14, 2000-00-06 17:25:57.378, 0.057, -0.105, 0.980, 2.014, -0.671, 30.884, -0.890, -0.731, 39.886, -15.427, 34.473, -26.713, 31.49,,,,,,,,,,,,,,,,
 19:05:56.611,COM16, 2000-00-00 00:25:59.700, -0.024, 0.000, 0.958, 5.554, 5.005, 37.903, -2.900, -1.307, 8.817, 0.033, 27.513, -39.627, 31.36,,,,,,,,,,,,,,,,
 19:05:56.611,COM16, 2000-00-00 00:25:59.710, -0.024, 0.120, 1.041, -0.916, -2.380, 35.278, -2.906, -1.307, 9.124, -0.020, 27.647, -39.573, 31.34,,,,,,,,,,,,,,,,
 19:05:56.611,COM16, 2000-00-00 00:25:59.720, -0.125, 0.120, 1.041, -0.916, -2.380, 35.278, -2.906, -1.307, 9.421, -0.093, 27.720, -39.500, 31.34,,,,,,,,,,,,,,,,
 19:05:56.626,COM14, 2000-00-06 17:25:57.398, 0.067, -0.074, 1.067, 2.991, 0.854, 30.518, -0.884, -0.725, 40.496, -14.107, 33.533, -26.240, 31.50,,,,,,,,,,,,,,,,
 19:05:56.641,COM14, 2000-00-06 17:25:57.418, -0.027, -0.053, 1.012, 3.174, -0.061, 29.602, -0.873, -0.742, 41.089, -13.040, 32.673, -25.693, 31.50,,,,,,,,,,,,,,,,
 19:05:56.641,COM13, 2000-00-00 00:27:17.815, 0.000, 0.029, 0.953, -6.226, -2.136, 83.374, 3.181, 5.784, 143.119, -30.400, -56.107, -138.873, 31.30,,,,,,,,,,,,,,,,
 19:05:56.641,COM13, 2000-00-00 00:27:17.835, -0.058, 0.084, 0.943, -4.089, 2.136, 85.876, 3.219, 5.757, 144.827, -29.653, -56.940, -132.853, 31.28,,,,,,,,,,,,,,,,
 19:05:56.641,COM16, 2000-00-00 00:25:59.730, -0.125, 0.030, 0.957, -5.981, -6.165, 31.555, -2.950, -1.340, 9.679, -0.133, 27.767, -39.480, 31.33,,,,,,,,,,,,,,,,
 19:05:56.641,COM16, 2000-00-00 00:25:59.740, 0.038, 0.030, 0.957, -5.981, -6.165, 31.555, -2.994, -1.373, 9.926, -0.187, 27.793, -39.520, 31.33,,,,,,,,,,,,,,,,
 19:05:56.641,COM16, 2000-00-00 00:25:59.750, 0.038, -0.108, 1.017, 6.348, 4.822, 30.701, -2.922, -1.296, 10.168, 0.367, 27.820, -39.507, 31.34,,,,,,,,,,,,,,,,
 19:05:56.657,COM16, 2000-00-00 00:25:59.760, 0.019, -0.108, 1.017, 6.348, 4.822, 30.701, -2.845, -1.219, 10.410, 0.807, 27.847, -39.427, 31.34,,,,,,,,,,,,,,,,
 19:05:56.657,COM16, 2000-00-00 00:25:59.770, 0.019, 0.013, 0.985, 4.395, 2.014, 30.212, -2.796, -1.176, 10.657, 1.147, 27.880, -39.353, 31.34,,,,,,,,,,,,,,,,
 19:05:56.657,COM16, 2000-00-00 00:25:59.780, 0.047, 0.013, 0.985, 4.395, 2.014, 30.212, -2.741, -1.132, 10.909, 1.407, 27.933, -39.327, 31.34,,,,,,,,,,,,,,,,
 19:05:56.673,COM16, 2000-00-00 00:25:59.790, 0.047, -0.047, 0.985, -6.836, -7.751, 29.236, -2.802, -1.187, 11.157, 1.593, 27.967, -39.280, 31.34,,,,,,,,,,,,,,,,
 19:05:56.673,COM16, 2000-00-00 00:25:59.800, -0.062, -0.047, 0.985, -6.836, -7.751, 29.236, -2.862, -1.247, 11.409, 1.713, 27.967, -39.180, 31.34,,,,,,,,,,,,,,,,
 19:05:56.673,COM14, 2000-00-06 17:25:57.438, 0.002, -0.096, 0.885, 2.380, -1.892, 29.602, -0.879, -0.786, 41.677, -12.740, 32.147, -25.653, 31.51,,,,,,,,,,,,,,,,
 19:05:56.673,COM14, 2000-00-06 17:25:57.458, 0.102, -0.162, 0.955, -1.282, -0.061, 29.419, -0.967, -0.791, 42.264, -12.113, 30.633, -25.287, 31.51,,,,,,,,,,,,,,,,
 19:05:56.674,COM13, 2000-00-00 00:27:17.855, -0.091, 0.088, 0.939, -8.728, 7.141, 87.830, 3.214, 5.817, 146.580, -29.233, -57.367, -126.153, 31.30,,,,,,,,,,,,,,,,
 19:05:56.688,COM16, 2000-00-00 00:25:59.810, -0.062, -0.149, 1.040, -2.869, -1.221, 29.602, -2.889, -1.236, 11.662, 1.787, 27.933, -39.113, 31.34,,,,,,,,,,,,,,,,
 19:05:56.688,COM16, 2000-00-00 00:25:59.820, -0.025, -0.149, 1.040, -2.869, -1.221, 29.602, -2.917, -1.219, 11.904, 1.847, 27.900, -39.167, 31.34,,,,,,,,,,,,,,,,
 19:05:56.688,COM16, 2000-00-00 00:25:59.830, -0.025, 0.036, 0.987, 6.348, 8.240, 28.625, -2.851, -1.115, 12.134, 1.867, 27.893, -39.240, 31.34,,,,,,,,,,,,,,,,
 19:05:56.704,COM13, 2000-00-00 00:27:17.875, -0.079, -0.036, 1.062, -8.545, 5.981, 85.693, 3.181, 5.889, 148.310, -28.047, -57.427, -119.560, 31.26,,,,,,,,,,,,,,,,
 19:05:56.704,COM14, 2000-00-06 17:25:57.478, 0.082, -0.032, 0.984, -0.122, -1.526, 27.222, -1.027, -0.824, 42.808, -11.527, 29.513, -25.227, 31.49,,,,,,,,,,,,,,,,
 19:05:56.704,COM14, 2000-00-06 17:25:57.498, 0.018, -0.061, 1.140, 1.892, -0.854, 24.902, -1.044, -0.857, 43.308, -10.447, 28.100, -25.213, 31.51,,,,,,,,,,,,,,,,
 19:05:56.720,COM13, 2000-00-00 00:27:17.895, -0.047, 0.000, 1.063, -7.019, 0.244, 83.679, 3.170, 5.872, 149.996, -26.787, -57.060, -112.773, 31.30,,,,,,,,,,,,,,,,
 19:05:56.736,COM14, 2000-00-06 17:25:57.518, 0.039, -0.097, 0.981, 3.479, 0.488, 22.644, -1.022, -0.857, 43.759, -10.220, 27.033, -25.307, 31.52,,,,,,,,,,,,,,,,
 19:05:56.736,COM16, 2000-00-00 00:25:59.840, -0.019, 0.036, 0.987, 6.348, 8.240, 28.625, -2.785, -1.011, 12.360, 1.833, 27.893, -39.260, 31.34,,,,,,,,,,,,,,,,
 19:05:56.736,COM16, 2000-00-00 00:25:59.850, -0.019, 0.078, 0.922, -8.606, -7.080, 25.513, -2.862, -1.055, 12.563, 1.800, 27.853, -39.240, 31.36,,,,,,,,,,,,,,,,
 19:05:56.736,COM16, 2000-00-00 00:25:59.860, -0.039, 0.078, 0.922, -8.606, -7.080, 25.513, -2.933, -1.104, 12.761, 1.807, 27.787, -39.320, 31.36,,,,,,,,,,,,,,,,
 19:05:56.736,COM16, 2000-00-00 00:25:59.870, -0.039, -0.009, 1.025, -6.348, -6.531, 23.926, -2.983, -1.143, 12.942, 1.813, 27.720, -39.380, 31.36,,,,,,,,,,,,,,,,
 19:05:56.751,COM16, 2000-00-00 00:25:59.880, -0.025, -0.009, 1.025, -6.348, -6.531, 23.926, -3.032, -1.187, 13.118, 1.793, 27.653, -39.360, 31.36,,,,,,,,,,,,,,,,
 19:05:56.768,COM14, 2000-00-06 17:25:57.538, 0.023, -0.057, 0.981, 1.831, 1.221, 20.691, -1.033, -0.846, 44.171, -9.613, 26.073, -25.300, 31.47,,,,,,,,,,,,,,,,
 19:05:56.768,COM13, 2000-00-00 00:27:17.915, -0.050, 0.006, 0.997, -2.808, -2.563, 84.839, 3.219, 5.784, 151.694, -25.827, -56.693, -107.193, 31.27,,,,,,,,,,,,,,,,
 19:05:56.768,COM13, 2000-00-00 00:27:17.935, -0.042, 0.039, 0.926, -5.371, 0.000, 82.886, 3.246, 5.718, 153.364, -24.360, -56.040, -100.453, 31.30,,,,,,,,,,,,,,,,
 19:05:56.784,COM14, 2000-00-06 17:25:57.558, 0.075, -0.109, 0.955, 0.793, 0.427, 18.982, -1.071, -0.846, 44.550, -9.013, 25.100, -25.560, 31.49,,,,,,,,,,,,,,,,
 19:05:56.784,COM13, 2000-00-00 00:27:17.955, -0.064, 0.037, 1.002, -3.845, 2.258, 82.642, 3.285, 5.702, 155.017, -23.900, -54.707, -95.707, 31.28,,,,,,,,,,,,,,,,
 19:05:56.784,COM16, 2000-00-00 00:25:59.890, -0.025, -0.010, 1.034, 9.399, 6.775, 21.606, -2.922, -1.093, 13.266, 1.753, 27.620, -39.373, 31.30,,,,,,,,,,,,,,,,
 19:05:56.799,COM16, 2000-00-00 00:25:59.900, -0.066, -0.010, 1.034, 9.399, 6.775, 21.606, -2.818, -1.005, 13.409, 1.713, 27.633, -39.453, 31.30,,,,,,,,,,,,,,,,
 19:05:56.799,COM16, 2000-00-00 00:25:59.910, -0.066, 0.055, 0.998, 5.737, 4.028, 19.897, -2.747, -0.945, 13.535, 1.667, 27.667, -39.513, 31.33,,,,,,,,,,,,,,,,
 19:05:56.799,COM16, 2000-00-00 00:25:59.920, -0.023, 0.055, 0.998, 5.737, 4.028, 19.897, -2.670, -0.879, 13.656, 1.607, 27.667, -39.553, 31.33,,,,,,,,,,,,,,,,
 19:05:56.799,COM13, 2000-00-00 00:27:17.975, -0.031, 0.061, 1.023, -7.446, 0.610, 83.435, 3.279, 5.669, 156.687, -22.727, -52.767, -89.747, 31.29,,,,,,,,,,,,,,,,
 19:05:56.815,COM13, 2000-00-00 00:27:17.995, -0.051, 0.063, 0.964, -5.737, 0.793, 85.510, 3.285, 5.625, 158.390, -21.613, -50.687, -84.447, 31.29,,,,,,,,,,,,,,,,
 19:05:56.815,COM16, 2000-00-00 00:25:59.930, -0.023, -0.084, 0.983, -6.104, -5.188, 18.066, -2.714, -0.912, 13.760, 1.553, 27.647, -39.567, 31.33,,,,,,,,,,,,,,,,
 19:05:56.815,COM14, 2000-00-06 17:25:57.578, 0.045, -0.083, 1.057, 1.831, -0.488, 18.433, -1.082, -0.868, 44.918, -8.820, 24.280, -25.747, 31.50,,,,,,,,,,,,,,,,
 19:05:56.815,COM14, 2000-00-06 17:25:57.598, 0.021, -0.080, 0.911, 1.587, 0.488, 18.860, -1.104, -0.873, 45.297, -8.673, 23.033, -26.033, 31.52,,,,,,,,,,,,,,,,
 19:05:56.830,COM16, 2000-00-00 00:25:59.940, 0.093, -0.084, 0.983, -6.104, -5.188, 18.066, -2.763, -0.939, 13.865, 1.500, 27.627, -39.553, 31.33,,,,,,,,,,,,,,,,
 19:05:56.830,COM16, 2000-00-00 00:25:59.950, 0.093, -0.097, 1.014, -2.380, -1.770, 18.738, -2.774, -0.934, 13.980, 1.440, 27.607, -39.520, 31.33,,,,,,,,,,,,,,,,
 19:05:56.830,COM16, 2000-00-00 00:25:59.960, -0.034, -0.097, 1.014, -2.380, -1.770, 18.738, -2.791, -0.939, 14.101, 1.380, 27.580, -39.520, 31.33,,,,,,,,,,,,,,,,
 19:05:56.846,COM13, 2000-00-00 00:27:18.015, -0.085, -0.018, 0.979, -5.249, 4.700, 85.083, 3.312, 5.641, 160.098, -20.500, -48.407, -79.753, 31.29,,,,,,,,,,,,,,,,
 19:05:56.846,COM13, 2000-00-00 00:27:18.035, -0.023, 0.044, 0.992, -5.310, 3.601, 83.252, 3.329, 5.663, 161.779, -19.107, -46.287, -75.107, 31.30,,,,,,,,,,,,,,,,
 19:05:56.846,COM14, 2000-00-06 17:25:57.618, 0.085, -0.037, 1.015, 0.000, -0.732, 17.517, -1.148, -0.901, 45.643, -8.540, 22.253, -26.260, 31.49,,,,,,,,,,,,,,,,
 19:05:56.846,COM16, 2000-00-00 00:25:59.970, -0.034, -0.019, 0.994, 4.028, 2.014, 18.677, -2.741, -0.901, 14.211, 1.347, 27.553, -39.587, 31.35,,,,,,,,,,,,,,,,
 19:05:56.846,COM16, 2000-00-00 00:25:59.980, -0.113, -0.019, 0.994, 4.028, 2.014, 18.677, -2.697, -0.862, 14.326, 1.320, 27.533, -39.633, 31.35,,,,,,,,,,,,,,,,
 19:05:56.846,COM16, 2000-00-00 00:25:59.990, -0.113, 0.138, 0.969, -3.418, -1.648, 15.503, -2.719, -0.862, 14.403, 1.280, 27.553, -39.593, 31.37,,,,,,,,,,,,,,,,
 19:05:56.861,COM14, 2000-00-06 17:25:57.638, 0.022, -0.094, 0.994, 0.061, -0.061, 14.404, -1.192, -0.917, 45.934, -8.453, 21.613, -26.540, 31.49,,,,,,,,,,,,,,,,
 19:05:56.876,COM16, 2000-00-00 00:26:00.000, 0.086, 0.138, 0.969, -3.418, -1.648, 15.503, -2.736, -0.857, 14.480, 1.873, 27.560, -39.473, 31.37,,,,,,,,,,,,,,,,
 19:05:56.876,COM13, 2000-00-00 00:27:18.055, -0.128, 0.089, 1.046, -6.287, 1.770, 85.632, 3.340, 5.652, 163.482, -18.180, -43.733, -71.253, 31.28,,,,,,,,,,,,,,,,
 19:05:56.892,COM16, 2000-00-00 00:26:00.010, 0.086, -0.208, 1.030, -5.615, -2.747, 13.794, -2.774, -0.868, 14.546, 2.340, 27.520, -39.413, 31.35,,,,,,,,,,,,,,,,
 19:05:56.892,COM16, 2000-00-00 00:26:00.020, -0.062, -0.208, 1.030, -5.615, -2.747, 13.794, -2.823, -0.879, 14.628, 2.693, 27.473, -39.420, 31.35,,,,,,,,,,,,,,,,
 19:05:56.892,COM16, 2000-00-00 00:26:00.030, -0.062, 0.036, 1.003, 6.592, 1.953, 13.855, -2.752, -0.846, 14.711, 2.980, 27.440, -39.400, 31.31,,,,,,,,,,,,,,,,
 19:05:56.892,COM14, 2000-00-06 17:25:57.658, 0.121, -0.136, 1.109, 0.977, -0.061, 14.282, -1.219, -0.934, 46.214, -8.333, 20.740, -26.800, 31.51,,,,,,,,,,,,,,,,
 19:05:56.892,COM14, 2000-00-06 17:25:57.678, 0.002, -0.042, 0.895, 2.258, 0.854, 12.390, -1.219, -0.934, 46.461, -8.273, 20.240, -27.160, 31.49,,,,,,,,,,,,,,,,
 19:05:56.907,COM16, 2000-00-00 00:26:00.040, 0.021, 0.036, 1.003, 6.592, 1.953, 13.855, -2.675, -0.807, 14.788, 3.207, 27.433, -39.347, 31.31,,,,,,,,,,,,,,,,
 19:05:56.907,COM13, 2000-00-00 00:27:18.075, 0.020, -0.012, 1.023, -6.287, -1.465, 84.839, 3.345, 5.581, 165.185, -16.713, -40.987, -67.060, 31.28,,,,,,,,,,,,,,,,
 19:05:56.907,COM13, 2000-00-00 00:27:18.095, -0.071, 0.103, 0.955, -4.700, 0.061, 86.853, 3.373, 5.521, 166.915, -16.373, -38.580, -64.220, 31.26,,,,,,,,,,,,,,,,
 19:05:56.923,COM14, 2000-00-06 17:25:57.698, 0.066, -0.142, 1.052, 2.014, 0.549, 11.169, -1.230, -0.945, 46.686, -8.107, 19.860, -27.740, 31.49,,,,,,,,,,,,,,,,
 19:05:56.939,COM13, 2000-00-00 00:27:18.115, -0.076, -0.001, 0.967, -8.484, 2.380, 85.571, 3.351, 5.499, 168.635, -15.300, -36.020, -60.640, 31.31,,,,,,,,,,,,,,,,
 19:05:56.954,COM13, 2000-00-00 00:27:18.135, -0.021, 0.041, 0.985, -6.409, 3.052, 84.717, 3.340, 5.504, 170.338, -14.960, -33.200, -58.033, 31.29,,,,,,,,,,,,,,,,
 19:05:56.970,COM14, 2000-00-06 17:25:57.718, 0.089, 0.022, 0.916, 0.854, 0.244, 10.803, -1.252, -0.956, 46.901, -8.027, 18.967, -28.220, 31.49,,,,,,,,,,,,,,,,
 19:05:56.970,COM16, 2000-00-00 00:26:00.050, 0.021, -0.050, 0.985, -0.916, 1.160, 11.353, -2.675, -0.786, 14.848, 3.347, 27.427, -39.220, 31.36,,,,,,,,,,,,,,,,
 19:05:56.986,COM16, 2000-00-00 00:26:00.060, -0.007, -0.050, 0.985, -0.916, 1.160, 11.353, -2.675, -0.758, 14.908, 3.460, 27.407, -39.107, 31.36,,,,,,,,,,,,,,,,
 19:05:56.986,COM16, 2000-00-00 00:26:00.070, -0.007, -0.067, 0.989, 2.136, -1.343, 11.414, -2.648, -0.758, 14.974, 3.547, 27.393, -39.113, 31.31,,,,,,,,,,,,,,,,
 19:05:56.986,COM16, 2000-00-00 00:26:00.080, -0.013, -0.067, 0.989, 2.136, -1.343, 11.414, -2.620, -0.758, 15.040, 3.633, 27.340, -39.127, 31.31,,,,,,,,,,,,,,,,
 19:05:56.986,COM14, 2000-00-06 17:25:57.738, 0.034, -0.088, 1.104, -0.732, 0.854, 8.545, -1.307, -0.961, 47.071, -8.513, 18.433, -28.653, 31.52,,,,,,,,,,,,,,,,
 19:05:56.986,COM14, 2000-00-06 17:25:57.758, 0.118, 0.025, 0.934, 2.136, -1.404, 8.789, -1.291, -1.011, 47.247, -8.213, 18.007, -28.960, 31.49,,,,,,,,,,,,,,,,
 19:05:56.987,COM13, 2000-00-00 00:27:18.155, -0.090, -0.005, 1.084, -5.676, 0.732, 86.121, 3.345, 5.471, 172.057, -13.960, -30.527, -54.933, 31.29,,,,,,,,,,,,,,,,
 19:05:56.987,COM13, 2000-00-00 00:27:18.175, 0.012, 0.054, 0.931, -3.418, -0.305, 84.595, 3.389, 5.416, 173.760, -13.580, -28.107, -53.313, 31.33,,,,,,,,,,,,,,,,
 19:05:57.001,COM16, 2000-00-00 00:26:00.090, -0.013, 0.094, 1.040, -1.770, 0.244, 9.338, -2.631, -0.747, 15.090, 3.713, 27.273, -39.047, 31.30,,,,,,,,,,,,,,,,
 19:05:57.001,COM16, 2000-00-00 00:26:00.100, 0.088, 0.094, 1.040, -1.770, 0.244, 9.338, -2.637, -0.731, 15.134, 3.767, 27.220, -38.987, 31.30,,,,,,,,,,,,,,,,
 19:05:57.016,COM14, 2000-00-06 17:25:57.778, -0.009, -0.045, 1.051, 1.282, 1.587, 6.775, -1.291, -1.011, 47.379, -9.113, 17.780, -29.440, 31.50,,,,,,,,,,,,,,,,
 19:05:57.016,COM14, 2000-00-06 17:25:57.798, 0.122, -0.103, 0.937, 1.038, 0.061, 6.592, -1.302, -1.033, 47.510, -8.947, 17.727, -29.833, 31.48,,,,,,,,,,,,,,,,
 19:05:57.016,COM13, 2000-00-00 00:27:18.195, -0.108, 0.048, 1.014, -5.859, 1.648, 85.999, 3.406, 5.383, 175.474, -12.467, -25.100, -50.507, 31.28,,,,,,,,,,,,,,,,
 19:05:57.017,COM16, 2000-00-00 00:26:00.110, 0.088, -0.113, 0.931, 3.235, 0.916, 8.728, -2.593, -0.714, 15.172, 3.793, 27.180, -39.040, 31.35,,,,,,,,,,,,,,,,
 19:05:57.017,COM16, 2000-00-00 00:26:00.120, -0.050, -0.113, 0.931, 3.235, 0.916, 8.728, -2.549, -0.698, 15.222, 3.833, 27.133, -39.067, 31.35,,,,,,,,,,,,,,,,
 19:05:57.017,COM16, 2000-00-00 00:26:00.130, -0.050, 0.166, 1.063, -4.883, -2.808, 7.813, -2.587, -0.720, 15.260, 3.887, 27.067, -39.020, 31.29,,,,,,,,,,,,,,,,
 19:05:57.017,COM16, 2000-00-00 00:26:00.140, 0.095, 0.166, 1.063, -4.883, -2.808, 7.813, -2.620, -0.742, 15.298, 3.893, 27.013, -39.033, 31.29,,,,,,,,,,,,,,,,
 19:05:57.047,COM16, 2000-00-00 00:26:00.150, 0.095, -0.190, 0.982, 7.507, 3.540, 6.836, -2.527, -0.698, 15.326, 3.867, 26.980, -39.093, 31.33,,,,,,,,,,,,,,,,
 19:05:57.047,COM16, 2000-00-00 00:26:00.160, -0.089, -0.190, 0.982, 7.507, 3.540, 6.836, -2.444, -0.665, 15.353, 3.880, 26.940, -39.100, 31.33,,,,,,,,,,,,,,,,
 19:05:57.047,COM16, 2000-00-00 00:26:00.170, -0.089, 0.153, 0.993, -0.061, -0.244, 5.676, -2.439, -0.665, 15.375, 3.907, 26.920, -39.020, 31.34,,,,,,,,,,,,,,,,
 19:05:57.047,COM14, 2000-00-06 17:25:57.818, 0.066, 0.066, 1.023, 0.977, -0.244, 5.005, -1.296, -1.060, 47.609, -8.980, 17.667, -30.167, 31.50,,,,,,,,,,,,,,,,
 19:05:57.063,COM16, 2000-00-00 00:26:00.180, 0.141, 0.153, 0.993, -0.061, -0.244, 5.676, -2.422, -0.659, 15.386, 3.880, 26.900, -38.947, 31.34,,,,,,,,,,,,,,,,
 19:05:57.063,COM16, 2000-00-00 00:26:00.190, 0.141, -0.138, 1.036, -8.057, -5.188, 4.639, -2.488, -0.709, 15.397, 3.860, 27.180, -38.900, 31.30,,,,,,,,,,,,,,,,
 19:05:57.063,COM16, 2000-00-00 00:26:00.200, -0.041, -0.138, 1.036, -8.057, -5.188, 4.639, -2.554, -0.758, 15.414, 3.860, 27.693, -38.847, 31.30,,,,,,,,,,,,,,,,
 19:05:57.063,COM14, 2000-00-06 17:25:57.838, 0.053, -0.199, 0.981, -0.244, 1.099, 4.822, -1.329, -1.071, 47.703, -9.107, 17.633, -30.467, 31.50,,,,,,,,,,,,,,,,
 19:05:57.063,COM13, 2000-00-00 00:27:18.215, -0.009, 0.001, 0.974, -5.005, 1.770, 84.351, 3.422, 5.356, 177.171, -12.113, -22.720, -48.707, 31.33,,,,,,,,,,,,,,,,
 19:05:57.063,COM13, 2000-00-00 00:27:18.235, -0.063, 0.113, 0.977, -7.263, 2.441, 85.693, 3.406, 5.345, 178.879, -10.747, -19.767, -46.687, 31.24,,,,,,,,,,,,,,,,
 19:05:57.064,COM13, 2000-00-00 00:27:18.255, -0.065, 0.005, 1.030, -6.958, 2.014, 87.158, 3.395, 5.328, -179.374, -10.380, -17.407, -45.540, 31.25,,,,,,,,,,,,,,,,
 19:05:57.093,COM14, 2000-00-06 17:25:57.858, 0.107, 0.026, 0.990, 1.099, -0.854, 3.723, -1.335, -1.115, 47.780, -9.620, 17.627, -30.833, 31.49,,,,,,,,,,,,,,,,
 19:05:57.093,COM14, 2000-00-06 17:25:57.878, 0.010, 0.066, 1.004, -0.244, 1.099, 3.113, -1.346, -1.126, 47.840, -9.907, 17.547, -31.187, 31.49,,,,,,,,,,,,,,,,
 19:05:57.093,COM16, 2000-00-00 00:26:00.210, -0.041, -0.069, 0.970, 10.254, 6.287, 4.639, -2.444, -0.698, 15.419, 3.833, 28.113, -38.793, 31.32,,,,,,,,,,,,,,,,
 19:05:57.094,COM13, 2000-00-00 00:27:18.275, -0.012, 0.013, 0.973, -7.202, 1.892, 84.473, 3.373, 5.312, -177.665, -9.720, -14.500, -44.533, 31.28,,,,,,,,,,,,,,,,
 19:05:57.110,COM16, 2000-00-00 00:26:00.220, 0.036, -0.069, 0.970, 10.254, 6.287, 4.639, -2.340, -0.637, 15.425, 3.800, 28.453, -38.747, 31.32,,,,,,,,,,,,,,,,
 19:05:57.110,COM16, 2000-00-00 00:26:00.230, 0.036, 0.121, 0.970, -3.479, -1.160, 3.052, -2.362, -0.648, 15.414, 3.780, 28.707, -38.673, 31.30,,,,,,,,,,,,,,,,
 19:05:57.110,COM16, 2000-00-00 00:26:00.240, 0.084, 0.121, 0.970, -3.479, -1.160, 3.052, -2.384, -0.659, 15.403, 3.787, 28.913, -38.607, 31.30,,,,,,,,,,,,,,,,
 19:05:57.125,COM16, 2000-00-00 00:26:00.250, 0.084, -0.032, 1.039, -4.883, -5.676, 2.991, -2.417, -0.720, 15.397, 3.807, 29.067, -38.580, 31.33,,,,,,,,,,,,,,,,
 19:05:57.125,COM14, 2000-00-06 17:25:57.898, 0.123, -0.094, 0.988, 1.221, -0.732, 2.502, -1.335, -1.170, 47.889, -10.067, 17.613, -31.540, 31.48,,,,,,,,,,,,,,,,
 19:05:57.156,COM13, 2000-00-00 00:27:18.295, -0.110, 0.050, 1.009, -5.615, 2.197, 85.876, 3.373, 5.295, -175.952, -9.747, -11.980, -43.607, 31.29,,,,,,,,,,,,,,,,
 19:05:57.156,COM13, 2000-00-00 00:27:18.315, 0.005, -0.007, 1.016, -5.493, 1.587, 84.473, 3.378, 5.273, -174.254, -8.900, -9.893, -42.587, 31.29,,,,,,,,,,,,,,,,
 19:05:57.156,COM16, 2000-00-00 00:26:00.260, -0.010, -0.032, 1.039, -4.883, -5.676, 2.991, -2.455, -0.780, 15.397, 3.827, 29.173, -38.587, 31.33,,,,,,,,,,,,,,,,
 19:05:57.156,COM16, 2000-00-00 00:26:00.270, -0.010, 0.036, 0.990, 3.296, 3.540, 1.709, -2.406, -0.747, 15.375, 3.867, 29.247, -38.560, 31.35,,,,,,,,,,,,,,,,
 19:05:57.156,COM14, 2000-00-06 17:25:57.918, 0.057, 0.098, 1.063, -0.183, 1.221, 1.099, -1.340, -1.176, 47.911, -10.173, 17.653, -31.893, 31.49,,,,,,,,,,,,,,,,
