sample_id,x,y,vx,vy,ax,ay
pmks_positive_0000,2.548,1.958,1.0528318857641918,1.08832060101467,-1.8767768089775272,-0.66705870513668808
pmks_positive_0001,2.5647714794692931,1.9755060480889617,1.0219585329975991,1.0775240290584587,-1.9424765105618573,-0.66841169417229518
pmks_positive_0002,2.5810353964036139,1.9928374591508906,0.99004295498721318,1.0667188795236422,-2.0056874671209868,-0.66814232678702634
pmks_positive_0003,2.5967752364183188,2.00999430054642,0.9571269606347389,1.0559302664987058,-2.0662174095056658,-0.66638973252421196
pmks_positive_0004,2.6119751853587974,2.0269770270582272,0.9232553259233599,1.0451809852996232,-2.1238917223443137,-0.66330137250928967
pmks_positive_0005,2.626620174908008,2.0437864423941279,0.88847549938252635,1.0344913919139989,-2.1785545338154471,-0.65903128214095674
pmks_positive_0006,2.6406959233015259,2.0604236589730158,0.85283729202331759,1.0238793112173594,-2.230069545949017,-0.65373827411162111
pmks_positive_0007,2.6541889709332063,2.0768900564625454,0.81639255598306981,1.0133599743422046,-2.2783206009311798,-0.64758413390344105
pmks_positive_0008,2.6670867107034804,2.0931872395394295,0.77919485614582085,1.0029459850681288,-2.3232119844568313,-0.64073183885693941
pmks_positive_0009,2.6793774130308377,2.1093169953371267,0.74129913894498101,0.99264731461240374,-2.3646684724708971,-0.63334383009069717
pmks_positive_0010,2.6910502455140621,2.1252812510319168,0.70276140241204144,0.98247132374635404,-2.4026351325151594,-0.62558036405767259
pmks_positive_0011,2.7020952872967827,2.1410820319976298,0.66363837131802139,0.97242281075392123,-2.4370768952281163,-0.61759796747086271
pmks_positive_0012,2.7125035382458993,2.1567214209323495,0.62398718097226247,0.96250408339278981,-2.4679779152340933,-0.6095480158463451
pmks_positive_0013,2.7222669231104177,2.1722015183281957,0.58386507290716971,0.95271505272141133,-2.4953407436371058,-0.60157545213065211
pmks_positive_0014,2.731378290876401,2.1875244046187707,0.54332910529929324,0.94305334642078276,-2.5191853365673147,-0.59381765793814933
