sample_id,sweep_id,sweep_index,input_angle_rad,input_direction,time_s,jacobian_condition,eligibility
matlab_0000,matlab_sweep_00,0,1.2727207652088244,1,0,15.975641994396467,eligible
matlab_0001,matlab_sweep_00,1,1.2901740577287677,1,0.01666666666666667,16.24420561055484,eligible
matlab_0002,matlab_sweep_00,2,1.307627350248711,1,0.03333333333333334,17.231587734660348,eligible
matlab_0003,matlab_sweep_00,3,1.3250806427686543,1,0.05000000000000001,19.416166366913004,eligible
matlab_0004,matlab_sweep_00,4,1.3425339352885977,1,0.06666666666666668,24.518721791937885,eligible
matlab_0005,matlab_sweep_00,5,1.359987227808541,1,0.083333333333333343,47.491474956916271,eligible
matlab_0006,matlab_sweep_01,0,1.359987227808541,-1,0.10000000000000002,47.491474956916271,eligible
matlab_0007,matlab_sweep_01,1,1.3425339352885977,-1,0.11666666666666668,24.518721791937885,eligible
matlab_0008,matlab_sweep_01,2,1.3250806427686543,-1,0.13333333333333336,19.416166366913004,eligible
matlab_0009,matlab_sweep_01,3,1.307627350248711,-1,0.15000000000000002,17.231587734660348,eligible
matlab_0010,matlab_sweep_01,4,1.2901740577287677,-1,0.16666666666666669,16.24420561055484,eligible
matlab_0011,matlab_sweep_01,5,1.2727207652088244,-1,0.18333333333333335,15.975641994396526,eligible
matlab_0012,matlab_sweep_01,6,1.2552674726888811,-1,0.20000000000000004,16.294215727785595,eligible
matlab_0013,matlab_sweep_01,7,1.2378141801689377,-1,0.2166666666666667,17.265198588230444,eligible
matlab_0014,matlab_sweep_01,8,1.2203608876489944,-1,0.23333333333333336,19.225755420349888,eligible
matlab_0015,matlab_sweep_01,9,1.2029075951290513,-1,0.25,23.3137542396294,eligible
matlab_0016,matlab_sweep_01,10,1.1854543026091078,-1,0.26666666666666672,35.902712426931267,eligible
matlab_0017,matlab_sweep_02,0,1.1854543026091078,1,0.28333333333333338,35.902712426931267,eligible
matlab_0018,matlab_sweep_02,1,1.2029075951290513,1,0.30000000000000004,23.3137542396294,eligible
matlab_0019,matlab_sweep_02,2,1.2203608876489944,1,0.31666666666666671,19.225755420349888,eligible
matlab_0020,matlab_sweep_02,3,1.2378141801689377,1,0.33333333333333337,17.265198588230444,eligible
matlab_0021,matlab_sweep_02,4,1.2552674726888811,1,0.35000000000000003,16.294215727785595,eligible
matlab_0022,matlab_sweep_02,5,1.2727207652088244,1,0.3666666666666667,15.975641994396526,eligible
