sample_id,position,velocity,acceleration
pmks_negative_0124,2.8244434287187987,2.6639438298007239,6.9641525624814458
pmks_negative_0125,2.7946162071886773,2.7407170896763229,6.9469619927254485
pmks_negative_0126,2.7639426705006693,2.8172938735711526,6.9285413254264876
pmks_negative_0127,2.7324250633917044,2.8936602780383534,6.9088312665619416
pmks_negative_0128,2.7000657876923233,2.9698017391839313,6.8877714483922619
pmks_negative_0129,2.6668674096804219,3.0457030211958491,6.8653004990450643
pmks_negative_0130,2.6328326675572393,3.1213482056636934,6.8413561161892122
pmks_negative_0131,2.5979644790366807,3.1967206817343845,6.8158751448691719
pmks_negative_0132,2.5622659490384629,3.2718031371502572,6.7887936595567524
pmks_negative_0133,2.5257403774750946,3.3465775502162289,6.7600470504633581
pmks_negative_0134,2.4883912671221742,3.4210251827433176,6.7295701141406701
pmks_negative_0135,2.4502223315609699,3.4951265740158739,6.6972971483814545
pmks_negative_0136,2.4112375031817086,3.5688615358300275,6.6631620514148677
pmks_negative_0137,2.3714409412355151,3.6422091486505668,6.6270984253723935
pmks_negative_0138,2.3308370399223746,3.7151477589332398,6.589039683981273
pmks_negative_0139,2.2894304365019975,3.787654977658744,6.5489191644222196
pmks_negative_0140,2.2472260194139713,3.8597076801239787,6.5066702432671972
pmks_negative_0141,2.2042289363930889,3.9312820070349872,6.4622264563915675
pmks_negative_0142,2.1604446025652146,4.0023533669447913,6.4155216227323564
pmks_negative_0143,2.1158787085086148,4.0728964400777645,6.3664899717418226
pmks_negative_0144,2.0705372282652812,4.1428851835803622,6.315066274362116
pmks_negative_0145,2.0244264272862198,4.2122928382360394,6.2611859773233487
pmks_negative_0146,1.977552870294381,4.2810919366798057,6.2047853405436175
pmks_negative_0147,1.9299234290485103,4.349254313145348,6.145801577386008
pmks_negative_0148,1.8815452899907943,4.4167511147747929,6.0841729975037335
pmks_negative_0149,1.8324259617609517,4.4835528145180632,6.0198391519815679
pmks_negative_0150,1.7825732825590432,4.5496292256454698,5.9527409804587492
pmks_negative_0151,1.7319954273391052,4.6149495178935975,5.8828209598962546
pmks_negative_0152,1.6807009148154954,4.6794822352606209,5.81002325463019
pmks_negative_0153,1.6286986142636402,4.7431953154632183,5.7342938673323403
pmks_negative_0154,1.5759977520968473,4.8060561110628983,5.6555807904798341
pmks_negative_0155,1.5226079182006675,4.8680314122650845,5.5738341579177479
pmks_negative_0156,1.4685390720064195,4.9290874713895869,5.4890063960822992
pmks_negative_0157,1.4138015482854034,4.9891900290063269,5.4010523744371524
pmks_negative_0158,1.3584060626455046,5.0483043417249887,5.309929554662725
pmks_negative_0159,1.3023637167120008,5.1063952116223659,5.2155981381272039
pmks_negative_0160,1.245686002974659,5.1634270172856951,5.1180212111593697
pmks_negative_0161,1.1883848092833571,5.2193637464451079,5.0171648876365529
pmks_negative_0162,1.1304724229749052,5.2741690301627964,4.9129984483970812
pmks_negative_0163,1.0719615346141051,5.3278061785411914,4.8054944769848742
pmks_negative_0164,1.0128652413324748,5.3802382179068875,4.6946289912346693
pmks_negative_0165,0.95319704974863417,5.431427929421778,4.580381570210136
pmks_negative_0166,0.89297087845488332,5.4813378890673832,4.4627354760132718
pmks_negative_0167,0.83220106005516503,5.5299305089431821,4.3416777699926623
pmks_negative_0168,0.77090234274021729,5.5771680798145464,4.217199422889844
pmks_negative_0169,0.70908989138651646,5.6230128148409362,4.0892954184776222
pmks_negative_0170,0.6467792881664256,5.667426894410065,3.9579648502615337
pmks_negative_0171,0.58398653265771938,5.7103725119992745,3.823211010835287
pmks_negative_0172,0.52072804144160867,5.7518119209808205,3.6850414735036487
pmks_negative_0173,0.45702064717939028,5.7917074822837309,3.54346816581117
pmks_negative_0174,0.39288159715866944,5.8300217128210132,3.3985074346421489
pmks_negative_0175,0.3283285513012324,5.8667173345875234,3.2501801025867936
