sample_id,time_s,theta_rad,omega_rad_s,alpha_rad_s2
motiongen_0915,15.25,0.55200000000000005,1.581,0
motiongen_0916,15.266999999999999,0.57899999999999996,1.581,0
motiongen_0917,15.282999999999999,0.60499999999999998,1.581,0
motiongen_0918,15.300000000000001,0.63100000000000001,1.581,0
motiongen_0919,15.317,0.65800000000000003,1.581,0
motiongen_0920,15.333,0.68400000000000005,1.581,0
motiongen_0921,15.35,0.71099999999999997,1.581,0
motiongen_0922,15.367000000000001,0.73699999999999999,1.581,0
motiongen_0923,15.382999999999999,0.76300000000000001,1.581,0
motiongen_0924,15.4,0.79000000000000004,1.581,0
motiongen_0925,15.417,0.81599999999999995,1.581,0
motiongen_0926,15.433,0.84199999999999997,1.581,0
motiongen_0927,15.449999999999999,0.86899999999999999,1.581,0
motiongen_0928,15.467000000000001,0.89500000000000002,1.581,0
motiongen_0929,15.483000000000001,0.92100000000000004,1.581,0
motiongen_0930,15.5,0.94799999999999995,1.581,0
motiongen_0931,15.516999999999999,0.97399999999999998,1.581,0
motiongen_0932,15.532999999999999,1,1.581,0
motiongen_0933,15.550000000000001,1.0269999999999999,1.581,0
motiongen_0934,15.567,1.0529999999999999,1.581,0
motiongen_0935,15.583,1.079,1.581,0
motiongen_0936,15.6,1.1060000000000001,1.581,0
motiongen_0937,15.617000000000001,1.1319999999999999,1.581,0
motiongen_0938,15.632999999999999,1.159,1.581,0
motiongen_0939,15.65,1.1850000000000001,1.581,0
motiongen_0940,15.667,1.2110000000000001,1.581,0
motiongen_0941,15.683,1.238,1.581,0
motiongen_0942,15.699999999999999,1.264,1.581,0
motiongen_0943,15.717000000000001,1.29,1.581,0
motiongen_0944,15.733000000000001,1.3169999999999999,1.581,0
motiongen_0945,15.75,1.343,1.581,0
motiongen_0946,15.766999999999999,1.369,1.581,0
motiongen_0947,15.782999999999999,1.3959999999999999,1.581,0
motiongen_0948,15.800000000000001,1.4219999999999999,1.581,0
motiongen_0949,15.817,1.448,1.581,0
motiongen_0950,15.833,1.4750000000000001,1.581,0
motiongen_0951,15.85,1.5009999999999999,1.581,0
motiongen_0952,15.867000000000001,1.528,1.581,0
motiongen_0953,15.882999999999999,1.554,1.581,0
motiongen_0954,15.9,1.5800000000000001,1.581,0
motiongen_0955,15.917,1.607,1.581,0
motiongen_0956,15.933,1.633,1.581,0
motiongen_0957,15.949999999999999,1.659,1.581,0
motiongen_0958,15.967000000000001,1.6859999999999999,1.581,0
motiongen_0959,15.983000000000001,1.712,1.581,0
motiongen_0960,16,1.738,1.581,0
motiongen_0961,16.016999999999999,1.7649999999999999,1.581,0
motiongen_0962,16.033000000000001,1.7909999999999999,1.581,0
motiongen_0963,16.050000000000001,1.8169999999999999,1.581,0
motiongen_0964,16.067,1.8440000000000001,1.581,0
motiongen_0965,16.082999999999998,1.8700000000000001,1.581,0
motiongen_0966,16.100000000000001,1.8959999999999999,1.581,0
motiongen_0967,16.117000000000001,1.923,1.581,0
motiongen_0968,16.132999999999999,1.9490000000000001,1.581,0
motiongen_0969,16.149999999999999,1.976,1.581,0
motiongen_0970,16.167000000000002,2.0019999999999998,1.581,0
motiongen_0971,16.183,2.028,1.581,0
motiongen_0972,16.199999999999999,2.0550000000000002,1.581,0
motiongen_0973,16.216999999999999,2.081,1.581,0
motiongen_0974,16.233000000000001,2.1070000000000002,1.581,0
motiongen_0975,16.25,2.1339999999999999,1.581,0
motiongen_0976,16.266999999999999,2.1600000000000001,1.581,0
motiongen_0977,16.283000000000001,2.1859999999999999,1.581,0
motiongen_0978,16.300000000000001,2.2130000000000001,1.581,0
motiongen_0979,16.317,2.2389999999999999,1.581,0
motiongen_0980,16.332999999999998,2.2650000000000001,1.581,0
motiongen_0981,16.350000000000001,2.2919999999999998,1.581,0
motiongen_0982,16.367000000000001,2.3180000000000001,1.581,0
motiongen_0983,16.382999999999999,2.3450000000000002,1.581,0
motiongen_0984,16.399999999999999,2.371,1.581,0
motiongen_0985,16.417000000000002,2.3969999999999998,1.581,0
motiongen_0986,16.433,2.4239999999999999,1.581,0
motiongen_0987,16.449999999999999,2.4500000000000002,1.581,0
motiongen_0988,16.466999999999999,2.476,1.581,0
motiongen_0989,16.483000000000001,2.5030000000000001,1.581,0
motiongen_0990,16.5,2.5289999999999999,1.581,0
motiongen_0991,16.516999999999999,2.5550000000000002,1.581,0
motiongen_0992,16.533000000000001,2.5819999999999999,1.581,0
motiongen_0993,16.550000000000001,2.6080000000000001,1.581,0
motiongen_0994,16.567,2.6339999999999999,1.581,0
motiongen_0995,16.582999999999998,2.661,1.581,0
motiongen_0996,16.600000000000001,2.6869999999999998,1.581,0
motiongen_0997,16.617000000000001,2.7130000000000001,1.581,0
motiongen_0998,16.632999999999999,2.7400000000000002,1.581,0
motiongen_0999,16.649999999999999,2.766,1.581,0
motiongen_1000,16.667000000000002,2.7930000000000001,1.581,0
motiongen_1001,16.683,2.819,1.581,0
motiongen_1002,16.699999999999999,2.8450000000000002,1.581,0
motiongen_1003,16.716999999999999,2.8719999999999999,1.581,0
motiongen_1004,16.733000000000001,2.8980000000000001,1.581,0
motiongen_1005,16.75,2.9239999999999999,1.581,0
motiongen_1006,16.766999999999999,2.9510000000000001,1.581,0
motiongen_1007,16.783000000000001,2.9769999999999999,1.581,0
motiongen_1008,16.800000000000001,3.0030000000000001,1.581,0
motiongen_1009,16.817,3.0299999999999998,1.581,0
motiongen_1010,16.832999999999998,3.056,1.581,0
motiongen_1011,16.850000000000001,3.0819999999999999,1.581,0
motiongen_1012,16.867000000000001,3.109,1.581,0
motiongen_1013,16.882999999999999,3.1349999999999998,1.581,0
motiongen_1014,16.899999999999999,3.161,1.581,0
motiongen_1015,16.917000000000002,3.1880000000000002,1.581,0
motiongen_1016,16.933,3.214,1.581,0
motiongen_1017,16.949999999999999,3.2410000000000001,1.581,0
motiongen_1018,16.966999999999999,3.2669999999999999,1.581,0
motiongen_1019,16.983000000000001,3.2930000000000001,1.581,0
motiongen_1020,17,3.3199999999999998,1.581,0
motiongen_1021,17.016999999999999,3.3460000000000001,1.581,0
motiongen_1022,17.033000000000001,3.3719999999999999,1.581,0
motiongen_1023,17.050000000000001,3.399,1.581,0
motiongen_1024,17.067,3.4249999999999998,1.581,0
motiongen_1025,17.082999999999998,3.4510000000000001,1.581,0
motiongen_1026,17.100000000000001,3.4780000000000002,1.581,0
motiongen_1027,17.117000000000001,3.504,1.581,0
motiongen_1028,17.132999999999999,3.5299999999999998,1.581,0
motiongen_1029,17.149999999999999,3.5569999999999999,1.581,0
motiongen_1030,17.167000000000002,3.5830000000000002,1.581,0
motiongen_1031,17.183,3.6099999999999999,1.581,0
motiongen_1032,17.199999999999999,3.6360000000000001,1.581,0
motiongen_1033,17.216999999999999,3.6619999999999999,1.581,0
motiongen_1034,17.233000000000001,3.6890000000000001,1.581,0
motiongen_1035,17.25,3.7149999999999999,1.581,0
motiongen_1036,17.266999999999999,3.7410000000000001,1.581,0
motiongen_1037,17.283000000000001,3.7679999999999998,1.581,0
motiongen_1038,17.300000000000001,3.794,1.581,0
motiongen_1039,17.317,3.8199999999999998,1.581,0
motiongen_1040,17.332999999999998,3.847,1.581,0
motiongen_1041,17.350000000000001,3.8730000000000002,1.581,0
motiongen_1042,17.367000000000001,3.899,1.581,0
motiongen_1043,17.382999999999999,3.9260000000000002,1.581,0
motiongen_1044,17.399999999999999,3.952,1.581,0
motiongen_1045,17.417000000000002,3.9780000000000002,1.581,0
motiongen_1046,17.433,4.0049999999999999,1.581,0
motiongen_1047,17.449999999999999,4.0309999999999997,1.581,0
motiongen_1048,17.466999999999999,4.0579999999999998,1.581,0
motiongen_1049,17.483000000000001,4.0839999999999996,1.581,0
motiongen_1050,17.5,4.1100000000000003,1.581,0
motiongen_1051,17.516999999999999,4.1369999999999996,1.581,0
motiongen_1052,17.533000000000001,4.1630000000000003,1.581,0
motiongen_1053,17.550000000000001,4.1890000000000001,1.581,0
motiongen_1054,17.567,4.2160000000000002,1.581,0
motiongen_1055,17.582999999999998,4.242,1.581,0
motiongen_1056,17.600000000000001,4.2679999999999998,1.581,0
motiongen_1057,17.617000000000001,4.2949999999999999,1.581,0
motiongen_1058,17.632999999999999,4.3209999999999997,1.581,0
motiongen_1059,17.649999999999999,4.3470000000000004,1.581,0
motiongen_1060,17.667000000000002,4.3739999999999997,1.581,0
motiongen_1061,17.683,4.4000000000000004,1.581,0
motiongen_1062,17.699999999999999,4.4269999999999996,1.581,0
motiongen_1063,17.716999999999999,4.4530000000000003,1.581,0
motiongen_1064,17.733000000000001,4.4790000000000001,1.581,0
motiongen_1065,17.75,4.5060000000000002,1.581,0
motiongen_1066,17.766999999999999,4.532,1.581,0
motiongen_1067,17.783000000000001,4.5579999999999998,1.581,0
motiongen_1068,17.800000000000001,4.585,1.581,0
motiongen_1069,17.817,4.6109999999999998,1.581,0
motiongen_1070,17.832999999999998,4.6369999999999996,1.581,0
motiongen_1071,17.850000000000001,4.6639999999999997,1.581,0
motiongen_1072,17.867000000000001,4.6900000000000004,1.581,0
motiongen_1073,17.882999999999999,4.7160000000000002,1.581,0
motiongen_1074,17.899999999999999,4.7430000000000003,1.581,0
motiongen_1075,17.917000000000002,4.7690000000000001,1.581,0
motiongen_1076,17.933,4.7949999999999999,1.581,0
motiongen_1077,17.949999999999999,4.8220000000000001,1.581,0
motiongen_1078,17.966999999999999,4.8479999999999999,1.581,0
motiongen_1079,17.983000000000001,4.875,1.581,0
motiongen_1080,18,4.9009999999999998,1.581,0
motiongen_1081,18.016999999999999,4.9269999999999996,1.581,0
motiongen_1082,18.033000000000001,4.9539999999999997,1.581,0
motiongen_1083,18.050000000000001,4.9800000000000004,1.581,0
motiongen_1084,18.067,5.0060000000000002,1.581,0
motiongen_1085,18.082999999999998,5.0330000000000004,1.581,0
motiongen_1086,18.100000000000001,5.0590000000000002,1.581,0
motiongen_1087,18.117000000000001,5.085,1.581,0
motiongen_1088,18.132999999999999,5.1120000000000001,1.581,0
motiongen_1089,18.149999999999999,5.1379999999999999,1.581,0
motiongen_1090,18.167000000000002,5.1639999999999997,1.581,0
motiongen_1091,18.183,5.1909999999999998,1.581,0
motiongen_1092,18.199999999999999,5.2169999999999996,1.581,0
motiongen_1093,18.216999999999999,5.2430000000000003,1.581,0
motiongen_1094,18.233000000000001,5.2699999999999996,1.581,0
motiongen_1095,18.25,5.2960000000000003,1.581,0
motiongen_1096,18.266999999999999,5.3230000000000004,1.581,0
motiongen_1097,18.283000000000001,5.3490000000000002,1.581,0
motiongen_1098,18.300000000000001,5.375,1.581,0
motiongen_1099,18.317,5.4020000000000001,1.581,0
motiongen_1100,18.332999999999998,5.4279999999999999,1.581,0
motiongen_1101,18.350000000000001,5.4539999999999997,1.581,0
motiongen_1102,18.367000000000001,5.4809999999999999,1.581,0
motiongen_1103,18.382999999999999,5.5069999999999997,1.581,0
motiongen_1104,18.399999999999999,5.5330000000000004,1.581,0
motiongen_1105,18.417000000000002,5.5599999999999996,1.581,0
motiongen_1106,18.433,5.5860000000000003,1.581,0
motiongen_1107,18.449999999999999,5.6120000000000001,1.581,0
motiongen_1108,18.466999999999999,5.6390000000000002,1.581,0
motiongen_1109,18.483000000000001,5.665,1.581,0
motiongen_1110,18.5,5.6920000000000002,1.581,0
motiongen_1111,18.516999999999999,5.718,1.581,0
motiongen_1112,18.533000000000001,5.7439999999999998,1.581,0
motiongen_1113,18.550000000000001,5.7709999999999999,1.581,0
motiongen_1114,18.567,5.7969999999999997,1.581,0
motiongen_1115,18.582999999999998,5.8230000000000004,1.581,0
motiongen_1116,18.600000000000001,5.8499999999999996,1.581,0
motiongen_1117,18.617000000000001,5.8760000000000003,1.581,0
motiongen_1118,18.632999999999999,5.9020000000000001,1.581,0
motiongen_1119,18.649999999999999,5.9290000000000003,1.581,0
motiongen_1120,18.667000000000002,5.9550000000000001,1.581,0
motiongen_1121,18.683,5.9809999999999999,1.581,0
motiongen_1122,18.699999999999999,6.008,1.581,0
motiongen_1123,18.716999999999999,6.0339999999999998,1.581,0
motiongen_1124,18.733000000000001,6.0599999999999996,1.581,0
motiongen_1125,18.75,6.0869999999999997,1.581,0
motiongen_1126,18.766999999999999,6.1130000000000004,1.581,0
motiongen_1127,18.783000000000001,6.1399999999999997,1.581,0
motiongen_1128,18.800000000000001,6.1660000000000004,1.581,0
motiongen_1129,18.817,6.1920000000000002,1.581,0
motiongen_1130,18.832999999999998,6.2190000000000003,1.581,0
motiongen_1131,18.850000000000001,6.2450000000000001,1.581,0
motiongen_1132,18.867000000000001,6.2709999999999999,1.581,0
motiongen_1133,18.882999999999999,0.014,1.581,0
motiongen_1134,18.899999999999999,0.041000000000000002,1.581,0
motiongen_1135,18.917000000000002,0.067000000000000004,1.581,0
motiongen_1136,18.933,0.094,1.581,0
motiongen_1137,18.949999999999999,0.12,1.581,0
motiongen_1138,18.966999999999999,0.14599999999999999,1.581,0
motiongen_1139,18.983000000000001,0.17299999999999999,1.581,0
motiongen_1140,19,0.19900000000000001,1.581,0
motiongen_1141,19.016999999999999,0.22500000000000001,1.581,0
motiongen_1142,19.033000000000001,0.252,1.581,0
motiongen_1143,19.050000000000001,0.27800000000000002,1.581,0
motiongen_1144,19.067,0.30399999999999999,1.581,0
motiongen_1145,19.082999999999998,0.33100000000000002,1.581,0
motiongen_1146,19.100000000000001,0.35699999999999998,1.581,0
motiongen_1147,19.117000000000001,0.38300000000000001,1.581,0
motiongen_1148,19.132999999999999,0.40999999999999998,1.581,0
motiongen_1149,19.149999999999999,0.436,1.581,0
motiongen_1150,19.167000000000002,0.46300000000000002,1.581,0
motiongen_1151,19.183,0.48899999999999999,1.581,0
motiongen_1152,19.199999999999999,0.51500000000000001,1.581,0
motiongen_1153,19.216999999999999,0.54200000000000004,1.581,0
motiongen_1154,19.233000000000001,0.56799999999999995,1.581,0
motiongen_1155,19.25,0.59399999999999997,1.581,0
motiongen_1156,19.266999999999999,0.621,1.581,0
motiongen_1157,19.283000000000001,0.64700000000000002,1.581,0
motiongen_1158,19.300000000000001,0.67300000000000004,1.581,0
motiongen_1159,19.317,0.69999999999999996,1.581,0
motiongen_1160,19.332999999999998,0.72599999999999998,1.581,0
motiongen_1161,19.350000000000001,0.752,1.581,0
motiongen_1162,19.367000000000001,0.77900000000000003,1.581,0
motiongen_1163,19.382999999999999,0.80500000000000005,1.581,0
motiongen_1164,19.399999999999999,0.83099999999999996,1.581,0
motiongen_1165,19.417000000000002,0.85799999999999998,1.581,0
motiongen_1166,19.433,0.88400000000000001,1.581,0
motiongen_1167,19.449999999999999,0.91100000000000003,1.581,0
motiongen_1168,19.466999999999999,0.93700000000000006,1.581,0
motiongen_1169,19.483000000000001,0.96299999999999997,1.581,0
motiongen_1170,19.5,0.98999999999999999,1.581,0
